,Index,Vol.Index,Hist_30D,Hist_90D,Phist_30D
2007-07-24,18002.03,18.58,10.66,12.87,6.242973697
2007-07-23,17963.64,18.48,10.74,13.88,6.276534362
2007-07-20,18157.93,16.64,10.21,13.8,6.500580661
2007-07-19,18116.57,17.76,11.26,13.85,6.68212686
2007-07-18,18015.58,18.76,11.14,13.84,6.66785461
2007-07-17,18217.27,17.22,10.6,14.05,6.564280445
2007-07-13,18238.95,16.83,10.66,14.08,6.561358911
2007-07-12,17984.14,18.71,9.79,14.03,6.503893245
2007-07-11,18049.51,17.15,9.82,15.23,6.406484559
2007-07-10,18252.67,15.43,10.25,15.29,6.789240937
2007-07-09,18261.98,15.24,10.4,15.36,6.995430464
2007-07-06,18140.94,15.58,10.32,16.12,7.016248066
2007-07-05,18221.48,15.41,10.28,16.13,7.130913573
2007-07-04,18168.72,15.13,11.05,16.12,7.223234101
2007-07-03,18149.9,15.44,11.06,16.14,7.26819575
2007-07-02,18146.3,16.11,11.06,16.24,7.451992488
2007-06-29,18138.36,16.53,11.21,16.25,7.605669638
2007-06-28,17932.27,17.98,11.02,16.13,7.809779249
2007-06-27,17849.28,18.61,11.14,16.12,7.970592369
2007-06-26,18066.11,18.01,10.45,15.99,7.936319114
2007-06-25,18087.48,18.47,10.43,16.04,7.971508739
2007-06-22,18188.63,16.7,10.71,16.06,7.960037495
2007-06-21,18240.3,16.13,10.8,16.08,8.052308091
2007-06-20,18211.68,16.54,11.35,16.21,7.945936042
2007-06-19,18163.61,16.32,11.35,16.2,7.921821372
2007-06-18,18149.52,16.13,11.42,16.25,7.994523308
2007-06-15,17971.49,16.19,11.09,16.18,8.107282673
2007-06-14,17842.29,16.4,11.82,16.26,8.353470126
2007-06-13,17732.77,16.68,11.86,16.23,8.557019833
2007-06-12,17760.91,16.46,12.09,16.28,8.696810355
2007-06-11,17834.48,17.57,12.02,16.3,8.783242608
2007-06-08,17779.09,18.1,12.39,16.29,8.834917905
2007-06-07,18053.38,17.66,12.07,16.08,8.814699147
2007-06-06,18040.93,16.96,12.07,16.08,8.957309503
2007-06-05,18053.81,16.93,12.06,16.09,8.975107447
2007-06-04,17973.42,17.71,12.07,16.1,9.425538151
2007-06-01,17958.88,17.55,13.22,16.1,9.524085863
2007-05-31,17875.75,16.95,13.35,16.12,10.04106027
2007-05-30,17588.26,17.69,12.58,15.9,10.07157855
2007-05-29,17672.56,16.34,13.28,15.91,10.33511465
2007-05-28,17587.59,16.83,13.59,15.9,10.28612387
2007-05-25,17481.21,17.79,13.63,15.87,10.30333747
2007-05-24,17696.97,17.26,13.12,15.79,10.22226101
2007-05-23,17705.12,16.69,13.19,15.93,10.20518837
2007-05-22,17680.05,16.99,13.91,15.97,10.2466141
2007-05-21,17556.87,18.56,13.76,16.22,10.13157831
2007-05-18,17399.58,18.82,13.51,16.21,10.12206643
2007-05-17,17498.6,19.13,14.38,16.4,10.00270794
2007-05-16,17529,19.02,14.8,16.44,10.75710071
2007-05-15,17512.98,19.54,15.57,16.44,10.7627835
2007-05-14,17677.94,18.65,15.27,16.36,11.1631824
2007-05-11,17553.72,18.83,15.15,16.32,11.51385898
2007-05-10,17736.96,18.1,14.92,16.23,11.57833285
2007-05-09,17748.12,17.81,15.2,16.23,11.59959814
2007-05-08,17656.84,17.87,15.14,16.22,11.59029609
2007-05-07,17669.83,17.05,15.17,16.22,11.57786875
2007-05-02,17394.92,17.44,15.09,16.17,11.5380527
2007-05-01,17274.98,18.2,15.19,16.25,11.78570075
2007-04-27,17400.41,17.03,15.64,16.2,12.02144876
2007-04-26,17429.17,16.81,15.82,16.22,11.92248759
2007-04-25,17236.16,17.59,15.8,16.17,12.21651031
2007-04-24,17451.77,17.03,17.88,16.03,12.20253247
2007-04-23,17455.37,17.73,18.01,16.06,12.10547037
2007-04-20,17452.62,17.64,18.13,16.09,11.95416939
2007-04-19,17371.97,18.66,18.13,16.09,12.62255844
2007-04-18,17667.33,17.24,18.13,15.83,12.5166137
2007-04-17,17527.45,17.82,18.13,15.82,12.64073091
2007-04-16,17628.3,17.13,18.26,15.79,13.11224359
2007-04-13,17363.95,17.9,20.74,15.6,13.12710103
2007-04-12,17540.42,18.54,20.93,15.49,13.03552855
2007-04-11,17670.07,17.82,20.97,15.54,13.73136938
2007-04-10,17664.69,16.93,22.7,15.69,13.82484992
2007-04-09,17743.76,17.19,22.71,15.67,13.87311778
2007-04-06,17484.78,17.39,22.21,15.57,13.92595964
2007-04-05,17491.42,17.77,22.27,15.71,13.89754535
2007-04-04,17544.09,17.48,22.55,15.79,13.90866763
2007-04-03,17244.05,17.8,21.85,15.55,13.84241586
2007-04-02,17028.41,20.56,21.43,15.95,13.80910701
2007-03-30,17287.65,18.22,21.08,15.74,13.14797141
2007-03-29,17263.94,19.29,21.06,15.77,13.13189279
2007-03-28,17254.73,20.15,21.24,15.79,12.81484495
2007-03-27,17365.05,19.67,21.32,15.97,12.59007611
2007-03-26,17521.96,19.4,21.26,15.92,12.72031614
2007-03-23,17480.61,19.01,21.56,15.95,12.79111309
2007-03-22,17419.2,18.95,21.54,15.95,12.85018233
2007-03-20,17163.2,19.99,21.14,15.89,12.83372936
2007-03-19,17009.55,23.34,20.98,15.82,12.99179295
2007-03-16,16744.15,25.38,20.59,15.6,12.62503377
2007-03-15,16860.39,25.43,20.54,15.55,12.38252197
2007-03-14,16676.89,28.01,20.39,15.45,12.43975206
2007-03-13,17178.84,23.22,18.49,14.56,12.07042077
2007-03-12,17292.39,20.97,18.4,14.9,12.09993437
2007-03-09,17164.04,21.25,18.27,14.93,12.10185682
2007-03-08,17090.31,22.71,18.22,14.96,12.15923499
2007-03-07,16764.62,22.89,17.14,14.61,11.43553475
2007-03-06,16844.5,23.58,17.24,14.59,11.19081281
2007-03-05,16642.25,25.87,16.74,14.51,10.95591513
2007-03-02,17217.93,20.34,13.55,13.3,9.955671582
2007-03-01,17453.51,19.03,12.95,13.13,9.939138104
2007-02-28,17604.12,20.24,12.78,13.04,10.06940398
2007-02-27,18119.92,15.8,8.92,12.04,9.051756342
2007-02-26,18215.35,15.8,8.68,12.08,8.943749427
2007-02-23,18188.42,15.88,8.92,12.18,9.100267024
2007-02-22,18108.79,15.43,9.46,12.18,9.427137775
2007-02-21,17913.21,15.43,9.44,12.1,10.03622017
2007-02-20,17939.12,15.53,11.02,12.1,10.3604759
2007-02-19,17940.09,15.26,11.22,12.1,10.777184
2007-02-16,17875.65,14.46,12.28,12.64,10.67765308
2007-02-15,17897.23,15.13,12.41,12.78,10.65487822
2007-02-14,17752.64,15.65,12.23,12.72,10.70444476
2007-02-13,17621.45,15.05,12.07,12.73,10.62803661
2007-02-09,17504.33,14.45,11.96,12.72,10.54562346
2007-02-08,17292.48,15,11.48,12.6,10.21411909
2007-02-07,17292.32,14.83,11.49,13.24,10.10353102
2007-02-06,17406.86,15.92,11.31,13.21,9.99969484
2007-02-05,17344.8,16.77,11.28,13.21,10.2165804
2007-02-02,17547.11,15.87,11.29,13.24,10.15311253
2007-02-01,17519.5,16.25,11.9,13.28,10.12467122
2007-01-31,17383.42,16.15,11.73,13.37,10.01362179
2007-01-30,17490.19,16.07,11.58,13.31,9.836326856
2007-01-29,17470.46,16.32,11.76,13.35,9.839192876
2007-01-26,17421.93,16.06,11.76,13.48,9.745879809
2007-01-25,17458.3,16.64,11.8,13.47,9.779311654
2007-01-24,17507.4,16.74,11.79,13.49,9.659686791
2007-01-23,17408.57,16.69,11.86,13.85,9.748323688
2007-01-22,17424.18,17.26,11.89,13.86,9.798962285
2007-01-19,17310.44,16.77,11.89,14.16,9.913262138
2007-01-18,17370.93,17.05,11.84,14.19,9.998323033
2007-01-17,17261.35,17.03,11.81,14.15,9.921748063
2007-01-16,17202.46,16.88,11.81,14.33,9.42272154
2007-01-15,17209.92,16.58,12.18,14.33,9.559143027
2007-01-12,17057.01,17.06,12.51,14.52,9.727833083
2007-01-11,16838.17,17.54,12.14,14.37,10.01687749
2007-01-10,16942.4,17.42,12.07,14.38,9.677282507
2007-01-09,17237.77,16.5,11.27,14.19,9.361042694
2007-01-05,17091.59,15.99,11.44,14.13,9.027624435
2007-01-04,17353.67,15.28,10.01,14.05,9.099186426
2006-12-29,17225.83,14.01,12.67,14.01,9.261844761
2006-12-28,17224.81,14.06,12.82,14.17,9.549463892
2006-12-27,17223.15,13.6,12.98,14.26,9.548637351
2006-12-26,17169.19,14.09,13.05,14.27,9.654034007
2006-12-25,17092.89,13.68,13.76,14.27,9.709411839
2006-12-22,17104.96,13.43,13.94,14.51,9.869125903
2006-12-21,17047.83,13.72,14.1,14.52,10.01690159
2006-12-20,17011.04,14.6,14.13,14.83,10.24935828
2006-12-19,16776.88,14.57,14.09,14.69,10.09410602
2006-12-18,16962.11,14.24,13.6,14.55,10.09486228
2006-12-15,16914.31,14.06,13.6,14.68,10.18591173
2006-12-14,16829.2,14.05,13.56,15.03,10.34976974
2006-12-13,16692.93,14.1,13.4,15.52,10.42510423
2006-12-12,16637.78,15.09,13.39,15.51,10.62706543
2006-12-11,16527.99,15.82,14.5,15.48,10.85544897
2006-12-08,16417.82,16.08,14.53,15.45,10.79814148
2006-12-07,16473.36,16.81,14.68,15.43,10.85581537
2006-12-06,16371.28,15.97,14.59,15.45,10.86170332
2006-12-05,16265.76,16.05,14.41,15.51,10.94698144
2006-12-04,16303.59,16.38,14.67,15.83,10.87438724
2006-12-01,16321.78,15.99,14.81,15.9,10.88009898
2006-11-30,16274.33,16.09,14.86,16.06,10.9870097
2006-11-29,16076.2,16.8,14.35,15.95,11.01234788
2006-11-28,15855.26,17.11,13.61,15.87,10.87048584
2006-11-27,15885.38,16.44,14.01,16.65,10.68453514
2006-11-24,15734.6,16.08,14.06,16.6,10.29732882
2006-11-22,15914.23,15.87,13.72,17.19,10.3697819
2006-11-21,15734.14,16.6,13.2,17.35,10.50261638
2006-11-20,15725.94,17.01,13.24,17.45,10.46747663
2006-11-17,16091.73,16.3,11.45,17.17,10.11348792
2006-11-16,16163.87,16.52,13.34,17.18,10.57522275
2006-11-15,16243.47,15.66,13.59,17.35,10.37060159
2006-11-14,16289.55,15.77,13.57,17.34,10.43991267
2006-11-13,16022.49,17.27,12.82,17.29,10.41020129
2006-11-10,16112.43,16.14,12.85,17.31,10.36038332
2006-11-09,16198.57,16.01,12.81,17.29,10.60003921
2006-11-08,16215.74,16.54,14.71,17.3,10.52989417
2006-11-07,16393.41,16.64,14.34,17.69,10.44280259
2006-11-06,16364.76,16.51,14.35,17.87,10.48897716
2006-11-02,16350.02,16.18,14.97,18.19,10.48110167
2006-11-01,16375.26,17.17,15.06,18.19,10.49018575
2006-10-31,16399.39,17.71,15.42,18.19,10.57420755
2006-10-30,16351.85,18.11,15.41,18.18,10.55002344
2006-10-27,16669.07,16.62,14.21,18.66,10.50461361
2006-10-26,16811.6,16.72,14.19,18.59,10.53620788
2006-10-25,16699.3,16.98,14.13,18.76,10.73968316
2006-10-24,16780.47,16.71,14.12,18.74,11.05909544
2006-10-23,16788.82,16.75,15.33,19.27,11.51639689
2006-10-20,16651.63,17.11,15.22,19.31,11.52941044
2006-10-19,16551.36,18.48,16.08,19.31,11.58961574
2006-10-18,16653,18.11,16.08,20.69,11.50517027
2006-10-17,16611.59,18.37,16.08,20.7,11.40332453
2006-10-16,16692.76,18.37,16.46,20.7,11.3895419
2006-10-13,16536.54,19.42,16.27,21.39,11.89104525
2006-10-12,16368.81,19.93,16.73,21.6,12.04011934
2006-10-11,16400.57,20.25,16.72,21.84,12.02273717
2006-10-10,16477.25,20.67,16.75,21.87,12.18172947
2006-10-06,16436.06,19.28,17.17,22.08,12.16974935
2006-10-05,16449.33,19.4,17.17,22.08,12.28044543
2006-10-04,16082.55,19.23,16.29,22.18,12.1612096
2006-10-03,16242.09,18.49,16.01,22.12,11.92584532
2006-10-02,16254.29,18.09,16.48,22.13,12.08002988
2006-09-29,16127.58,18.29,16.54,22.29,12.04620631
2006-09-28,16024.85,19.24,16.51,22.39,12.16179002
2006-09-27,15947.87,18.17,16.46,22.62,12.16171201
2006-09-26,15557.45,19.1,15.4,22.4,11.85965966
2006-09-25,15633.81,19.9,15.35,22.6,12.27727408
2006-09-22,15634.67,20.05,16.38,22.62,12.19793139
2006-09-21,15834.23,18.76,15.96,22.63,12.19805422
2006-09-20,15718.67,19.48,15.82,22.65,12.92080572
2006-09-19,15874.28,18.64,15.92,22.85,13.23500106
2006-09-15,15866.93,18.53,16.94,22.88,13.63225199
2006-09-14,15942.39,18.39,18.34,23.01,13.60872545
2006-09-13,15750.05,19.24,18.01,22.92,13.53432635
2006-09-12,15719.34,20.14,18,23.02,13.4390536
2006-09-11,15794.38,19.05,17.93,23.03,13.36028985
2006-09-08,16080.46,17.67,16.98,22.89,13.05330503
2006-09-07,16012.41,19.59,17.06,23,12.77490317
2006-09-06,16284.09,16.9,16.29,22.83,13.34322248
2006-09-05,16385.96,16.98,16.85,22.9,13.49592326
2006-09-04,16358.07,16.93,17.19,22.91,13.51625443
2006-09-01,16134.25,18.12,17.21,22.8,13.87490934
2006-08-31,16140.76,18.41,17.24,22.8,13.83949606
2006-08-30,15872.02,19.21,17.01,23.1,13.71721713
2006-08-29,15890.56,19.03,18.96,23.12,13.7020335
2006-08-28,15762.59,19.68,18.9,23.07,14.11512466
2006-08-25,15938.66,18.39,20.65,23.04,13.98566327
2006-08-24,15960.62,18.62,21.42,23.18,14.11847307
2006-08-23,16163.03,18.4,21.27,23.19,14.37938685
2006-08-22,16181.17,18.71,21.83,23.2,14.45193007
2006-08-21,15969.04,20.42,21.61,23.08,15.19220734
2006-08-18,16105.98,19.75,21.86,23.17,15.13244803
2006-08-17,16020.84,21.23,21.84,23.14,15.18940476
2006-08-16,16071.36,20.98,22.24,23.16,15.08643457
2006-08-15,15816.19,21.28,21.89,22.99,15.06320154
2006-08-14,15857.11,21.13,21.9,23.13,15.06343964
2006-08-11,15565.02,21.68,21.22,22.89,14.78390714
2006-08-10,15630.91,22.64,22.44,22.88,14.83566736
2006-08-09,15656.59,21.94,22.84,23.07,14.87314301
2006-08-08,15464.66,23.95,23.41,22.95,14.1625033
2006-08-07,15154.06,23.87,22.61,22.69,14.03089101
2006-08-04,15499.18,23.07,21.5,22.55,13.75279946
2006-08-03,15470.37,23.32,21.51,22.56,14.20176923
2006-08-02,15464.29,23.47,23.57,22.58,14.38056145
2006-08-01,15440.91,23.47,23.58,22.59,14.48177414
2006-07-31,15456.81,23.95,24.06,22.59,14.4764183
2006-07-28,15342.87,23.5,24,22.58,14.84603333
2006-07-27,15179.78,24.16,25.16,22.71,14.81878249
2006-07-26,14884.07,25.16,24.72,22.6,15.02072934
2006-07-25,15005.24,25.22,24.59,22.67,15.71195442
2006-07-24,14794.5,24.44,27.59,22.55,15.94871285
2006-07-21,14821.26,24.48,27.64,22.57,16.41629897
2006-07-20,14946.84,25.56,27.6,22.71,17.39037497
2006-07-19,14500.26,28.06,27.62,22.08,17.55621213
2006-07-18,14437.24,29.43,28.05,22.54,17.54032864
2006-07-14,14845.24,26.63,27.37,22.07,17.24019835
2006-07-13,15097.95,26.65,27.04,21.97,18.08365326
2006-07-12,15249.32,24.02,27.54,22.07,17.91541861
2006-07-11,15473.82,23.57,27.2,22.09,17.7687196
2006-07-10,15552.81,23.92,28.19,22.08,17.72269158
2006-07-07,15307.61,23.77,27.72,22.04,17.05701246
2006-07-06,15321.4,25.06,27.73,22.05,17.04013605
2006-07-05,15523.94,24.36,28.04,21.96,17.06466192
2006-07-04,15638.5,22.99,28.25,21.93,17.5882404
2006-07-03,15571.62,22.67,28.85,22.18,17.68882391
2006-06-30,15505.18,23.51,29.23,22.2,18.25955136
2006-06-29,15121.15,25.4,28.56,22.35,18.32268667
2006-06-28,14886.11,25.09,28.09,22.38,18.38968198
2006-06-27,15171.81,24,27.85,22.42,18.53481119
2006-06-26,15152.4,24.87,28.05,22.46,19.18184624
2006-06-23,15124.04,24.52,28.52,22.6,19.0845474
2006-06-22,15135.69,23.81,28.54,22.86,19.00220662
2006-06-21,14644.26,24.94,26.44,22.45,18.79036718
2006-06-20,14648.41,25.8,26.41,22.51,18.96688795
2006-06-19,14860.35,27.2,26.39,22.48,18.8178499
2006-06-16,14879.34,26.57,26.37,22.92,18.78255453
2006-06-15,14470.76,28.47,24.68,22.36,18.68865178
2006-06-14,14309.56,29.75,24.83,22.28,18.59533977
2006-06-13,14218.6,30.11,24.64,22.24,18.15013111
2006-06-12,14833.01,26.68,22.03,21.27,17.37863743
2006-06-09,14750.84,28.43,21.94,21.3,17.17671628
2006-06-08,14633.03,28.79,21.79,21.27,16.51752927
2006-06-07,15096.01,26.33,20.37,20.67,15.87227792
2006-06-06,15384.86,23.88,21.21,21.34,15.5555814
2006-06-05,15668.31,23.34,20.92,21.28,15.49503951
2006-06-02,15789.31,22.4,20.88,21.24,15.42903101
2006-06-01,15503.74,23.57,20.05,21.24,14.64759075
2006-05-31,15467.33,24.43,20.64,21.56,14.59808268
2006-05-30,15859.45,21.91,19.79,21.13,14.49443443
2006-05-29,15915.68,22.61,19.84,21.47,14.62530055
2006-05-26,15970.76,22.69,19.89,22.08,14.51007545
2006-05-25,15693.75,24.1,19.22,22.42,14.54481377
2006-05-24,15907.2,23.98,18.97,22.39,14.4056071
2006-05-23,15599.2,23.6,17.62,22.12,13.78649229
2006-05-22,15857.87,21.95,17.36,21.97,13.69245865
2006-05-19,16155.45,22.02,17.46,21.89,13.16703572
2006-05-18,16087.18,21.64,17.34,22.11,12.9862745
2006-05-17,16307.67,20.51,17,21.99,13.06758037
2006-05-16,16158.42,22.03,17.52,21.94,12.74101831
2006-05-15,16486.91,19.73,16.6,21.82,11.77487506
2006-05-12,16601.78,18.5,16.64,21.93,12.228028
2006-05-11,16862.14,17.62,16.6,21.82,12.21196637
2006-05-10,16951.93,18.41,16.52,21.91,12.00435449
2006-05-09,17190.91,17.59,15.93,21.83,11.50574354
2006-05-08,17291.67,17.78,15.8,21.86,11.63152695
2006-05-02,17153.77,17.42,15.69,21.83,11.61534454
2006-05-01,16925.71,17.24,15.46,21.97,11.88854069
2006-04-28,16906.23,17.07,16.24,22.12,12.10855643
2006-04-27,17114.54,16.69,16.2,22.12,12.23190647
2006-04-26,17055.93,17.69,16.88,22.14,12.23081867
2006-04-25,16970.29,18.33,16.88,22.28,12.25412583
2006-04-24,16914.4,19.31,17.08,22.57,12.14517592
2006-04-21,17403.96,16.77,14.9,21.99,11.99322829
2006-04-20,17317.53,17.38,14.9,22.26,12.59539229
2006-04-19,17350.12,17.87,16.36,22.36,12.66709885
2006-04-18,17232.86,18.21,16.59,22.63,12.78666856
2006-04-17,17000.36,19.43,16.79,22.54,12.77008991
2006-04-14,17233.82,17.86,16.46,22.45,12.82088367
2006-04-13,17199.15,18.71,17.41,22.48,12.94210538
2006-04-12,17162.55,18.4,17.5,22.69,12.81718236
2006-04-11,17418.13,18.09,17.52,22.67,13.05766415
2006-04-10,17456.58,18.42,17.47,22.68,13.03666637
2006-04-07,17563.37,19.03,17.28,22.66,13.12702909
2006-04-06,17489.33,19.39,17.29,22.75,13.23488148
2006-04-05,17243.98,19.42,17.71,22.65,13.42795373
2006-04-04,17292.91,19.23,17.89,22.64,13.60822641
2006-04-03,17333.31,19.02,19.45,22.63,13.87135175
2006-03-31,17059.66,19.09,20.13,22.5,14.35874359
2006-03-30,17045.34,19.35,21.33,22.61,14.61610183
2006-03-29,16938.41,18.94,21.35,22.74,15.10206069
2006-03-28,16690.24,18.35,21.62,22.64,15.58667047
2006-03-27,16650.1,19.27,22.28,22.65,15.77774223
2006-03-24,16560.87,18.73,23.5,22.65,16.40430479
2006-03-23,16489.37,18.92,23.72,22.66,16.4502559
2006-03-22,16495.48,19.56,23.92,22.66,16.88546988
2006-03-20,16624.8,19.35,25.21,22.6,16.87360511
2006-03-17,16339.73,18.55,24.62,22.45,16.55160849
2006-03-16,16096.21,19.95,24.2,22.33,16.39282289
2006-03-15,16319.04,20.9,23.9,22.26,16.07154915
2006-03-14,16238.36,21.63,24.25,22.25,16.17701688
2006-03-13,16361.51,22.19,24.33,22.39,16.15700195
2006-03-10,16115.63,22.64,23.93,22.47,16.2479843
2006-03-09,16036.91,23.79,23.94,22.5,16.47013138
2006-03-08,15627.49,22.86,25.05,22.12,15.92065154
2006-03-07,15726.02,22.2,25.42,22.1,15.96256786
2006-03-06,15901.16,21.93,25.18,22.07,16.01021775
2006-03-03,15663.34,22.33,25.39,22.02,15.93894706
2006-03-02,15909.76,23,25.81,21.81,16.01712061
2006-03-01,15964.46,23.92,25.79,21.79,16.28741602
2006-02-28,16205.43,24.13,26.15,21.84,17.87798067
2006-02-27,16192.95,24.84,27.83,21.86,18.49908727
2006-02-24,16101.91,24.82,29.16,21.86,18.4972071
2006-02-23,16096.1,25.19,29.34,21.87,18.43860454
2006-02-22,15781.78,24.3,28.65,21.66,18.3861962
2006-02-21,15894.94,24.13,28.66,21.65,18.59397522
2006-02-20,15437.93,24.81,27.55,21.5,18.65740343
2006-02-17,15713.45,24.61,27.61,21.33,18.48331711
2006-02-16,16043.67,24.49,26.95,21.45,17.91814577
2006-02-15,15932.83,25.17,26.89,21.45,17.71955583
2006-02-14,16184.87,25.05,26.91,21.37,17.53826543
2006-02-13,15877.66,26.19,26.58,21.19,16.82508739
2006-02-10,16257.83,25.62,25.79,20.74,16.75967159
2006-02-09,16439.67,26.28,25.87,20.71,16.15461958
2006-02-08,16272.68,26.21,25.86,20.7,16.05526716
2006-02-07,16720.99,25.55,24.56,20.12,15.66646188
2006-02-06,16747.76,26.03,24.56,20.27,15.97832493
2006-02-03,16659.64,24.31,25.15,20.29,16.15633866
2006-02-02,16710.55,23.8,25.43,20.27,16.27696812
2006-02-01,16480.09,24.56,25.45,20.28,16.51552434
2006-01-31,16649.82,23.49,25.25,20.17,16.57211451
2006-01-30,16551.23,23.51,25.72,20.22,17.19435719
2006-01-27,16460.68,22.92,26.56,20.27,17.09401498
2006-01-26,15891.02,22.91,24.42,19.48,16.77517296
2006-01-25,15651,23.41,24.84,19.49,17.13502293
2006-01-24,15648.89,23.15,25.19,19.56,17.42516272
2006-01-23,15360.65,25.74,25.31,19.42,17.28904554
2006-01-20,15696.69,22.8,24.45,18.97,17.13592718
2006-01-19,15696.28,23.76,24.6,18.99,16.98481404
2006-01-18,15341.18,26.21,23.73,18.66,16.66358312
2006-01-17,15805.95,24.6,22.54,17.84,15.14432903
2006-01-16,16268.03,20.74,20.95,17.01,14.1605482
2006-01-13,16454.95,20.9,20.58,16.86,14.12701775
2006-01-12,16445.19,21.11,20.68,16.91,14.21300435
2006-01-11,16363.59,21.61,20.91,17.07,14.25258743
2006-01-10,16124.35,21.51,20.62,16.95,13.82780049
2006-01-06,16428.21,20.71,19.49,16.64,13.34209628
2006-01-05,16425.37,21.64,19.47,16.64,13.48339352
2006-01-04,16361.54,22.1,19.47,16.64,13.47987796
2005-12-30,16111.43,22.01,19.42,16.59,13.85101502
2005-12-29,16344.2,21.61,18.95,16.33,13.60498582
2005-12-28,16194.61,19.89,18.9,16.3,13.49443971
2005-12-27,15969.4,20.74,18.78,16.23,13.21349193
2005-12-26,16107.67,20.16,18.48,16.11,13.18269136
2005-12-22,15941.37,18.67,18.4,16.07,13.2655549
2005-12-21,15957.57,18.21,18.36,16.06,13.22015246
2005-12-20,15641.26,17.09,17.71,15.9,12.85593972
2005-12-19,15391.48,17.47,17.35,15.91,12.54034947
2005-12-16,15173.07,17.04,17.04,15.84,12.43156037
2005-12-15,15254.44,18.56,17.13,15.78,12.13609862
2005-12-14,15464.58,20.75,16.32,15.67,12.0629172
2005-12-13,15778.86,19.39,15.17,15.28,11.20419361
2005-12-12,15738.7,18.93,15.72,15.28,11.20741516
2005-12-09,15404.05,18.41,15.26,14.96,11.04416637
2005-12-08,15183.36,18.02,14.99,14.83,10.50336611
2005-12-07,15484.66,16.93,13.05,14.31,9.892238198
2005-12-06,15423.38,17.06,13.26,14.31,10.06812305
2005-12-05,15551.31,17.36,13.15,14.21,10.45345529
2005-12-02,15421.6,16.41,13.2,14.21,10.31299831
2005-12-01,15130.5,15.4,12.5,13.94,10.56841101
2005-11-30,14872.15,15.45,13.5,13.84,10.28047771
2005-11-29,14927.7,15.73,13.5,13.8,10.38205094
2005-11-28,14986.94,16.08,13.39,13.76,10.65958012
2005-11-25,14784.29,15.49,13.14,13.63,10.83043966
2005-11-24,14742.58,15.99,13.21,13.64,11.07601176
2005-11-22,14708.32,16.09,13.54,13.68,11.682613
2005-11-21,14680.43,15.83,15.02,13.72,11.69607372
2005-11-18,14623.12,15.2,15.55,13.71,11.92914915
2005-11-17,14411.79,15.15,17.19,13.61,11.98999179
2005-11-16,14170.87,14.88,16.6,13.4,11.64766206
2005-11-15,14091.77,15.64,17.12,13.4,11.60991606
2005-11-14,14116.04,16.39,17.16,13.4,11.6822279
2005-11-11,14155.06,15.83,17.17,13.4,11.81878037
2005-11-10,14080.88,16.75,17.51,13.39,12.0185798
2005-11-09,14072.2,17.14,17.66,13.39,11.95215618
2005-11-08,14036.73,17.35,17.83,13.39,11.92365001
2005-11-07,14061.6,17.4,18.42,13.39,11.91988812
2005-11-04,14075.96,17.22,18.46,13.42,11.9525334
2005-11-02,13894.78,16.76,18.16,13.48,12.06719843
2005-11-01,13867.86,17.43,18.55,13.51,12.05513184
2005-10-31,13606.5,16.76,17.85,13.19,12.12740449
2005-10-28,13346.54,17.5,17.3,12.85,11.98468689
2005-10-27,13417.08,17.43,17.3,12.8,11.97908573
2005-10-26,13395.02,16.73,17.3,12.82,11.98562438
2005-10-25,13280.62,17.29,17.72,12.82,12.02820182
2005-10-24,13106.18,18.18,17.68,12.66,12.0136265
2005-10-21,13199.95,17.93,17.63,12.61,11.91626972
2005-10-20,13190.46,18.26,17.63,12.61,11.63925505
2005-10-19,13129.49,17.72,17.65,12.6,11.62667663
2005-10-18,13352.24,17.56,16.73,12.33,11.24441744
2005-10-17,13400.29,18.17,16.72,12.48,11.18015822
2005-10-14,13420.54,17.98,16.74,12.48,10.98600658
2005-10-13,13449.24,17.74,16.77,12.52,10.64837007
2005-10-12,13463.74,17.23,16.93,12.53,10.41592818
2005-10-11,13556.71,16.78,17.16,12.44,10.04355195
2005-10-07,13227.74,14.89,15.8,11.86,9.218578878
2005-10-06,13359.51,16.88,15.67,11.7,9.20809833
2005-10-05,13689.89,16.08,13.3,10.78,8.739193056
2005-10-04,13738.84,15.3,13.14,10.76,8.835728602
2005-10-03,13525.28,16.45,12.93,10.73,8.698958495
2005-09-30,13574.3,17.14,12.83,10.68,8.604976702
2005-09-29,13617.24,15.25,12.68,10.87,8.533673066
2005-09-28,13435.91,15.79,12.47,10.73,8.269405838
2005-09-27,13310.04,14.52,12.32,10.76,7.992215206
2005-09-26,13392.63,15.1,12.05,10.71,8.021013569
2005-09-22,13159.36,14.47,11.2,10.93,7.909565693
2005-09-21,13196.57,14.04,11.56,10.89,8.119915075
2005-09-20,13148.57,14.03,12.24,11.13,8.287065212
2005-09-16,12958.68,14.24,11.95,11.08,8.418059794
2005-09-15,12986.78,14.34,11.85,11.09,8.549419872
2005-09-14,12834.25,13.24,12.19,10.99,8.389029923
2005-09-13,12901.95,13.49,12.4,10.97,8.415083
2005-09-12,12896.43,14.14,12.39,10.97,8.367698436
2005-09-09,12692.04,15.3,11.71,10.7,8.285394007
2005-09-08,12533.89,16.68,11.27,10.87,8.171033124
2005-09-07,12607.59,15.28,11.03,10.8,8.063641142
2005-09-06,12599.43,15.11,11.02,10.81,8.008328393
2005-09-05,12634.88,13.69,11.05,10.8,7.782675801
2005-09-02,12600,14.92,11.14,10.84,7.77123331
2005-09-01,12506.97,16.09,11.08,10.79,7.882248636
