,SPX Index,SPVXSP Index,SPGCICP Index,SPGSCLP Index,SPGSGCP Index,TY1 Comdty
2011-08-30,1212.92,14466.21,813.4221,492.8,156.65,130.390625
2011-08-31,1218.89,14173.27,823.5727,492.3,156.81,130.03125
2011-09-01,1204.42,14401.98,811.9118,492.97,156.59,130.609375
2011-09-02,1173.97,15249.83,805.7148,479.22,160.68,131.296875
2011-09-06,1165.24,15712.41,792.8767,476.84,160.37,131.21875
2011-09-07,1198.62,14899.3,807.0697,495.24,155.6,130.890625
2011-09-08,1185.9,15298.31,809.0687,493.63,159.02,131.234375
2011-09-09,1154.23,16651.8,782.7873,483.59,159.19,131.765625
2011-09-12,1162.27,16782.93,776.7698,488.74,155.24,131.46875
2011-09-13,1172.87,16765.38,778.0708,499.76,156.67,131.0625
2011-09-14,1188.68,16169.76,765.5955,492.7,156.37,130.890625
2011-09-15,1209.11,15362.25,772.7643,495.91,152.51,130.40625
2011-09-16,1216.01,15006.22,771.4326,488.1,155.36,130.484375
2011-09-19,1204.09,15610.55,741.9363,474.98,152.29,131.421875
2011-09-20,1202.09,15538.88,736.6762,481.13,154.88,131.34375
2011-09-21,1166.76,16859.33,736.2545,475.59,154.79,131.671875
2011-09-22,1129.56,18164.57,680.8573,445.65,149.11,131.75
2011-09-23,1136.43,18406.64,653.2253,441.99,140.38,130.96875
2011-09-26,1162.95,17672.66,644.969,444.15,136.53,130.34375
2011-09-27,1175.38,17347.34,674.0437,467.46,141.47,129.5625
2011-09-28,1151.06,18529.43,643.3267,449.52,138.53,129.671875
2011-09-29,1160.4,18134.06,641.3514,454.67,138.46,129.984375
2011-09-30,1131.42,19666.82,622.464,438.4,138.88,130.09375
2011-10-03,1099.23,21059.42,619.7341,429.59,141.92,130.984375
2011-10-04,1123.95,19375.64,602.822,418.86,138.35,130.953125
2011-10-05,1144.03,18356.52,604.6419,441.05,140.54,130.109375
2011-10-06,1164.97,18115.16,640.6634,457.16,141.53,129.515625
2011-10-07,1155.46,18149.73,653.3364,459.32,140.04,128.890625
2011-10-11,1195.54,16764.24,646.291,475.01,142.2,128.234375
2011-10-12,1207.25,15721.13,667.238,473.72,144.05,127.921875
2011-10-13,1203.66,15606.74,648.1345,466.36,142.84,128.4375
2011-10-14,1224.58,14647.97,669.2052,480.44,144.08,128.125
2011-10-17,1200.86,16484.57,664.7249,478.34,143.53,128.71875
2011-10-18,1225.38,15508.36,660.5995,488.89,141.5,128.828125
2011-10-19,1209.88,16934.13,639.5066,476.52,141,128.84375
2011-10-20,1215.39,17053.35,597.3874,475.3,138.08,128.703125
2011-10-21,1238.25,15841.55,634.1613,482.65,140.07,128.65625
2011-10-24,1254.19,14960.06,677.8996,504.02,141.45,128.34375
2011-10-25,1229.05,16174.27,668.5841,514.51,145.57,129.125
2011-10-26,1242,15317.65,682.0693,498.11,147.55,128.578125
2011-10-27,1284.59,13267.49,723.4566,518.87,149.62,127.3125
2011-10-28,1285.09,13239.49,725.7633,515.34,149.58,128.09375
2011-10-31,1253.3,14911.63,709.1285,514.62,147.69,129.0625
2011-11-01,1218.28,16738.36,685.5737,509.1,146.55,130.25
2011-11-02,1237.9,16199.24,699.3695,510.87,148.07,130.3125
2011-11-03,1261.15,15467.48,702.2085,519.48,151.11,130.046875
2011-11-04,1253.23,15746.54,697.9056,520.53,150.34,130.25
2011-11-07,1261.12,15658.46,693.8024,527.49,153.34,130.546875
2011-11-08,1275.92,14806.87,691.6513,534.52,154.03,130.046875
2011-11-09,1229.1,17776.04,676.0006,528.67,153.38,130.8125
2011-11-10,1239.69,16648.4,662.7641,539.94,150.64,130.34375
2011-11-14,1251.78,16205.18,687.7696,542.92,152.25,130.453125
2011-11-15,1257.81,16178.89,681.0531,549.61,152.58,130.328125
2011-11-16,1236.91,17206.54,685.2205,567.13,151.91,130.5
2011-11-17,1216.13,17784.44,668.2407,546.85,147.29,130.828125
2011-11-18,1215.65,17070.26,666.7777,539.88,147.72,130.296875
2011-11-21,1192.98,17385.16,647.6034,535.74,143.76,130.578125
2011-11-22,1188.04,17057.71,649.3546,541.76,145.81,130.796875
2011-11-23,1161.79,17726.56,641.3524,531.59,145.23,131.21875
2011-11-25,1158.67,18150.64,640.5766,534.91,144.35,130.65625
2011-11-28,1192.55,16938.71,664.0734,542.87,146.58,130.71875
2011-11-29,1195.19,16626.64,663.5192,551.6,146.95,130.46875
2011-11-30,1246.96,15206.22,698.5871,554.75,149.64,130.15625
2011-12-01,1244.58,14908.95,689.9642,553.87,148.74,129.984375
2011-12-02,1244.28,14821.99,698.7644,558.07,149.72,130.5
2011-12-05,1257.08,14770.61,703.2199,558.23,148.29,130.40625
2011-12-06,1258.47,14910.44,693.8212,559.84,148.05,130.15625
2011-12-07,1261.01,15210.65,692.4025,555.47,149.17,130.765625
2011-12-08,1234.35,15984.56,682.713,543.6,146.48,131.171875
2011-12-09,1255.19,14620.75,692.0284,549.49,146.77,130.640625
2011-12-12,1236.47,14877.18,673.4316,540.53,142.62,131.03125
2011-12-13,1225.73,14738.37,672.9266,553.44,142.18,131.3125
2011-12-14,1211.82,14817.97,638.3767,524.86,135.67,131.609375
2011-12-15,1215.75,14254.79,638.5539,518.96,134.84,131.484375
2011-12-16,1219.66,14217.38,650.5135,517.19,136.61,131.953125
2011-12-19,1205.35,13969.01,642.9834,518.85,136.5,132.125
2011-12-20,1241.3,13079.52,656.2497,536.45,138.29,131.59375
2011-12-21,1243.72,12069.61,660.347,544.33,137.95,130.421875
2011-12-22,1254,12351.24,668.2758,549.08,137.69,130.453125
2011-12-23,1265.33,12633.72,677.3119,549.91,137.3,129.859375
2011-12-27,1265.43,12515.73,677.3119,559.06,136.4,129.953125
2011-12-28,1249.64,13086,661.2329,548.14,133.72,130.703125
2011-12-29,1263.02,12748.73,657.6007,549.74,131.73,130.84375
2011-12-30,1257.6,13088.41,673.2368,545.22,133.95,131.125
2012-01-03,1277.06,12273.7,689.8252,568,136.83,130.546875
2012-01-04,1277.3,12005.14,667.5892,569.44,137.87,130.390625
2012-01-05,1281.06,11799.97,667.4785,561.66,138.51,130.5
2012-01-06,1277.81,11518.65,671.0442,560.28,138.22,130.75
2012-01-09,1280.7,11406.77,663.7134,558.9,137.48,130.859375
2012-01-10,1292.08,11166.81,685.469,564.02,139.48,130.71875
2012-01-11,1292.48,11417.24,688.8171,556.51,140.18,131.203125
2012-01-12,1295.5,11197.01,708.8858,546.72,140.87,130.96875
2012-01-13,1289.09,11363.29,708.3722,544.39,139.41,131.546875
2012-01-17,1293.67,11293.69,726.0151,555.34,141.53,131.59375
2012-01-18,1308.04,10940.02,729.5348,554.74,141.89,131.265625
2012-01-19,1314.5,10637.01,740.8688,553.53,141.43,130.703125
2012-01-20,1315.38,10318.86,727.8967,541.36,142.25,130.265625
2012-01-23,1316,10073.2,740.8245,548.24,143.47,129.984375
2012-01-24,1314.65,10012.97,739.9833,544.77,142.3,130.09375
2012-01-25,1326.05,9718.98,742.5069,547.25,145.34,130.765625
2012-01-26,1318.43,9709.8,760.7475,548.9,147.63,131.4375
2012-01-27,1316.33,9535.02,754.9477,548.13,148.1,131.71875
2012-01-30,1313.01,9748.73,746.2923,543.84,148.02,132.03125
2012-01-31,1312.41,9839.28,736.4415,542.19,148.53,132.25
2012-02-01,1324.09,9444.8,746.9121,537.4,149.3,131.984375
2012-02-02,1325.54,9130.87,738.2788,530.51,150.14,132.171875
2012-02-03,1344.9,8702.66,757.6926,538.66,148.52,131.328125
2012-02-06,1344.33,8625.11,751.8928,533.54,147.21,131.671875
2012-02-07,1347.05,8726.48,750.299,541.8,149.21,131.15625
2012-02-08,1349.96,9011.52,758.9665,543.43,147.75,131.09375
2012-02-09,1351.95,9413.19,774.9931,549.66,148.6,130.78125
2012-02-10,1342.64,10118.39,750.3217,543.1,147.24,131.390625
2012-02-13,1351.77,9367.2,745.2952,555.49,147.21,131.125
2012-02-14,1350.5,9603.88,744.344,554.33,146.59,131.53125
2012-02-15,1343.23,10373.9,740.3624,560.15,147.48,131.578125
2012-02-16,1358.04,9763.93,734.3015,562.89,147.5,130.984375
2012-02-17,1361.23,9691.27,723.5069,568.15,147.29,130.921875
2012-02-21,1362.21,9691.27,747.7064,582.69,150.07,130.640625
2012-02-22,1357.66,9385.56,746.6446,582.85,151.16,131.046875
2012-02-23,1363.46,8765.92,742.9505,591.35,152.45,131.203125
2012-02-24,1365.74,9162,756.0678,601.99,151.6,131.1875
2012-02-27,1367.59,9294.98,756.5102,595.35,151.47,131.625
2012-02-28,1372.18,9033.92,761.62,584.33,152.62,131.671875
2012-02-29,1365.68,9064.65,752.1747,587.18,146.04,131.265625
2012-03-01,1374.09,8720.06,763.5887,596.89,146.97,130.890625
2012-03-02,1369.63,8871.03,759.2753,585.15,145.92,131.390625
2012-03-05,1364.33,8810.68,752.5729,585.26,145.41,131.203125
2012-03-06,1343.36,9598.33,733.6159,574.19,142.7,131.71875
2012-03-07,1352.63,8978.55,734.2353,582.19,143.71,131.515625
2012-03-08,1365.91,8664.77,737.5358,584.48,144.97,131.21875
2012-03-09,1370.87,8448.81,752.6508,588.95,146.06,131.0625
2012-03-12,1371.09,8024.82,747.8627,583.25,145.05,131.078125
2012-03-13,1395.95,7734.77,757.8071,585.4,144.58,130.484375
2012-03-14,1394.28,8132.69,749.6634,578.36,140.19,129.234375
2012-03-15,1402.6,7974.22,758.6923,576.72,141.59,129.34375
2012-03-16,1404.17,7882.38,753.9123,587.26,141.28,129.046875
2012-03-19,1409.75,7317.02,759.3119,592.61,142.27,128.53125
2012-03-20,1405.52,7000.06,746.8308,579.02,140.54,128.546875
2012-03-21,1402.89,6633.56,749.1323,585.57,140.82,128.96875
2012-03-22,1392.78,6727.24,734.571,575.09,140.15,128.734375
2012-03-23,1397.11,6239.48,742.4491,583.38,141.86,129.046875
2012-03-26,1416.51,5712.33,756.5235,584.26,143.84,129.0625
2012-03-27,1412.52,6363.15,756.0809,585.89,143.8,129.59375
2012-03-28,1405.54,6389.96,739.3952,575.41,141.48,129.578125
2012-03-29,1403.28,6242,739.705,561.06,141.01,129.90625
2012-03-30,1408.47,6106.05,748.0257,562.37,142.45,129.484375
2012-04-02,1419.04,6124.18,765.5081,574.43,143.12,129.703125
2012-04-03,1413.38,6242.28,763.1181,567.77,142.46,128.921875
2012-04-04,1398.96,6462.75,739.0853,553.91,137.53,129.375
2012-04-05,1398.08,6641.93,740.1033,563.95,138.89,129.96875
2012-04-09,1382.2,6997.47,740.1033,559.31,140.07,131.140625
2012-04-10,1358.59,7448.44,710.9364,551.48,141.5,131.59375
2012-04-11,1368.71,7322.7,712.1314,560.5,141.47,131.328125
2012-04-12,1387.57,6530.09,728.2876,565.55,143.2,131.140625
2012-04-13,1370.26,7095.76,708.1101,561.28,141.46,131.53125
2012-04-16,1369.57,6989.01,707.7338,561.55,140.56,131.6875
2012-04-17,1390.78,6524.69,714.1537,568.45,140.68,131.421875
2012-04-18,1385.14,6720.92,713.8881,560.19,139.7,131.5625
2012-04-19,1376.92,6674.53,713.711,558.02,139.86,131.765625
2012-04-20,1378.53,6452.64,726.6393,564.32,139.97,131.671875
2012-04-23,1366.94,6730.5,714.3309,560.14,139.11,131.984375
2012-04-24,1371.97,6464.35,724.0714,562.53,140.06,131.78125
2012-04-25,1390.69,6097.47,728.9416,565.62,139.93,131.6875
2012-04-26,1399.98,5927.79,739.2134,567.96,141.48,131.921875
2012-04-27,1403.36,5921.48,747.8913,570.02,141.85,132.15625
2012-04-30,1397.91,6040.6,745.9432,569.7,141.8,132.28125
2012-05-01,1405.82,5900.29,748.5111,576.71,141.64,131.96875
2012-05-02,1402.31,5892.53,736.2912,571.6,140.93,132.1875
2012-05-03,1391.57,6098.52,730.137,557.04,139.29,132.1875
2012-05-04,1369.1,6411.89,725.8866,535.04,140.18,132.640625
2012-05-07,1369.58,6222.83,725.8866,532.05,139.66,132.640625
2012-05-08,1363.72,6273.17,719.3339,526.99,136.71,132.921875
2012-05-09,1354.58,6539.14,716.3471,525.86,135.83,132.90625
2012-05-10,1357.99,6227.03,720.9404,527.29,135.95,132.78125
2012-05-11,1353.39,6453.47,712.9197,522.28,134.97,133.078125
2012-05-14,1338.35,6888.21,697.0277,514.92,133,133.421875
2012-05-15,1330.66,7143.36,690.1915,510.69,132.67,133.375
2012-05-16,1324.8,7292.8,680.603,504.42,130.92,133.421875
2012-05-17,1304.86,7822.99,680.6474,503.06,134.18,133.765625
2012-05-18,1295.22,8405.56,680.7806,496.89,135.64,133.8125
2012-05-21,1315.99,7289.41,688.0607,502.63,135.37,133.625
2012-05-22,1316.63,7495.06,688.8597,497.16,134.33,133.3125
2012-05-23,1318.86,7450.58,670.3043,486.61,131.93,133.796875
2012-05-24,1320.68,7302.67,677.4956,490.72,132.71,133.546875
2012-05-25,1317.82,7373.95,680.0703,491.8,133.68,133.765625
2012-05-29,1332.42,6942.5,682.0235,491.26,131.96,133.828125
2012-05-30,1313.32,7668.27,664.933,475.35,133.21,134.671875
2012-05-31,1310.33,7774.37,660.5383,468.37,133.09,134.90625
2012-06-01,1278.04,8292.17,655.0782,450.5,138.01,135.65625
2012-06-04,1278.18,8073.57,655.0782,454.56,137.32,135
2012-06-05,1285.5,7720.36,655.0782,456.24,137.57,134.796875
2012-06-06,1315.13,7141.55,658.3187,460.19,139.04,134.1875
2012-06-07,1314.99,7067.49,665.51,459.11,135.11,134.296875
2012-06-08,1325.66,6659.66,647.4525,455.2,135.4,134.34375
2012-06-11,1308.93,7416.02,658.5751,447.65,135.86,134.640625
2012-06-12,1324.18,7155.12,656.4005,451,137.31,134.109375
2012-06-13,1314.88,7514.83,655.8503,447.22,137.78,134.5625
2012-06-14,1329.1,7029.47,658.4681,454.23,137.8,134.359375
2012-06-15,1342.84,6618.99,666.6099,454.82,138.52,134.609375
2012-06-18,1344.78,6082,666.6099,450.89,138.43,134.53125
2012-06-19,1357.98,6102.45,675.4616,454.93,138.11,134.34375
2012-06-20,1355.69,5698.41,669.8932,439.29,137.48,134.0625
2012-06-21,1325.51,6489.45,652.589,421.76,133.2,133.359375
2012-06-22,1335.02,6094.08,650.193,430.18,133.32,133
2012-06-25,1313.72,6248.13,652.5446,427.21,135.15,133.5625
2012-06-26,1319.99,6065.19,654.9406,428.02,134,133.4375
2012-06-27,1331.85,6051.56,658.7786,432.6,134.29,133.546875
2012-06-28,1329.04,5956.65,656.3161,419.01,131.91,133.921875
2012-06-29,1362.16,5515.55,682.8492,458.22,136.49,133.375
2012-07-02,1365.51,5151.28,677.5914,451.7,135.94,134.015625
2012-07-03,1374.02,5031.39,694.6959,472.78,137.99,133.640625
2012-07-05,1367.58,5266.73,683.6922,470.41,136.93,133.953125
2012-07-06,1354.68,5160.1,668.9171,455.47,134.34,134.359375
2012-07-09,1352.46,5158.03,671.18,463.78,135.2,134.546875
2012-07-10,1341.47,5352.37,665.1323,452.58,134.42,134.625
2012-07-11,1341.45,5144.7,669.8224,462.79,134.07,134.59375
2012-07-12,1334.76,5186,671.127,464.24,133.18,134.65625
2012-07-13,1356.78,4874.24,683.8539,469.81,135.46,134.546875
2012-07-16,1353.64,4858.84,682.9664,476.84,135.41,134.8125
2012-07-17,1363.67,4670.32,674.3128,480.76,135.24,134.546875
2012-07-18,1372.78,4695.5,678.2624,484.14,133.65,134.75
2012-07-19,1376.51,4582.67,686.6941,499.18,134.46,134.46875
2012-07-20,1362.66,4816.85,670.0082,493.06,134.66,134.90625
2012-07-23,1350.52,5218.3,657.2719,473.24,134.2,135.0625
2012-07-24,1338.31,5472.76,658.692,475.18,134.1,135.265625
2012-07-25,1337.89,5287.2,661.2215,477.7,136.8,135.234375
2012-07-26,1360.02,4829.66,663.3072,479.96,137.41,135.03125
2012-07-27,1385.97,4715.06,671.6501,483.93,137.65,134.125
2012-07-30,1385.3,4911.93,669.5644,482.05,137.76,134.5625
2012-07-31,1379.32,5009.54,671.0732,472.81,136.97,134.65625
2012-08-01,1375.14,4951.17,659.0691,477.38,136.35,134.15625
2012-08-02,1365,4746.11,650.3712,467.82,134.94,134.625
2012-08-03,1390.99,4407.17,660.7333,490.75,136.52,133.90625
2012-08-06,1394.23,4316.83,665.1932,495.04,137.1,134.109375
2012-08-07,1401.35,4494.73,672.8927,502.94,136.81,133.578125
2012-08-08,1402.22,4299.51,670.301,501.23,137.08,133.484375
2012-08-09,1402.8,4240.27,668.8276,501.26,137.44,133.453125
2012-08-10,1405.87,4209.14,664.7979,498.67,137.66,133.734375
2012-08-13,1404.11,4122.3,656.2684,498,136.8,133.625
2012-08-14,1403.93,4288.94,658.1765,501.8,135.93,133.140625
2012-08-15,1405.53,4279.66,655.5363,506.51,136.29,132.578125
2012-08-16,1415.51,4220.14,661.3715,513.31,137.36,132.359375
2012-08-17,1418.16,4087.18,669.381,515.61,137.37,132.5
2012-08-20,1418.13,4089.45,661.9484,515.29,137.68,132.515625
2012-08-21,1413.17,4200.12,675.7265,518.4,139.37,132.609375
2012-08-22,1413.49,4256.13,675.4159,520.65,139.16,133.3125
2012-08-23,1402.08,4323.5,682.3382,515.35,141.9,133.6875
2012-08-24,1411.13,4165.72,678.2114,514.7,141.91,133.578125
2012-08-27,1410.44,4215.42,678.2114,511.06,142.14,133.8125
2012-08-28,1409.3,4256.75,675.1718,515.67,141.64,133.953125
2012-08-29,1410.49,4310.92,672.2653,511.17,141.07,133.84375
2012-08-30,1399.48,4397.6,671.5775,506.51,140.57,134.1875
2012-08-31,1406.58,4233.14,675.904,516.42,143.16,134.75
2012-09-04,1404.94,4155.88,677.8786,510.15,143.87,134.453125
2012-09-05,1403.44,4060.13,686.6425,510.48,143.7,134.421875
2012-09-06,1432.12,3656.72,683.3145,511.39,144.68,133.84375
2012-09-07,1437.92,3447.98,707.0768,516.15,147.65,134.125
2012-09-10,1429.08,3685.62,715.5744,516.79,146.91,133.96875
2012-09-11,1433.56,3663.95,717.4246,520.15,147.17,133.9375
2012-09-12,1436.56,3507.65,717.9082,519.3,147.07,133.53125
2012-09-13,1459.99,3284.13,716.0584,526.21,150.33,133.96875
2012-09-14,1465.77,3464.92,743.043,529.94,150.38,133.140625
2012-09-17,1461.19,3358.78,735.9917,517.24,150.2,133.3125
2012-09-18,1459.32,3237.43,737.6104,510.14,150.25,133.4375
2012-09-19,1461.05,3197.59,740.3821,492.43,150.29,133.546875
2012-09-20,1460.26,3266.96,733.7078,493.07,150.16,132.40625
2012-09-21,1460.15,3201.88,734.7056,495.58,150.83,132.671875
2012-09-24,1456.89,3168.05,725.8804,490.46,149.69,132.921875
2012-09-25,1441.59,3392.39,734.2621,487.47,149.84,133.171875
2012-09-26,1433.32,3506.6,720.6918,480.05,148.76,133.640625
2012-09-27,1447.15,3215.92,725.57,490.03,151.04,133.5
2012-09-28,1440.67,3273.77,728.1865,491.84,150.48,133.484375
2012-10-01,1444.49,3356.29,736.1469,493.39,151.28,133.578125
2012-10-02,1445.75,3289.38,738.5638,490.24,150.62,133.640625
2012-10-03,1450.99,3256.06,735.1934,470.24,150.98,133.734375
2012-10-04,1461.4,3164.98,736.0138,489.28,152.4,133.421875
2012-10-05,1460.93,3144.21,735.9029,479.52,151.06,132.921875
2012-10-09,1441.48,3302.48,722.1647,492.87,149.72,133.046875
2012-10-10,1432.56,3318.8,724.1422,486.81,149.73,133.21875
2012-10-11,1432.84,3209.22,730.8372,491.34,150.2,133.265625
2012-10-12,1428.59,3292.47,721.1719,490.17,149.27,133.3125
2012-10-15,1440.13,3133.98,717.8467,490.38,147.4,133.3125
2012-10-16,1454.92,3062.4,720.5512,491.55,148.14,132.875
2012-10-17,1460.91,3007.56,729.2854,491.82,148.71,132.078125
2012-10-18,1457.34,3052.05,729.1967,491.5,148,131.984375
2012-10-19,1433.19,3215.1,710.7529,480.39,146.25,132.390625
2012-10-22,1433.82,3166.43,705.2552,470.89,146.44,132.109375
2012-10-23,1413.11,3487.38,694.5259,460.37,145.01,132.375
2012-10-24,1408.75,3411.26,693.2845,455.38,144.35,132.375
2012-10-25,1412.97,3340.62,693.0628,457.08,145.31,131.90625
2012-10-26,1411.94,3334.11,693.5948,458.3,145.22,132.5625
2012-10-29,1411.94,3334.11,682.8433,454.37,144.95,132.78125
2012-10-30,1411.94,3334.11,684.7054,455.11,145.24,132.671875
2012-10-31,1412.16,3454.77,688.0749,458.09,145.83,133.03125
2012-11-01,1427.59,3121.39,693.9938,462.6,145.52,132.828125
2012-11-02,1414.2,3265.78,679.6954,450.76,142.11,132.78125
2012-11-05,1417.26,3319.57,678.1658,454.95,142.78,133.140625
2012-11-06,1428.39,3156.7,682.5994,471.21,145.48,132.703125
2012-11-07,1394.53,3435.24,674.1534,448.52,145.4,133.578125
2012-11-08,1377.51,3389.95,676.4189,451.97,146.42,133.859375
2012-11-09,1379.85,3431.96,671.0325,457.19,146.83,133.90625
2012-11-13,1374.53,3170.9,680.679,453.43,146.32,134.046875
2012-11-14,1355.49,3315.76,677.1105,458.24,146.77,134.046875
2012-11-15,1353.33,3343.6,677.044,453.59,145.38,134.03125
2012-11-16,1359.88,3169.19,673.9631,459.14,145.45,134.1875
2012-11-19,1386.89,2890.2,691.6506,471.6,147.13,133.90625
2012-11-20,1387.81,2855.96,689.7666,458.24,146.21,133.609375
2012-11-21,1391.03,2864.67,681.6765,461.57,146.61,133.390625
2012-11-23,1409.15,2803.18,689.2568,466.32,148.58,133.328125
2012-11-26,1406.29,2718.04,689.412,463.47,148.43,133.546875
2012-11-27,1398.94,2806.71,691.695,460.51,147.82,133.71875
2012-11-28,1409.93,2701.49,688.0378,456.86,145.61,133.984375
2012-11-29,1415.95,2656.99,699.8959,465.21,146.52,134.015625
2012-11-30,1416.18,2699.46,708.3185,469.65,145.1,134.125
2012-12-03,1409.46,2823.15,709.0721,470.6,145.81,133.96875
2012-12-04,1407.05,2846.82,711.3107,467.48,143.66,134.078125
2012-12-05,1409.28,2768.69,715.1009,464.21,143.49,134.28125
2012-12-06,1413.94,2818.25,708.385,455.65,144.17,134.359375
2012-12-07,1418.07,2752.42,711.3772,453.91,144.49,134.0625
2012-12-10,1418.55,2731.71,720.0107,451.92,145.24,134.109375
2012-12-11,1427.84,2647,716.9002,453.11,144.83,133.921875
2012-12-12,1428.48,2748.6,719.536,458.3,145.54,133.609375
2012-12-13,1419.45,2791.32,714.549,453.72,143.75,133.296875
2012-12-14,1413.58,2777.26,713.752,457.97,143.77,133.390625
2012-12-17,1430.36,2664.84,713.442,460.18,143.87,132.984375
2012-12-18,1446.79,2605.7,709.9217,464.01,141.54,132.578125
2012-12-19,1435.81,2758.98,701.2649,472.3,141.28,132.875
2012-12-20,1443.69,2822.01,687.4938,473.09,139.44,132.15625
2012-12-21,1430.15,2936.21,693.0952,465.37,140.64,132.484375
2012-12-24,1426.66,3000.39,691.2797,465.11,140.59,132.328125
2012-12-26,1419.83,3127.74,691.2797,477.55,140.69,132.5
2012-12-27,1418.1,3074.76,700.4678,476.97,140.94,132.921875
2012-12-28,1402.43,3557.86,697.9217,476.6,140.28,132.953125
2012-12-31,1426.19,2887.26,701.7298,481.96,141.97,132.78125
2013-01-02,1462.42,2576.32,726.2167,488.78,143.07,132.140625
2013-01-03,1459.37,2616.14,722.0544,487.73,141.87,131.625
2013-01-04,1466.47,2551.77,714.881,488.62,139.69,131.515625
2013-01-07,1461.89,2493.86,713.464,489.15,139.47,131.578125
2013-01-08,1457.15,2488.62,714.1946,488.94,140.82,131.859375
2013-01-09,1461.02,2485.16,714.1902,488.69,140.25,132.0625
2013-01-10,1472.12,2431.73,717.2926,492.44,142.16,131.71875
2013-01-11,1472.05,2417.61,711.147,491.02,140.68,131.90625
2013-01-14,1470.68,2409.96,706.9314,494.13,141.43,132.03125
2013-01-15,1472.34,2389.26,706.4007,489.59,142.66,132.265625
2013-01-16,1472.63,2343.89,702.1774,494.6,142.6,132.296875
2013-01-17,1480.94,2371.6,711.7296,501.18,143.24,131.875
2013-01-18,1485.98,2219.87,712.4593,501.71,142.92,132.140625
2013-01-22,1492.56,2123.49,718.6506,505.05,143.44,132.265625
2013-01-23,1494.81,2071.64,716.0193,497.47,142.89,132.296875
2013-01-24,1494.82,2100.74,715.1791,501.24,141.47,132.234375
2013-01-25,1502.96,2118.12,709.2311,500.87,140.35,131.40625
2013-01-28,1500.18,2175.06,710.8231,503.8,140.02,131.21875
2013-01-29,1507.84,2104.07,715.4887,509.7,140.68,131.21875
2013-01-30,1501.96,2246.74,726.3676,511.63,142.28,131.1875
2013-01-31,1498.11,2225.75,720.9281,509.28,140.62,131.28125
2013-02-01,1513.17,2159.91,732.0281,510.74,141.34,131.125
2013-02-04,1495.71,2258.47,733.2442,502.39,141.84,131.5
2013-02-05,1511.29,2188.11,730.038,504.84,141.59,131.21875
2013-02-06,1512.12,2152.32,727.8268,504.74,142.04,131.609375
2013-02-07,1509.39,2150.81,723.8467,500.61,141.4,131.75
2013-02-08,1517.93,2108.23,732.1985,500.07,141.03,131.734375
2013-02-11,1517.01,2091.12,723.7424,506.89,139.53,131.6875
2013-02-12,1519.43,2067.45,726.8404,509.42,139.57,131.4375
2013-02-13,1520.33,2060.46,725.9832,506.95,139.19,131.15625
2013-02-14,1521.38,2033.19,727.1318,508.51,138.37,131.5625
2013-02-15,1519.79,2025.67,724.0837,500.77,136.17,131.53125
2013-02-19,1530.94,1940.95,710.2125,504.35,135.73,131.34375
2013-02-20,1511.95,2137.45,702.1946,494.59,133.51,131.46875
2013-02-21,1502.42,2152.65,693.5141,482.23,133.56,131.796875
2013-02-22,1515.6,2070.19,688.2572,483.73,133.07,131.90625
2013-02-25,1487.85,2414.13,691.4378,483.63,134.24,132.5
2013-02-26,1496.94,2352.4,693.2048,481.13,136.68,132.671875
2013-02-27,1515.99,2146.8,694.1104,481.81,135.01,132.578125
2013-02-28,1514.68,2240.86,689.1627,478.12,133.52,132.703125
2013-03-01,1518.2,2275.02,679.2673,471.01,133.03,132.921875
2013-03-04,1525.2,2104.48,681.1448,468.1,133.04,132.78125
2013-03-05,1539.79,2054.28,685.2531,471.73,133.25,132.6875
2013-03-06,1541.46,2062.77,677.942,469.71,133.25,132.390625
2013-03-07,1544.26,2011.98,684.5684,475.58,133.26,131.9375
2013-03-08,1551.18,1980.47,682.4618,477.61,133.42,131.46875
2013-03-11,1556.22,1887.14,683.7952,478.14,133.51,131.484375
2013-03-12,1552.48,1930.67,690.0941,480.38,134.67,131.734375
2013-03-13,1554.52,1911.78,686.2725,480.19,134.39,131.71875
2013-03-14,1563.23,1891.88,687.3755,482.78,134.59,131.734375
2013-03-15,1560.7,1903.42,683.1401,485.05,134.75,132.140625
2013-03-18,1552.1,2000.09,667.4778,486.55,135.75,132.4375
2013-03-19,1548.34,2006.07,663.463,478.33,136.32,132.796875
2013-03-20,1558.71,1888.83,671.4927,483.4,135.99,131.390625
2013-03-21,1545.8,1945.44,668.1838,477.97,136.52,131.40625
2013-03-22,1556.89,1926.09,674.6252,484.48,135.87,131.515625
2013-03-25,1551.69,1894.98,671.3824,490.17,135.74,131.578125
2013-03-26,1563.77,1854.24,671.8015,498.08,134.97,131.703125
2013-03-27,1562.85,1876.35,670.0809,499.32,135.8,132.125
2013-03-28,1569.19,1855.01,664.191,502.68,134.83,131.984375
2013-04-01,1562.17,1877.9,664.191,501.85,135.27,132.125
2013-04-02,1570.25,1807.91,657.5511,502.47,133.16,131.984375
2013-04-03,1553.69,1893.29,650.7126,488.31,131.27,132.40625
2013-04-04,1559.98,1856.65,655.3451,482.15,131.17,132.84375
2013-04-05,1553.28,1858.28,652.2568,479.26,133.16,133.15625
2013-04-08,1563.07,1795.35,656.0367,482.68,132.87,132.859375
2013-04-09,1568.61,1789.22,671.9854,487,134.07,132.8125
2013-04-10,1587.73,1723.74,667.1142,489.33,131.71,132.421875
