,SPX Index,SPVXSP Index,SPGCICP Index,SPGSCLP Index,SPGSGCP Index,TY1 Comdty
2013-04-11,1593.37,1725.02,670.0891,483.54,132.23,132.546875
2013-04-12,1588.85,1681.81,652.1126,472,126.86,132.984375
2013-04-15,1552.36,2000.4,634.0479,458.71,115.01,133.046875
2013-04-16,1574.57,1766.79,642.7718,458.71,117.23,132.953125
2013-04-17,1552.01,1970.42,623.3633,448.1,116.83,133.0625
2013-04-18,1541.61,2060.19,624.3326,453.4,117.66,133.140625
2013-04-19,1555.25,1915.94,615.6087,454.79,117.92,133
2013-04-22,1562.5,1837.64,610.8061,459.53,120.09,133.09375
2013-04-23,1578.78,1749.26,605.1003,459.48,119.04,133.078125
2013-04-24,1578.79,1758.77,619.0013,471.07,120.3,133.109375
2013-04-25,1585.16,1775.13,631.9109,482.46,123.53,133.0625
2013-04-26,1582.24,1778.45,618.5386,479.16,122.82,133.4375
2013-04-29,1593.61,1772.54,629.3113,486.89,123.99,133.453125
2013-04-30,1597.57,1743.55,620.5874,481.53,124.39,133.359375
2013-05-01,1582.7,1818.79,597.6981,469.01,122.2,133.609375
2013-05-02,1597.59,1756.14,602.3685,484.26,124.01,133.640625
2013-05-03,1614.42,1723.84,639.8196,492.61,123.72,132.859375
2013-05-06,1617.5,1686.02,639.8196,495.44,124.04,132.671875
2013-05-07,1625.96,1680.2,639.379,492.66,122.42,132.625
2013-05-08,1632.69,1701.09,652.9735,497.8,124.52,132.78125
2013-05-09,1626.67,1727.93,647.252,496.7,124.09,132.71875
2013-05-10,1633.7,1695.41,649.2162,494.84,121.38,132.078125
2013-05-13,1633.77,1688.97,652.4661,490.32,121.18,131.96875
2013-05-14,1650.34,1681.87,637.4082,485.54,120.36,131.71875
2013-05-15,1658.78,1694.41,633.2915,485.96,117.97,131.84375
2013-05-16,1650.47,1718.04,640.4242,490.53,117.18,132.46875
2013-05-17,1667.47,1682.96,642.6036,494.85,115.31,131.859375
2013-05-20,1666.29,1683.86,650.815,498.14,116.95,131.8125
2013-05-21,1669.16,1717.25,648.2613,494.28,116.39,131.90625
2013-05-22,1655.35,1706.1,657.6175,484.52,115.51,131.234375
2013-05-23,1650.51,1728.02,642.1193,484.36,117.57,131.265625
2013-05-24,1649.6,1727.44,642.0092,483.85,117.12,131.34375
2013-05-28,1660.06,1696.96,643.9245,488.27,116.47,130.390625
2013-05-29,1648.36,1715.47,638.7511,478.61,117.49,130.46875
2013-05-30,1654.41,1719.79,643.3521,481.07,119.19,130.484375
2013-05-31,1630.74,1788.98,642.7357,472.65,117.59,130.25
2013-06-03,1640.42,1779.54,645.2894,480.25,119.18,130.421875
2013-06-04,1631.38,1790.38,655.262,479.53,117.94,130.34375
2013-06-05,1608.9,1875.09,655.1519,481.74,118.05,130.5625
2013-06-06,1608.9,1875.09,655.1519,481.74,118.05,130.703125
