"","Code","Name","Mkt.Cap","Float.Rate","WICS1","WICS2","WICS3","Jaebul","Last","YTD.Max","YTD.Min","YTD.Avg","Ret1D","Ret1W","Ret1M","Ret3M","Ret6M","Ret12M","Turnover_1D","Turnover_5D","Turnover_20D","Turnover_52W","Inst_1D","Inst_5D","Inst_20D","Inst_60D","Inst_120D","Inst_250D","Sec_1D","Sec_5D","Sec_20D","Sec_60D","Sec_120D","Sec_250D","Fund_1D","Fund_5D","Fund_20D","Fund_60D","Fund_120D","Fund_250D","Pension_1D","Pension_5D","Pension_20D","Pension_60D","Pension_120D","Pension_250D","Others_1D","Others_5D","Others_20D","Others_60D","Others_120D","Others_250D","Foreign_1D","Foreign_5D","Foreign_20D","Foreign_60D","Foreign_120D","Foreign_250D","F_Start","Acct_type","NI_FQ_4","NI_FQ_3","NI_FQ_2","NI_FQ_1","NI_FQ0","Equity_FQ0","NI_FY0","NI_FY1","Equity_FY1","NI_FY2","Equity_FY2","NI_FQ1","NI_FQ2","NI_FY1_1M","Equity_FY1_1M","NI_FY2_1M","Equity_FY2_1M","NI_FQ1_1M","NI_FQ2_1M","ROE_Trailing","ROE_FY1","ROE_FY2","PBR_Trailing","PBR_FY1","PBR_FY2","PER_Trailing","EY_Trailing","PER_FY1","EY_FY1","PER_FY2","EY_FY2","NI_Growth_FQ0","NI_Growth_FY1","NI_Growth_FY2"
"157","A071050","한국금융지주",2371.14096,0.7187,"금융","증권","증권","한국투자금융지주",42550,48950,31300,39382,0.0012,0.0155,0.1139,0.0611,0.1626,0.1836,4944.691085,3595.9963,4276.5282,4938.638528,0.446919865953477,0.729981907106864,1.90901345654288,7.06606240735684,13.6350139217366,31.0511189516122,0.0322587316782719,0.468630932848463,-0.119431954817229,-0.425377494216961,-0.784601182040228,-4.82819039151515,0.0968394557192416,0.0136853947308135,1.76110154159709,0.473611657402266,-2.08254173130222,-1.96721328621475,0.0588197843792467,0.303482590086082,-1.6896464898485,-0.471245707804736,4.93627759692532,19.5440046719112,0.000894084339886735,0.000198216811201305,0.0606712137434461,0.272556550159717,-0.498009194695873,0.747387030081923,-0.370264785945075,-0.239871863206311,1.59970666611065,-3.92538451193555,-6.58038482874506,-17.6750225764731,3,2,57.55,70.85,39.31,15.72,26.14,2490.69,270.85,189.23,2643.07,265.6,2847.94,62.77,66.27,185.73,2599.92,252.51,2780.99,73.95,69.8,0.0610352954402194,0.0715947742587219,0.0932603917217357,0.952001638100285,0.897116217126296,0.832581079657577,15.5975592685173,0.0641125949762177,12.5304706441896,0.0798054620928146,8.92748855421687,0.112013585223546,-0.545786272806255,-0.301347609377885,0.403582941394071
"158","A071320","지역난방공사",856.827056,0.2002,"유틸리티","유틸리티","복합유틸리티","",74000,85000,47300,60828,0.0095,0,-0.1019,0.0725,0.3262,0.1935,840.016135,1280.04818,1351.248775,838.245343,-0.101268977668698,2.32388786751851,3.21828072618659,19.8166711486291,22.7542884686872,18.4889236270802,0.174644345031047,0.642988565944631,-0.816033988543891,4.8855716806403,6.37163586486933,6.1427682087574,0.213823780093144,1.96062903036993,3.63938087407921,3.04818805815114,-7.81461084020671,-10.8528318928342,-0.283231018792665,-0.540820923843469,0.022408255978322,0.413817464699667,1.90377975179159,0.733882054256699,-0.0391794350620973,-0.395120576117755,-0.140588464330659,-0.8161623691771,-0.987095346811737,-2.74840760864115,0.0310097584033341,-0.254170311820779,0.407235039506035,2.87173471328851,7.90402211575354,8.27479705542818,12,2,-27.22,1.01,79.84,-3.13,-7.08,1446.35,3.14,115.56,1490,135.78,1614.25,46.86,74.3,109.9,NA,110.4,NA,NA,NA,0.0488401839112248,0.0775570469798658,0.0841133653399412,0.592406441041242,0.575051715436242,0.530789565432863,12.1294883352208,0.0824437084535762,7.41456434752509,0.134869690669525,6.31040695242304,0.158468385246696,NA,35.8025477707006,0.174974039460021
"159","A071840","롯데하이마트",1624.210586,0.2929,"경기관련소비재","소매(유통)","전문소매","롯데",68800,85100,45950,64692,0.0269,0.0238,-0.0728,-0.0444,0.4515,-0.1179,9022.948037,2777.21312,5314.372075,9005.133883,1.05045491927363,2.94921116836016,-5.76890095457117,20.4636334022761,73.113431856428,30.4738563007987,0.0741344755648576,0.316510681823619,0.754852856253949,4.07937250077743,8.38267532385114,5.51895183867494,0.557907950982903,1.10878479399346,-3.91987963560779,17.4108211359731,31.2437256827484,24.2461786294502,0.042279000390655,0.594627327468976,1.76225301366186,3.26526008740101,31.1449823292803,15.2450182343535,0.221904722889178,0.262490593076334,0.437283198448505,-0.392824677723163,0.572364204502236,6.24578492927025,-0.191625398013506,-0.191028184814454,2.87318654380449,-3.09392146764398,-0.351604653314333,-34.8285994978732,12,2,48.27,24.96,11.77,13.4,39.56,1471.87,140.72,89.32,1495.67,142.12,1617.22,25.73,20.77,87.9,1495.83,140.59,1616.87,20.06,20.29,0.0609360881056072,0.0597190556740457,0.0878792001088287,1.10350138667138,1.08594180935634,1.00432259432854,18.1091602854276,0.0552206719824938,18.1841758396776,0.0549928690096593,11.4284448775683,0.0875009689168471,-0.180443339548374,-0.365264354747015,0.591133004926109
"160","A073240","금호타이어",1641.348774,0.6384,"경기관련소비재","자동차와부품","자동차부품","금호아시아나",13000,16350,9830,13745,0.0196,0.0236,-0.0076,-0.1391,-0.1156,0.2264,5227.51797,2271.4764,3497.505715,5215.275452,0.773845279029038,1.75058466884991,2.89578307504801,-0.78815058718288,3.59639589921794,55.1070810986575,-0.0693271301033061,0.56228756168066,0.856801444200549,-0.0268194065132923,-1.73969728142618,-18.5309670204195,0.477820444029527,0.462857140441012,0.743571396483707,-3.00047745976505,-7.84465812748705,19.6063265222873,0,0.421586204566172,1.37937776288856,2.34028261442501,10.8400970481366,42.1053837519118,-0.792640796769499,-1.65108722955673,-7.20414221968402,-5.29195265356807,-7.13800758594894,-18.5809503032535,0.178152263938024,0.653450392134634,3.01202284262345,1.00832317068523,17.6322610151107,28.0075147514016,12,2,-1.31,-26.74,7.86,71.7,21.59,747.56,-33.56,173,788,227,1015,54,55,NA,NA,NA,NA,NA,NA,0.0995371608967842,0.219543147208122,0.223645320197044,2.19560807694366,2.08292991624365,1.61709238817734,22.0581746270663,0.0453346669389842,9.48756516763006,0.105401120554284,7.23061133920705,0.138300892287991,NA,NA,0.312138728323699
"161","A077360","덕산하이메탈",626.057481,0.4387,"IT","반도체와반도체장비","반도체와반도체장비","",21300,27550,16500,22705,-0.0047,0.0519,0.0812,0.0493,-0.1198,-0.1855,7308.354085,2844.41077,4297.293195,7314.244991,1.41916681289525,3.23408003489699,21.1553737507371,35.020729989488,16.018177730233,59.4381045340468,0.031466759200023,0.0215475422136198,1.28362015372195,0.328803674178921,0.850704633621334,-2.08725243233696,1.04881743278777,1.60728053020422,16.9372626664611,20.3234533347905,19.1584005686532,34.3623399653937,0.0660961672942616,-0.536244690285875,4.51348332342665,13.8747962665109,17.1050907065193,28.0918135055398,-0.0209245962193047,0.236911153530326,-0.386641813804953,0.323340916998003,-1.92081404103531,0.31038683491109,-0.0987928455087018,1.55541628293393,5.45219904496277,-17.2380497438701,-64.58587466348,-109.871492774319,12,1,9.79,10.84,9.32,10.87,10.9,171.3,34.57,41.19,180.71,50.08,229.99,10.47,10.75,40.98,180.7,48.9,231.28,10.65,10.21,0.244775248102744,0.227934259310497,0.21774859776512,3.65474302977233,3.46443185767251,2.72210740032175,14.9310155258765,0.0669746808759881,15.1992590677349,0.0657926807842106,12.5011477835463,0.079992654859754,0.113381001021451,0.19149551634365,0.215829084729303
"162","A078520","에이블씨엔씨",815.7819738,0.7092,"경기관련소비재","내구소비재와의류","화장품","",78900,91116,24237,55873,-0.0038,0.1102,0.1059,-0.04,0.5218,2.1037,8079.342008,10518.63996,13982.67663,8051.971394,-0.0320061006967055,-2.28212936763963,-11.5431822501984,-52.0355209643393,-67.1820434382832,-37.9215047568388,-0.0104684833377964,0.000698716101000466,-2.16198697279918,-5.66973793065688,-4.8575478832185,-4.14114323250323,0.92954983605204,0.884525551157747,-7.49414696125515,-13.0843783545245,-26.8985595474554,-8.846334231172,-0.352116140372603,-1.95542442862446,1.42996540431769,-11.9042223435803,-9.78235638479121,3.70017982370868,9.80654176842759e-05,-1.25307990716968,-2.51003339833788,-2.10643291368104,-5.55166716776502,-4.13561479458128,-0.544177260907257,-3.59764017134256,10.6932247587744,44.1574969255591,73.8004049287317,77.6831457856369,12,0,9.49,12.29,8.65,6.35,12.81,139.67,28.04,42.41,155.51,54.58,207.83,17.13,10.47,43.4,154.5,54.9,204,18.4,NA,0.287105319682108,0.272715580991576,0.262618486262811,5.84078165533042,5.2458489730564,3.92523684646105,20.3436901197007,0.0491552906142433,19.2356041924075,0.0519869295498767,14.9465367130817,0.0669051312150972,0.349841938883035,0.512482168330956,0.286960622494695
"163","A078930","GS",6689.907216,0.5472,"에너지","에너지","석유와가스","GS",72000,76000,48950,63122,0.0127,-0.0055,0.0184,0.0778,0.4201,0.4472,30151.03357,22763.42694,23488.27155,30120.75373,-0.269975343705873,-1.05195479888999,1.96001373062989,29.6184376856685,59.9103630378362,89.6204836094097,-0.252930264257345,0.286226690172978,0.709426879441492,2.52893342968002,-0.12693300109889,5.80248555722271,0.370881078001486,-0.421460254823361,-0.59214573118827,11.8534962353953,24.3262656335173,29.2821968489316,-0.285881393904223,-0.347616181348247,1.48017150018423,8.72938564234939,27.3282385087118,36.6457100352107,-0.00523923559300976,-0.0169613712621631,0.430177864517636,-3.31171558657982,-1.26736585818741,1.0401250384098,0.565809043053251,2.27306291537661,-0.0631084985738313,-7.73917310484863,-26.0951048143804,-26.8779811429899,12,2,74.86,125.43,179.06,14.83,203.93,6272.35,773.67,618.34,6516.02,878.02,7312.59,223.4,222.29,612.58,6509.36,881.49,7298.01,218.51,209.1,0.0834216840578093,0.0948953502291276,0.120069633331009,1.06657109631956,1.02668610839132,0.914847846795732,12.7852980716675,0.0782148366345893,10.8191403046867,0.092428785637137,7.61931074007426,0.131245467485718,1.72415174993321,-0.200770354285419,0.419963127082188
"164","A079160","CJ CGV",662.8512747,0.5985,"경기관련소비재","미디어","방송과엔터테인먼트","CJ",32150,35150,24200,27906,0.0142,0.0524,-0.0092,0.1183,0.2178,0.2132,2228.888431,5858.46488,4177.97791,2224.261909,0.820908129423561,24.1008060325904,27.6762083746507,25.5130685351008,27.9964762961329,32.7037615033797,0.218133396613652,18.2823515055994,21.793063619796,17.6658934619983,21.787602364552,22.2207764579863,0.627486158472345,7.44904654854094,13.2385654745426,10.2265021713475,16.3920179604657,11.1879244757527,0.0799123453809057,-0.0953607580050415,-2.05558931845862,-1.81493201554825,-0.596589333224073,7.89887596183573,0,-0.79320960835138,1.27414705566078,0.738778091996027,0.229493410974955,0.420184754304132,-0.171939022145777,-21.5696047450024,-36.047543260461,-31.7034315269455,-32.3585106021069,-37.0258471798334,12,0,22.08,-1.3,12.07,16.13,40.36,385.78,18.48,69.91,384.88,65.74,442.06,2.53,13.21,71.24,388.86,67.08,441.86,-0.04,13.43,0.174348074031832,0.181641030970692,0.148712844410261,1.71821057260615,1.72222842106631,1.49945997081844,9.85505909455843,0.101470725888611,9.48149441710771,0.105468606108724,10.0829217325829,0.0991776021397157,0.827898550724638,2.78300865800866,-0.059648119010156
"165","A081660","휠라코리아",636.032896,0.8838,"경기관련소비재","내구소비재와의류","섬유,의류,신발,호화품","",64000,90900,58100,74325,0.0079,0.0509,0.0829,-0.1185,-0.1467,-0.1795,5034.173597,5258.55348,3920.82176,5021.636846,7.35375485987442,18.3310958809275,18.7104630512696,26.2047766787207,67.5320101682288,74.3743606619995,2.02789825512421,5.11360343223505,6.17810812099882,4.99952128262246,2.4200635056461,7.78447157550794,3.96315979228848,9.28786865766138,7.52264549536758,21.0146992145513,43.0219257086979,28.0370561210721,0.505115383214393,0.0317121962194861,2.62406238811899,0.0247314252123211,-0.808039966536574,11.2297650717739,-3.43898879091939,-3.50969268105277,-4.76006825911092,-7.35043742140029,0.577863192786808,7.95691548633359,-1.43069643995269,-6.32104097961625,-5.6678514942724,-61.2876318900336,-110.60618160228,-105.362207554749,12,2,-6.46,-30.96,43.18,39.61,31.86,423.28,2.18,92.45,414.09,96.85,512.36,-21.23,35.84,92.42,404.43,95.59,504.79,-23.82,40.2,0.197717822717823,0.223260643821392,0.189027246467328,1.50262921942922,1.53597743485716,1.2413789054571,7.59986731987095,0.131581244502171,6.87975009194159,0.145354117029821,6.56719562209603,0.152271998208093,NA,41.4082568807339,0.0475932936722552
"166","A082270","젬백스",811.17777,0.8789,"IT","반도체와반도체장비","반도체와반도체장비","",32500,48850,30500,37846,-0.0152,0.0031,-0.0845,-0.1591,-0.0947,-0.0845,7546.714264,3190.06285,5501.955698,7537.792184,0.0816590425055657,1.22677178394571,9.45150407659717,14.6589199553632,30.3604720331525,28.6895682557968,0,0,-0.10175328152792,-0.334119116701139,-0.171084570032041,-0.352684714227314,0.00081363176409531,0.27471167016818,0.502331320050844,-0.540325457883295,9.86726990804987,8.84554565641018,0,1.03649290093342,9.19754001641342,15.0115183753125,13.4053353064643,13.0618717522301,0,-0.0295742818494644,0.282539793959097,-0.561159362145735,0.472547466383355,-0.690761039962917,-0.263702985844891,-0.347334468990687,2.63852151668308,-1.42141469187451,7.34698387999464,-5.36659183843265,12,0,0.18,-0.53,1.43,4.83,-0.63,86.39,-9.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0590346104873249,NA,NA,9.38971837018173,NA,NA,159.054464705882,0.00628715454073649,NA,NA,NA,NA,NA,NA,NA
