"Index","SPX.Index","SPX.Index.1","KOSPI.Index","KOSPI.Index.1","NKY.Index","NKY.Index.1","HSCEI.Index","HSCEI.Index.1","SX5E.Index","SX5E.Index.1"
2003-03-24,-0.035231471661885,0,-0.0102818833909373,-0.0102818833909373,0.0292884119071879,0.0292884119071879,0.00218390429935766,0,-0.0552796439480505,-0.0552796439480505
2003-03-25,0.012161114518126,0,-0.0260945862946389,-0.0260945862946389,-0.0232730730153987,-0.0232730730153987,0.00160764234139643,0,0.0283323449957171,0.0283323449957171
2003-03-26,-0.00547591284267324,0,-0.000342354679447987,-0.000342354679447987,0.0137350766377464,0.0137350766377464,0.0106323758628368,0,-0.00564764894873182,-0.00564764894873182
2003-03-27,-0.001643772630611,0,-0.00996773553957353,0,0.00200552687286271,0.00200552687286271,0.000247865601762598,0,-0.0184706163929595,0
2003-03-28,-0.00577994749689126,0,0.0128718639624223,0,-0.0105763520368231,-0.0105763520368231,0.0242710427049204,0,-0.000187572391219804,0
2003-03-31,-0.0177417486971627,-0.0177417486971627,-0.0370823072636745,0,-0.03713092500628,-0.03713092500628,-0.0201565391146178,0,-0.0446740552785739,0
2003-04-01,0.0121436487538022,0.0121436487538022,0.00533880903490735,0,0.00175724439995939,0,0.00213073377715989,0,0.0149102049232643,0
2003-04-02,0.0261159258223838,0,0.00809566250742733,0,0.0104085281567401,0,0.00389195601587811,0,0.0449877372135661,0
2003-04-03,-0.00505165171983191,0,0.00427318942017241,0,-0.00645612991567379,0,-0.00566304431809406,0,0.0105266568837576,0
2003-04-04,0.00273831935649493,0,0.0234208788790258,0,0.00703065074366238,0,0.00385323868596776,0,0.0184152782676814,0
2003-04-07,0.00122887864823351,0,0.0499811831329187,0,0.0217807017978429,0,0.00166196156998466,0,0.0410989712887453,0
2003-04-08,-0.00186378461923109,0,0.00242362177846056,0,-0.0143721560537116,0,-0.00596858876741602,0,-0.0139552567680836,0
2003-04-09,-0.0140044859898211,0,-0.0303922904038685,0,-0.00907591672292996,-0.00907591672292996,-0.00617820297065919,0,-0.00119181155356129,0
2003-04-10,0.00645503989653462,0,0.0145047149103552,0,-0.00961699561036089,0,0.0028391181708165,0,-0.0250579069277742,0
2003-04-11,-0.00376328047912999,-0.00376328047912999,0.00906998078687282,0.00906998078687282,-0.0205047041899119,0,0.00687351448577123,0,0.0112805975521957,0
2003-04-14,0.019497869399977,0.019497869399977,0.0196064977614627,0.0196064977614627,-0.00823771283530073,0,-0.008034233216063,0,0.0117865866952618,0
2003-04-15,0.00630344656191029,0.00630344656191029,0.0178162853297443,0.0178162853297443,0.0111879361721339,0,0.00159872836778097,0,0.0192439620749705,0
2003-04-16,-0.0122360548265061,-0.0122360548265061,0.0270252400866131,0.0270252400866131,0.00518699856993954,0,0.00644892005815945,0,-0.00982431009785478,0
2003-04-17,0.0155356797854327,0.0155356797854327,-0.0138732417034152,-0.0138732417034152,-0.00730884866913972,0,-0.000820318374675888,0,0.0127758774700975,0
2003-04-21,-0.00175697755097481,-0.00175697755097481,0.0132360621491057,0.0132360621491057,0.0188164001073907,0,0,0,0,0
2003-04-22,0.0217037925583794,0,-0.0282041782774672,0,-0.0224141306148263,0,-0.0137972241353359,0,0.00831228729880795,0
2003-04-23,0.00839395635142703,0,-0.00866869986077046,0,0.000374817404877215,0,-0.0371331316887273,0,0.00954945190925027,0
2003-04-24,-0.00825879741463742,-0.00825879741463742,-0.0162851744720695,0,0.00785153553400453,0,-0.00481284193032427,0,-0.0232885455014222,0
2003-04-25,-0.0138463732815466,-0.0138463732815466,-0.0369168012237614,0,-0.0197426466375625,0,0.00784783122819044,0,-0.0168551238278224,0
2003-04-28,0.0178346925379114,0.0178346925379114,0.00421791998305765,0.00421791998305765,-0.0118994739918177,0,0.0216649027617482,0,0.0317352723687454,0
2003-04-29,0.00327926194744443,0.00327926194744443,0.049804927770553,0,0,0,0.0335706685540991,0,-0.00927893106714106,0
2003-04-30,-0.00100235335134669,-0.00100235335134669,0.00333132449444218,0.00333132449444218,0.0293826926817984,0,-8.16315424281289e-05,0,0.000844001774126246,0
2003-05-01,-0.00067617676569387,-0.00067617676569387,0,0,0.00406950463645162,0,0,0,0,0
2003-05-02,0.0150387427698353,0.0150387427698353,-0.00318678568449149,0,0.00558290486552071,0,-0.00238111436152122,0,-0.00100248254260549,0
2003-05-05,-0.00379537244108041,-0.00379537244108041,0,0,0,0,0.0110929259865431,0,0.0128127826349111,0
2003-05-06,0.00846149695105503,0.00846149695105503,0.0115325388323513,0.0115325388323513,0.022305016067655,0,-0.00973021582733802,0,0.016180128845704,0
2003-05-07,-0.00510493477027796,0,0.022752469677163,0,0.00324238330636506,0,-0.00515356254200039,0,-0.0136251412311168,-0.0136251412311168
2003-05-08,-0.0100578731094426,0,0,0,-0.00964515639777708,0,0,0,-0.0296545813994926,0
2003-05-09,0.0142784182902844,0.0142784182902844,0.0016664509448614,0,0.015017026601341,0,-0.0169875993263382,0,0.0117434112729753,0
2003-05-12,0.0125346846509038,0.0125346846509038,0.0192695966791039,0,0.00845910777021075,0,0.0177733205187136,0,0.0016853204269478,0
2003-05-13,-0.00297319888690206,0,-0.0268921146044624,0,-0.00375374644817261,0,0.00813842623638839,0,-0.00220017256255389,0
2003-05-14,-0.0032049241218296,0,-0.00667676323546185,0,0.00667255984547488,0,-0.00137562163165017,0,-0.00128410220934772,0
2003-05-15,0.00786772847287276,0,0.0153778054658427,0,-0.0147375774872012,0,0.00546928455232987,0,0.0147536938348782,0
2003-05-16,-0.00250351231157642,0,-0.0137886493904902,0,-0.000752148115321094,0,0.000964424454919843,0,0.00218429102264928,0
2003-05-19,-0.0249179286243778,0,-0.0236571110492624,0,-0.00962882932604348,-0.00962882932604348,0.0103958434635403,0,-0.0430372095201201,0
2003-05-20,-0.001129489449048,0,0.00959152189952373,0,0.00253136844409774,0,0.00513330095313624,0,0.000458178938893106,0
2003-05-21,0.00401204701379743,0.00401204701379743,-0.00250797236247668,0,-0.00508345451567582,0,0.0308597369319366,0,-0.00872809084684278,0
2003-05-22,0.00915076563210682,0.00915076563210682,-0.00864179029921586,-0.00864179029921586,0.00413418453054248,0,0.0312604825183846,0,0.0146001444315365,0
2003-05-23,0.00144869992595531,0.00144869992595531,0.0270919412811985,0.0270919412811985,0.0165307526646679,0,-0.000150125730299044,0,-0.00680819459058002,0
2003-05-27,0.0195666616660595,0.0195666616660595,0.00456247649261665,0.00456247649261665,-0.00788294342167639,-0.00788294342167639,0.0250080287617356,0,0.00568419553276533,0
2003-05-28,0.00182872997855976,0.00182872997855976,0.0228878398176788,0.0228878398176788,0.0140316049771929,0,0.00688479363929706,0,0.0221214065992432,0
2003-05-29,-0.00375569123602115,-0.00375569123602115,0.00647717868737652,0.00647717868737652,0.0171456052697416,0,-0.0134612509143226,0,0.000649539043791947,0.000649539043791947
2003-05-30,0.0146897771787204,0.0146897771787204,0.00156539063611794,0.00156539063611794,0.00586840446261405,0,0.00779534655087666,0,0.00832168528191168,0.00832168528191168
2003-06-02,0.00353884951068406,0.00353884951068406,0.0241388020586657,0.0241388020586657,0.0145598972521843,0,0.0233067640017397,0,0.0211711286404641,0.0211711286404641
2003-06-03,0.00471561530506714,0.00471561530506714,-0.0181437005749873,-0.0181437005749873,0.00202640172127144,0,-0.00293139813391485,0,-0.00549720726740888,-0.00549720726740888
2003-06-04,0.0151097204495863,0.0151097204495863,0.00522812195811206,0.00522812195811206,-0.000774126655527563,0,0,0,0.0120356166351832,0.0120356166351832
2003-06-05,0.00395441271901364,0.00395441271901364,0.00329548471738494,0.00329548471738494,0.0116115477467496,0,0.00239424107338482,0,-0.0121221484973629,0
2003-06-06,-0.00240370048679983,-0.00240370048679983,0,0,0.0148592563672216,0,0.00218981003099916,0,0.0237386717164885,0.0237386717164885
2003-06-09,-0.0119765935044951,-0.0119765935044951,0.0124069865188829,0.0124069865188829,0.00419537279745752,0,0.0120592772364783,0,-0.0137783246350003,-0.0137783246350003
2003-06-10,0.00912975315852571,0.00912975315852571,-0.000922580149150476,-0.000922580149150476,-0.0038128787801508,0,-0.00717442753475539,0,0.00921060894685066,0.00921060894685066
2003-06-11,0.0128345721132366,0.0128345721132366,0.00237014236244715,0.00237014236244715,0.0115154128584414,0,0.00599492463917972,0,0.01736118313248,0.01736118313248
2003-06-12,0.00103260215743672,0.00103260215743672,0.0102258594481721,0.0102258594481721,0.00318324465991027,0.00318324465991027,0.0291918399372302,0,0.0112175827760561,0.0112175827760561
2003-06-13,-0.00991477301178756,-0.00991477301178756,0.0110798692909795,0.0110798692909795,0.00695624873859124,0.00695624873859124,0.0264541188758143,0,-0.0159642890266177,0
2003-06-16,0.0223849647484853,0.0223849647484853,-0.0111538692802597,-0.0111538692802597,-0.0156792834363697,-0.0156792834363697,-0.0125630846587765,0,0.0212922895357985,0
2003-06-17,0.000910224192175901,0.000910224192175901,0.0255997081268431,0.0255997081268431,0.0218522301899471,0.0218522301899471,0.00559613084716704,0,0.00550098704800406,0
2003-06-18,-0.00155190479014677,-0.00155190479014677,0.00161562861293096,0.00161562861293096,0.00663899036864812,0.00663899036864812,-0.00694875573141451,0,0.00855949145846568,0
2003-06-19,-0.0152362660753002,-0.0152362660753002,0.0218128005919349,0.0218128005919349,0.00192896270415499,0,0.0123226175770539,0,-0.0140260500743836,0
2003-06-20,0.000995274957273473,0.000995274957273473,-0.00618401425074944,-0.00618401425074944,0.00108446179193034,0,0.0108184523809522,0,0.00936600869184878,0
2003-06-23,-0.0141108176239594,-0.0141108176239594,-0.0169479175774533,-0.0169479175774533,0.00183654427058499,0.00183654427058499,-0.00972735436571603,0,-0.0257461247629535,-0.0257461247629535
2003-06-24,0.00184385314371882,0.00184385314371882,-0.0156836004091374,-0.0156836004091374,-0.0238455359116747,-0.0238455359116747,-0.00487242859532089,0,-0.00154657895918087,-0.00154657895918087
2003-06-25,-0.00826681580151511,-0.00826681580151511,0.015090134184726,0.015090134184726,0.00145752001847677,0.00145752001847677,0.0173031962174235,0,0.00284046788023429,0.00284046788023429
2003-06-26,0.0107656974121313,0.0107656974121313,0.00255181520110392,0.00255181520110392,-0.000990790684552434,-0.000990790684552434,0.00129227900009909,0,-0.000354562237898981,-0.000354562237898981
2003-06-27,-0.00973808606033555,-0.00973808606033555,0.00226415094339627,0.00226415094339627,0.0202445029422609,0.0202445029422609,0.00817631508511818,0,0.000256843032215404,0.000256843032215404
2003-06-30,-0.00176189793284298,-0.00176189793284298,-0.0108522324592488,-0.0108522324592488,-0.00230117112584927,-0.00230117112584927,-0.00845913539344445,0,-0.0138496590570981,0
2003-07-01,0.00802462801436632,0.00802462801436632,0.0071947815443405,0.0071947815443405,0.0215102536466034,0.0215102536466034,0,0,-0.0217606044199032,0
2003-07-02,0.0116357195211336,0,0.016376435716932,0.016376435716932,0.0338147694290774,0.0338147694290774,-0.0158705706730046,0,0.0225995622892776,0
2003-07-03,-0.00810062893081753,0,0.00150189559638392,0.00150189559638392,0.003394410481806,0.003394410481806,0.010368371621521,0,0.000532980767244284,0
2003-07-07,0.0189915795881099,0.0189915795881099,0.0254211376905493,0.0254211376905493,0.0177001080541934,0.0177001080541934,0.023718360150204,0,0.026581159875126,0.026581159875126
2003-07-08,0.0034049501204676,0.0034049501204676,0.0057504721066608,0.0057504721066608,0.0105725684930107,0.0105725684930107,0.0104998414574384,0,0.00270312669699635,0
2003-07-09,-0.00558620415939037,0,-0.00400937402942092,-0.00400937402942092,0.0093173662857422,0.0093173662857422,0.0433351637771802,0,-0.00766629358173576,0
2003-07-10,-0.0134802087386875,0,-0.0070729978738483,0,-0.00353620026123647,-0.00353620026123647,-0.00589210341940216,0,-0.0128233115838325,0
2003-07-11,0.00954789117022337,0,0.00519621418680671,0,-0.0321697694367604,-0.0321697694367604,-0.00464810861172138,0,0.0146689053605797,0
2003-07-14,0.00573065902578795,0,0.0226514237023363,0,0.0124831998837613,0.0124831998837613,0.0301223753881439,0,0.01620844970376,0
2003-07-15,-0.00342677265754199,0,-0.00923482849604218,-0.00923482849604218,-0.000474597745096839,-0.000474597745096839,0.00884187231759648,0,-0.00576675615994404,-0.00576675615994404
2003-07-16,-0.00641730473201252,-0.00641730473201252,0.00424696895367571,0.00424696895367571,-0.00154138037124407,-0.00154138037124407,0.00896047221954488,0,-0.00613974817844831,-0.00613974817844831
2003-07-17,-0.0123440643863179,-0.0123440643863179,0,0,-0.0243540191680951,-0.0243540191680951,-0.0333988859351787,0,-0.0153778753130036,-0.0153778753130036
2003-07-18,0.0118056899554868,0.0118056899554868,-0.0239085529254132,-0.0239085529254132,0.00303931208587116,0.00303931208587116,0.0168078682088646,0,0.00375143383148346,0.00375143383148346
2003-07-21,-0.0146176458744414,-0.0146176458744414,-0.00836491027382569,-0.00836491027382569,0,0,0.00283544371677746,0,-0.0159053568233208,-0.0159053568233208
2003-07-22,0.00951164691458928,0.00951164691458928,0.0089401586157174,0.0089401586157174,-0.00438299573980372,-0.00438299573980372,-0.0197184604895526,0,0.00705427285613336,0.00705427285613336
2003-07-23,0.000506016536620413,0,-0.00565956838645143,0,0.0136380359625847,0.0136380359625847,-0.0372061149901811,0,-0.0032049177636978,-0.0032049177636978
2003-07-24,-0.00709076379967832,0,0.0103486934774486,0,0.00578866685941426,0.00578866685941426,0.00891292107974895,0,0.0213250338606956,0.0213250338606956
2003-07-25,0.0174001629991849,0,0.00305858252482438,0,-0.00237721021611004,-0.00237721021611004,0.00496988586109604,0,-0.0156154897273939,0
2003-07-28,-0.0021628549685585,0,0.0180260675942077,0,0.0198901120541957,0.0198901120541957,0.0331328667421036,0,0.0182750304037869,0.0182750304037869
2003-07-29,-0.00726528318548547,0,0.0063109501253833,0.0063109501253833,-0.000569110896339486,-0.000569110896339486,0.0201542159225743,0,-0.00657482024803369,0
2003-07-30,-0.00180939673297753,0,-0.0113244638876968,0,-0.0205047430882288,-0.0205047430882288,-0.0125819716947057,0,0.00546063204083547,0
2003-07-31,0.00285572512126708,0,-0.00088216761184623,0,-0.00720984650138179,0,0.0198165002147765,0,0.0144490518941987,0
2003-08-01,-0.0102594137189365,-0.0102594137189365,0.0192566431214263,0.0192566431214263,0.00506733617686961,0,0.0232486203844167,0,-0.0159100559967299,-0.0159100559967299
2003-08-04,0.00272407284599296,0.00272407284599296,-0.011990209828672,-0.011990209828672,-0.0165299058332214,0,0.0233925275121081,0,-0.00944469089002686,-0.00944469089002686
2003-08-05,-0.0176634582120836,-0.0176634582120836,0.00459264619923738,0.00459264619923738,-0.00742743676734603,0,-0.0121139560315247,0,0.0103774813946291,0.0103774813946291
2003-08-06,0.00167795662171399,0.00167795662171399,-0.0193394658095978,-0.0193394658095978,-0.00625307751172921,0,-0.0251134798471878,0,-0.0178864278317491,-0.0178864278317491
2003-08-07,0.0072796459444926,0.0072796459444926,0.00272645081087175,0.00272645081087175,-0.0062581041644546,0,-0.0166765640600631,0,-0.000541565123206134,-0.000541565123206134
2003-08-08,0.00356218946331044,0.00356218946331044,-0.00798805314098128,-0.00798805314098128,0.00668820880767074,0,-0.00786416561866443,0,0.00988481400293906,0.00988481400293906
2003-08-11,0.00306877116173454,0.00306877116173454,0.00062487573493919,0.00062487573493919,0.0171824695283744,0.0171824695283744,0.0352311227202948,0,0.0076906192330517,0.0076906192330517
2003-08-12,0.00995319144596629,0.00995319144596629,-0.00465525561327329,-0.00465525561327329,0.0081167393916397,0.0081167393916397,0.0162891600518205,0,0.00706719482384455,0.00706719482384455
2003-08-13,-0.00638158226889485,-0.00638158226889485,0.0167973763011551,0.0167973763011551,0.0196491096007134,0.0196491096007134,0.0069491024340933,0,0.000464635621530096,0.000464635621530096
2003-08-14,0.00658516508643037,0.00658516508643037,0.0195349750378639,0.0195349750378639,0.0164794545128297,0.0164794545128297,0.00557837346373735,0,0.0185407608478065,0
2003-08-15,0.000161532947673404,0.000161532947673404,0,0,-0.00504364263976187,-0.00504364263976187,-0.0047970966263351,0,0.00189068611072885,0
2003-08-18,0.00915542006924608,0.00915542006924608,0.00425028541560635,0.00425028541560635,0.0171846216392406,0.0171846216392406,0.0188297717966674,0,0.00986323297474168,0
2003-08-19,0.00261067877648191,0.00261067877648191,0.013737844130941,0.013737844130941,0.014066622346125,0.014066622346125,-0.0117659079720219,0,0.00201631701631699,0
2003-08-20,-0.00204519379458279,-0.00204519379458279,-0.00395876400091866,-0.00395876400091866,0.0115941459195408,0,0.0160918891990713,0,-0.0064128660548467,-0.0064128660548467
2003-08-21,0.00296910926721994,0.00296910926721994,0.0232501356483994,0.0232501356483994,0.00686257173005211,0,0.00493057418525256,0,0.00829609974050283,0.00829609974050283
2003-08-22,-0.0101767221186719,-0.0101767221186719,0.000503751623936122,0.000503751623936122,-0.00786668326467355,0,0.0171708059478002,0,0.00373078009683003,0.00373078009683003
2003-08-25,0.000654542525124535,0.000654542525124535,0.00266323934704249,0.00266323934704249,-0.000440611331200658,-0.000440611331200658,-0.0471918382614677,0,-0.0109965105743093,-0.0109965105743093
2003-08-26,0.00303911603989082,0.00303911603989082,-0.00492910285042225,-0.00492910285042225,0.00544244033069186,0.00544244033069186,-0.0177075484242719,0,-0.0108731671754327,0
2003-08-27,6.01968436788614e-05,6.01968436788614e-05,0.0079415670650731,0.0079415670650731,-0.00228210406510676,-0.00228210406510676,0.00651387057993102,0,0.00930969516857583,0.00930969516857583
2003-08-28,0.00606948304056032,0.00606948304056032,-0.00812933147118511,-0.00812933147118511,-0.00812591728190637,-0.00812591728190637,0.0335626132790234,0,0.00594745309986089,0.00594745309986089
2003-08-29,0.00515535878106177,0.00515535878106177,0.00884685378780836,0.00884685378780836,0.0115723671471126,0.0115723671471126,0.0348707875438015,0,-0.00748450110442966,-0.00748450110442966
2003-09-02,0.0138689100306544,0.0138689100306544,0.00925645515951912,0.00925645515951912,0.0335020375016315,0.0335020375016315,-0.00136220203701587,0,0.0168536908761652,0.0168536908761652
2003-09-03,0.00418790790516543,0.00418790790516543,-0.000234833659491174,-0.000234833659491174,0.00239567898462889,0,0.00666141028831135,0,0.0160589276098162,0.0160589276098162
2003-09-04,0.00165648416108821,0.00165648416108821,-0.00283171521035608,-0.00283171521035608,-0.00641489255474914,0,-0.00249862263055223,0,-0.00104105544093425,-0.00104105544093425
2003-09-05,-0.00640096500870657,-0.00640096500870657,-0.00340247333638688,-0.00340247333638688,0.000358788197558857,0,0.00225708024577087,0,-0.00909125360012131,-0.00909125360012131
2003-09-08,0.0100353439920109,0,-0.00170704484275486,0,0.003097428636615,0,0.000777475260796745,0,0.00795086449875892,0.00795086449875892
2003-09-09,-0.00821022837423924,0,0.00948372245971729,0,0.0223030094273926,0,-0.0388405866122163,0,-0.0119593261496433,-0.0119593261496433
2003-09-10,-0.0119725949744421,0,0,0,-0.00601719092770225,0,-0.027719454715497,0,-0.0148075327946914,-0.0148075327946914
2003-09-11,0.00544058877062481,0,0,0,-0.028553874609444,0,0.015530492446562,0,0.00281424428575883,0.00281424428575883
2003-09-12,0.00217429802640634,0,0,0,0.0157855860759146,0,0,0,-0.0100904094467376,-0.0100904094467376
2003-09-15,-0.00375013498522525,0,-0.0180465431423137,-0.0180465431423137,0,0,0.0127619268659105,0,0.00347890277134244,0.00347890277134244
2003-09-16,0.0142982430208611,0,0.0132960019108026,0.0132960019108026,0.0162627732593037,0,-0.00920076306564099,0,0.0115978776353478,0.0115978776353478
2003-09-17,-0.00325457583647448,0,0.00387622277804711,0,0.00946814696019027,0,-0.0215792484145316,0,0.000591812105458445,0.000591812105458445
2003-09-18,0.0132654950924489,0,-0.0109706622836198,0,0.00393171678900384,0,-0.034475598419336,0,0.00841577077558853,0.00841577077558853
2003-09-19,-0.00315512033705923,0,-0.0130971537102007,0,-0.00860121885343668,0,-0.0159971678230286,0,-0.0100092770779505,-0.0100092770779505
2003-09-22,-0.0130078162694199,0,-0.0445840294019378,0,-0.0423571228751501,0,0.00137858684760905,0,-0.0264707818483854,-0.0264707818483854
2003-09-23,0.00607144952190986,0,0.00552532557456398,0,0,0,0.0380671286969136,0,-0.00838467688366851,-0.00838467688366851
2003-09-24,-0.0190956531879537,0,0.00815202270324411,0,0.0025956792775248,0,0.0239169602106399,0,-0.00629354640738378,0
2003-09-25,-0.00605322078899917,0,-0.0154270732716987,0,-0.0183055314602815,0,0.0027389297639846,0,-0.004928673496573,0
2003-09-26,-0.0063990750246693,0,-0.0225922188586164,0,0.000814739807023068,0,0.0012223783450005,0,-0.00698137623573603,0
2003-09-29,0.00976074635100566,0.00976074635100566,-0.00192142242615434,0,-0.00861273603374157,0,-0.00580550153869386,0,-0.00318637863982496,0
2003-09-30,-0.010540642571877,-0.010540642571877,0.00209752032870725,0,-0.00102839122270049,0,0.0195089838174181,0,-0.0181343540481615,0
2003-10-01,0.0223400303221986,0,0.00970581488702837,0,0.0139142092464564,0,0,0,0.0181061576796737,0.0181061576796737
2003-10-02,0.00198385417689684,0,0.0155475727328231,0,0.0224191313008868,0,0.0144107338546695,0,-0.00189402480270573,-0.00189402480270573
2003-10-03,0.0094193523092605,0,0,0,0.010927424569525,0,0.0121770212661776,0,0.0336190714810873,0.0336190714810873
2003-10-06,0.00436956838374525,0,0.0110312622336559,0,0.00288067649676105,0,0.00411196642700351,0,-0.00770123346897256,-0.00770123346897256
2003-10-07,0.0047372746169092,0,0.0054761937687553,0,0.00746638311977321,0,0.0144293018410007,0,-0.00820551840134542,-0.00820551840134542
2003-10-08,-0.00526341111378403,-0.00526341111378403,-0.00595524625562183,-0.00595524625562183,-0.0257043916405506,0,0.0290180294098439,0,-0.00110231324269872,-0.00110231324269872
2003-10-09,0.00478825281974893,0.00478825281974893,0.0185400409541203,0,-0.00102065982432509,0,0.0316641186142441,0,0.0232387989716558,0
2003-10-10,-0.000645018435974754,-0.000645018435974754,0.0295180395566181,0,0.0241752314973072,0,0.0109577320654164,0,-0.00510790599556754,0
2003-10-14,0.0110012908695067,0.0110012908695067,0.011386876723535,0,0.0167243956076557,0,-0.00659354032182224,0,0.0134765966233066,0
2003-10-15,-0.00259175972862757,-0.00259175972862757,-0.00298752804884406,0,-0.00606213690325841,0,0.0137785301045152,0,0.00745578636409938,0
