,SPX Index,NKY Index ,SX5E Index,HSCEI Index,KOSPI2 Index,SPGCICP Index,SPGSCLP Index,SPGSGCP Index,TY1 Comdty,TU1 Comdty
2004-01-02,1108.48,10676.64,2797.56,5363.06,106.65,151.9547,631.54,44.703,111.34375,106.84375
2004-01-05,1122.22,10825.17,2808.07,5391.28,107.07,153.7623,656.01,45.638,111.3125,106.8515625
2004-01-06,1123.67,10813.99,2805.91,5182.86,106.9,151.4705,654.45,45.466,112.203125,107.0625
2004-01-07,1126.33,10757.82,2782.52,5078.91,107.54,151.067,652.9,45.369,112.5,107.09375
2004-01-08,1131.92,10837.65,2821.33,5028.21,107.2,155.4086,659.89,45.595,112.53125,107.0859375
2004-01-09,1121.86,10965.05,2800.16,5077.92,110.26,156.2544,666.19,45.853,113.921875,107.4453125
2004-01-12,1127.23,10965.05,2793.88,4850.11,111.1,153.3485,673.87,45.831,113.96875,107.4453125
2004-01-13,1121.22,10849.68,2801.97,4811.44,110.71,153.3937,667.03,45.559,114.4375,107.5546875
2004-01-14,1130.52,10863,2829.44,4781.92,110.98,155.0503,663.87,45.336,114.671875,107.5390625
2004-01-15,1132.05,10665.15,2840.8,4730.15,110.34,152.6281,639.11,43.91,114.640625,107.4765625
2004-01-16,1139.83,10857.2,2865.96,4569.14,110.63,154.5335,667.99,43.739,114.3125,107.4921875
2004-01-20,1138.77,11103.1,2859.58,4905.81,112.63,158.5866,685.08,44.371,114.03125,107.46875
2004-01-21,1147.62,11002.39,2873.86,4963.03,112.63,158.4897,679.39,44.189,114.1875,107.484375
2004-01-22,1143.94,11000.7,2891.84,4963.03,112.63,159.1841,686.26,44.071,114.75,107.578125
2004-01-23,1141.55,11069.01,2892.54,4963.03,112.63,159.3779,686.46,43.857,114,107.484375
2004-01-26,1155.37,10972.6,2874.47,4803.33,113.68,158.4736,677.23,43.717,113.53125,107.4140625
2004-01-27,1144.05,10928.03,2884.25,4823.31,113.02,158.0215,670.35,44.071,114,107.5
2004-01-28,1128.48,10852.47,2896.78,4711.8,112.59,159.7816,660.53,44.564,112.890625,107.1953125
2004-01-29,1134.11,10779.44,2860.08,4639.94,111.66,159.1841,644.61,42.806,113,107.171875
2004-01-30,1131.13,10783.61,2839.13,4597.72,110.89,162.0907,649.33,43.182,113.4375,107.25
2004-02-02,1135.26,10776.73,2853.9,4497.27,111.68,162.0584,687.25,42.796,113.375,107.28125
2004-02-03,1136.03,10641.92,2841.26,4662.31,109.61,165.2556,669.96,42.86,113.828125,107.40625
2004-02-04,1126.52,10447.25,2819.92,4559.61,108.96,165.8692,650.31,43.053,113.6875,107.3984375
2004-02-05,1128.59,10464.6,2816.34,4557.69,109.77,165.8369,649.92,42.742,113.234375,107.2421875
2004-02-06,1142.76,10460.92,2833.63,4765.67,111.16,167.0318,638.13,43.321,114.015625,107.4140625
2004-02-09,1139.81,10402.61,2870.98,4992.96,113.18,167.4874,644.8,43.664,114.21875,107.4375
2004-02-10,1145.54,10365.4,2880.94,4845.71,113.46,166.8019,664.95,43.621,113.9375,107.3359375
2004-02-11,1157.76,10365.4,2890.8,4823.95,114.92,170.0634,668.38,44.018,114.671875,107.53125
2004-02-12,1152.11,10459.26,2896.25,4868.64,115.2,175.9978,671.02,44.393,114.46875,107.515625
2004-02-13,1145.81,10557.69,2860.88,4943.99,115.75,175.1545,685.5,44.028,114.828125,107.640625
2004-02-17,1156.99,10701.13,2895.38,5097.39,116.03,184.042,700.78,44.639,114.796875,107.6328125
2004-02-18,1151.82,10676.81,2897.59,5129.82,114.87,181.7066,693.14,44.243,114.78125,107.6171875
2004-02-19,1147.06,10753.8,2932.95,4985.42,115.65,187.0261,696.35,43.975,114.8125,107.640625
2004-02-20,1144.11,10720.69,2904.36,5007.41,115.03,187.2207,688.71,42.656,114.46875,107.5625
2004-02-23,1140.99,10868.96,2907.46,5037.58,115.05,186.6369,690.52,42.796,114.890625,107.65625
2004-02-24,1139.09,10644.13,2866.04,4982.48,113.32,188.5182,695.15,43.385,115.046875,107.703125
2004-02-25,1143.67,10658.73,2872.48,4900.88,113.63,192.7349,717.26,42.453,115.140625,107.765625
2004-02-26,1144.91,10815.29,2883.54,5017.75,113.44,190.7563,713.84,42.388,114.9375,107.7421875
2004-02-27,1144.94,11041.92,2893.18,5102.14,115.92,191.8267,726.91,42.528,115.375,107.8203125
2004-03-01,1155.96,11271.12,2918.56,5097.78,115.92,198.1193,740.98,42.828,115.296875,107.78125
2004-03-02,1149.1,11361.51,2946.62,5133.27,118.07,196.5624,736.96,42.206,114.890625,107.671875
2004-03-03,1151.04,11351.92,2926.79,5139.62,117.57,186.7667,719.67,42.088,114.8125,107.640625
2004-03-04,1154.88,11401.79,2952.61,5090.98,119.28,189.5562,736.56,42.142,115.09375,107.671875
2004-03-05,1156.87,11537.29,2945.63,5033.14,118.88,192.3133,749.02,43.042,116.625,108
2004-03-08,1147.21,11502.86,2959.71,5088.2,118.1,187.8237,735.37,42.967,117.046875,108.0625
2004-03-09,1140.58,11532.04,2923.05,5066.24,116.82,182.2409,728.84,43.353,117.421875,108.09375
2004-03-10,1123.89,11433.24,2922.68,4976.17,114.74,185.3296,726.28,42.903,117.3125,108.046875
2004-03-11,1106.78,11297.04,2834.02,4786.65,113.87,191.0596,741.82,42.978,117.296875,108.046875
2004-03-12,1120.57,11162.75,2834.03,4866.05,111.23,188.6403,730.12,42.401,117.25,108.0546875
2004-03-15,1104.49,11317.9,2756.13,4902.37,111.63,193.2827,753.32,42.828,117.15625,108.015625
2004-03-16,1110.7,11242.29,2773.18,4899.46,111.49,197.6636,752.91,43.149,117.734375,108.109375
2004-03-17,1123.75,11436.86,2821.8,4998.95,114.55,194.3943,772.2,43.63,117.734375,108.1015625
2004-03-18,1122.32,11484.28,2761.66,4869.79,114.55,197.5982,767.48,44.079,117.25,108.0390625
2004-03-19,1109.78,11418.51,2769.86,4854.02,116.02,198.4809,772.2,44.229,116.984375,108.0234375
2004-03-22,1095.4,11318.51,2712.11,4723.95,113.31,195.7674,760.5,44.753,117.265625,108.09375
2004-03-23,1093.95,11281.09,2713.68,4794.06,113.72,194.002,768.71,45.009,116.109375,108.09375
2004-03-24,1091.33,11364.99,2702.05,4898.57,113.18,196.7482,759.68,44.731,116.171875,108.1328125
2004-03-25,1109.19,11530.91,2752.43,4696.77,112.16,192.6942,728.89,44.678,116.03125,108.125
2004-03-26,1108.06,11770.65,2763.75,4658.22,113.64,196.3232,733.41,45.245,115.21875,107.9921875
2004-03-29,1122.47,11718.24,2797.68,4573.09,115.1,197.3367,727.66,44.71,114.90625,107.9296875
2004-03-30,1127,11693.68,2791.58,4715.99,114.98,195.9636,744.08,45.202,114.84375,107.4765625
2004-03-31,1126.21,11715.39,2787.49,4778.13,115.98,197.6637,734.02,45.79,115.40625,107.5859375
2004-04-01,1132.17,11683.42,2819.7,4741.03,116.34,200.083,703.44,45.843,114.875,107.453125
2004-04-02,1141.81,11815.95,2885.08,4858.7,116.35,197.5002,705.9,45.17,112.9375,106.9921875
2004-04-05,1150.57,11958.32,2905.88,4858.7,116.35,191.1904,705.7,44.507,112.40625,106.9140625
2004-04-06,1148.16,12079.7,2865.03,4968.74,119.57,194.002,717.81,44.881,112.796875,106.984375
2004-04-07,1140.53,12019.62,2851.83,5003.3,120.05,191.3211,742.03,45.298,112.84375,107
2004-04-08,1139.32,12092.59,2858.92,5037.26,121.04,190.9739,762.41,44.977,112.609375,107
2004-04-12,1145.2,12042.7,2858.92,5037.26,120.99,190.9739,776.45,44.999,112.40625,106.96875
2004-04-13,1129.44,12127.82,2889.91,4961.53,120.65,187.6152,764.27,43.587,111.5625,106.7578125
2004-04-14,1128.17,12098.18,2856.61,4707.42,120.59,190.1676,757.91,42.818,111.25,106.5234375
2004-04-15,1128.84,11800.4,2854.53,4677.13,120.59,189.443,772.06,42.582,111.171875,106.5703125
2004-04-16,1134.61,11824.56,2866.95,4693.76,117.97,194.5809,769.78,42.935,111.625,106.734375
2004-04-19,1135.82,11764.21,2859.24,4626.39,118.49,197.6768,764.78,42.893,111.421875,106.671875
2004-04-20,1118.15,11952.26,2878.8,4447.66,120.6,192.8024,759.58,42.582,111.09375,106.5703125
2004-04-21,1124.09,11944.3,2855.46,4258.11,121.93,181.341,743.55,41.845,110.96875,106.3984375
2004-04-22,1139.93,11980.1,2877.65,4316.39,120.76,180.6823,763.95,42.112,111.390625,106.5234375
2004-04-23,1140.6,12120.66,2894.18,4503.94,122.44,181.2093,758.75,42.305,110.671875,106.2890625
2004-04-26,1135.53,12163.89,2886.05,4248.42,120.3,181.9997,769.36,42.401,110.796875,106.3046875
2004-04-27,1138.11,12044.88,2884.82,4222.67,119.7,182.7901,781.01,42.668,111.09375,106.4296875
2004-04-28,1122.41,12004.29,2836.67,4263.41,117.48,173.1072,779.56,41.257,110.59375,106.2890625
2004-04-29,1113.89,12004.29,2806.37,4069.79,114.01,176.9935,776.43,41.385,110.171875,106.1953125
2004-04-30,1107.3,11761.79,2787.48,4061.18,112.4,178.9037,777.89,41.428,110.5,106.2734375
2004-05-03,1117.49,11761.79,2806.46,4076.78,112.84,178.9037,795.16,41.428,110.5,106.2578125
2004-05-04,1119.55,11761.79,2799.71,4259.28,112.92,182.3948,811.19,41.888,110.296875,106.2890625
2004-05-05,1121.53,11761.79,2823.37,4217.96,112.92,182.9218,823.47,42.101,110.0625,106.265625
2004-05-06,1113.99,11571.34,2765.74,4282.64,108.97,183.5146,819.3,41.524,109.828125,106.1640625
2004-05-07,1098.7,11438.82,2756.85,4222.76,109.38,175.5443,830.96,40.53,108.484375,105.6875
2004-05-10,1087.12,10884.7,2684.96,3897.08,102.94,171.5832,810.29,40.487,108.5625,105.765625
2004-05-11,1095.45,10907.18,2721.08,3945.86,102.73,175.6197,834.61,40.327,108.6875,105.7890625
2004-05-12,1097.28,11153.58,2680.1,4003.07,106.05,177.0125,849.17,40.38,108.5625,105.796875
2004-05-13,1096.44,10825.1,2712.5,3931.85,102.14,174.7782,856.14,40.082,108.203125,105.671875
2004-05-14,1095.7,10849.63,2694.92,3747.03,99.11,175.3115,862.4,40.316,108.78125,105.875
2004-05-17,1084.1,10505.05,2659.85,3546.25,94.05,169.7122,866.16,40.583,109.515625,106.03125
2004-05-18,1091.49,10711.09,2675.75,3683.28,96.09,170.6454,844.03,40.188,109.203125,105.9296875
2004-05-19,1088.68,10967.74,2729.52,3936.52,100.92,175.7781,867,40.945,108.734375,105.8203125
2004-05-20,1089.19,10862.04,2708.55,3869.14,99.66,175.5115,851.96,40.465,109.265625,105.953125
2004-05-21,1093.56,11070.25,2697.46,3990.95,102.13,180.4442,833.8,41.148,108.953125,105.8828125
2004-05-24,1095.41,11101.64,2716.07,4088.19,103.68,182.7106,871.17,41.233,109.125,105.9296875
2004-05-25,1113.05,10962.93,2699.36,4114.64,101.64,181.9774,859.06,41.532,109.265625,105.9375
2004-05-26,1114.94,11152.09,2729.62,4114.64,101.64,182.444,849.87,41.521,109.78125,106.1015625
2004-05-27,1121.28,11166.03,2752.02,4278.04,104.09,188.1766,823.56,42.235,110.390625,106.2421875
2004-05-28,1120.68,11309.57,2736.83,4290.26,105.82,188.2433,832.75,42.107,109.875,106.0625
2004-06-01,1121.2,11296.76,2713.29,4245.75,105.74,190.7763,883.91,42.171,109.625,105.9921875
2004-06-02,1124.99,11242.34,2730.15,4294.64,104.06,185.5103,834.42,41.852,109.375,105.9140625
2004-06-03,1116.64,11027.05,2736.72,4097.41,99.51,185.4436,820.22,41.468,109.546875,105.9375
2004-06-04,1122.5,11128.05,2767.87,4087.86,100.95,182.5773,803.73,41.766,109.046875,105.8125
2004-06-07,1140.42,11439.92,2799.81,4303.65,105.02,187.3767,807.28,42.065,109.21875,105.890625
2004-06-08,1142.18,11521.93,2800.36,4312.6,104.73,183.3178,778.72,41.777,109.1875,105.8359375
2004-06-09,1131.33,11449.74,2787.39,4284.92,102.59,175.4155,784.56,41.073,108.875,105.7109375
2004-06-10,1136.47,11575.97,2800.18,4300.54,100.58,173.5959,803.52,41.222,109.09375,105.6953125
2004-06-11,1136.47,11526.82,2797.05,4381.23,96.39,173.5959,803.52,41.222,109.09375,105.6953125
2004-06-14,1125.29,11491.66,2759.27,4241.71,94.9,172.2296,787.12,40.967,108.515625,105.453125
2004-06-15,1132.01,11387.7,2785.68,4187.9,96.78,176.6526,777.56,41.446,109.953125,105.7890625
2004-06-16,1133.56,11641.72,2807.15,4163.22,96.84,175.0777,782.34,41.073,109.625,105.703125
2004-06-17,1132.05,11607.9,2807.16,4034.89,98.02,178.1604,806.45,41.532,109.890625,105.7578125
2004-06-18,1135.02,11382.08,2822.06,3919.37,95.74,177.1552,810.39,42.193,109.75,105.7578125
2004-06-21,1130.3,11600.16,2816.56,3924.04,96.8,177.8924,784.84,42.065,109.953125,105.828125
2004-06-22,1134.41,11581.27,2782.43,3924.04,96.48,173.0673,794.81,42.171,108.453125,105.8203125
2004-06-23,1144.06,11580.56,2793.63,3975.59,95.56,175.7144,780.68,42.171,108.546875,105.8671875
2004-06-24,1140.65,11744.15,2822.35,4188.58,98.85,182.4159,788.16,43.024,108.96875,105.921875
2004-06-25,1134.43,11780.4,2818.86,4223.56,101.08,180.506,780.26,42.992,108.984375,105.953125
2004-06-28,1133.35,11884.06,2840.04,4287.15,99.85,180.8746,753.04,42.79,108.265625,105.734375
2004-06-29,1136.2,11860.81,2828.59,4237.07,100.81,175.7144,740.99,41.884,108.609375,105.7890625
2004-06-30,1140.84,11858.87,2811.08,4291.02,101.85,180.6065,769.88,41.905,109.328125,105.890625
2004-07-01,1128.94,11896.01,2806.62,4291.02,100.8,183.4547,804.99,42.267,109.671875,105.4375
2004-07-02,1125.38,11721.49,2783.99,4314.16,97.75,182.8516,797.72,42.513,110.5,105.625
2004-07-06,1116.21,11475.27,2764.89,4404.7,98.19,182.0474,823.9,41.905,110.390625,105.6171875
2004-07-07,1118.33,11384.86,2764.31,4405.64,98.46,187.2411,812.06,42.939,110.421875,105.640625
2004-07-08,1109.11,11322.23,2776.88,4300.79,95.78,186.772,838.03,43.526,110.484375,105.6796875
2004-07-09,1112.81,11423.53,2776.25,4315.3,96.51,190.5241,830.27,43.494,110.578125,105.703125
2004-07-12,1114.35,11582.28,2760.12,4245.52,96.45,189.4012,820.4,43.547,110.703125,105.7109375
2004-07-13,1115.14,11608.62,2763.2,4209.93,97.11,189.2598,818.65,42.899,110.4375,105.640625
2004-07-14,1111.47,11356.65,2754.77,4170.54,95.09,190.5754,851.67,43.241,110.40625,105.5859375
2004-07-15,1106.69,11409.14,2715.64,4182.72,94.64,191.927,847.12,43.113,110.390625,105.5625
2004-07-16,1101.39,11436,2713.27,4292.55,95.6,194.0896,854.78,43.368,111.34375,105.7734375
2004-07-19,1100.9,11436,2697.69,4401,97.11,193.1097,857.68,43.262,111.328125,105.7421875
2004-07-20,1108.67,11258.37,2708.16,4393.66,95.29,190.17,836.98,42.87,110.578125,105.53125
2004-07-21,1093.88,11433.86,2728.91,4435.98,97.51,188.3116,839.88,42.362,110.34375,105.4375
2004-07-22,1096.84,11285.04,2680.44,4379.1,96.08,190.9134,856.02,42.15,110.5,105.4765625
2004-07-23,1086.2,11187.33,2673.44,4348.88,95.38,185.7773,863.26,41.62,110.734375,105.5078125
2004-07-26,1084.07,11159.55,2640.61,4301.64,95.22,186.0476,857.68,41.62,110.484375,105.4296875
2004-07-27,1094.83,11031.54,2670.48,4309.65,95.66,183.0065,865.95,41.281,109.65625,105.28125
2004-07-28,1095.42,11204.37,2665.98,4310.34,96.55,188.1426,887.89,41.493,109.828125,105.359375
2004-07-29,1100.43,11116.84,2717.61,4304.12,94.59,191.5892,884.79,41.281,109.96875,105.4296875
2004-07-30,1101.72,11325.78,2720.05,4335.34,95.27,193.8869,906.52,41.694,110.71875,105.5625
2004-08-02,1106.62,11222.24,2696.26,4304.26,93.19,194.1572,906.93,41.769,110.875,105.625
2004-08-03,1099.69,11140.57,2712.45,4251.41,94.21,192.9408,913.76,41.991,111.078125,105.6484375
2004-08-04,1098.63,11010.02,2684.28,4237.73,94.59,192.4002,886.44,41.8,111.015625,105.6484375
2004-08-05,1080.7,11060.89,2689.26,4310.35,96.31,191.3189,919.15,41.811,111.234375,105.6796875
2004-08-06,1063.97,10972.57,2618.68,4276.18,94.84,190.2376,909.63,42.584,112.71875,106.1953125
2004-08-09,1065.22,10908.7,2596.52,4204.67,96.08,186.5844,928.21,42.679,112.484375,106.1171875
2004-08-10,1079.04,10953.55,2619.42,4153.96,96.72,187.9259,921.06,42.605,112.125,105.9140625
2004-08-11,1075.79,11049.46,2594.45,4048.86,97.23,190.0161,927.01,42.139,112.25,105.9765625
2004-08-12,1063.23,11028.07,2588.8,4050,99.05,190.3696,939.61,42.001,112.4375,106.015625
2004-08-13,1064.8,10757.2,2580.04,4011.11,100.15,196.1569,962.62,42.489,112.78125,106.109375
2004-08-16,1079.34,10687.81,2604.75,3965.96,99.72,194.4547,955.51,42.912,112.53125,106.0703125
2004-08-17,1081.71,10725.97,2617.27,3965.15,98.97,193.7057,967.43,43.071,112.9375,106.171875
2004-08-18,1095.17,10774.26,2627.37,4021.75,99.48,189.6886,969.31,43.061,112.75,106.171875
2004-08-19,1091.23,10903.53,2630.71,4123.08,101.18,192.344,996.29,43.346,112.890625,106.234375
2004-08-20,1098.35,10889.14,2624.96,4131.62,100.86,190.2333,977.05,44.003,112.71875,106.15625
2004-08-23,1095.68,10960.97,2662.35,4114.92,100.92,186.6928,963.04,43.717,112.390625,106.078125
2004-08-24,1096.19,10985.33,2659.14,4144.83,101.5,188.2928,945.47,42.891,112.421875,106.09375
2004-08-25,1104.96,11130.02,2664.67,4221.59,102.87,186.3523,909.08,43.421,112.53125,106.109375
2004-08-26,1105.09,11129.33,2688.67,4257.04,103.25,188.2247,901.34,43.378,112.796875,106.1484375
2004-08-27,1107.77,11209.59,2704.53,4235.37,103.38,190.2332,903.02,42.933,112.796875,106.1484375
2004-08-30,1099.15,11184.53,2697.05,4306.78,103.07,190.2332,884.19,43.421,113.09375,106.2109375
2004-08-31,1104.24,11081.79,2670.79,4292.02,102.89,191.8673,880.85,43.675,113.46875,106.3125
2004-09-01,1105.91,11127.35,2691.67,4358.42,104.69,191.1184,920.16,43.505,113.609375,106.3515625
2004-09-02,1118.31,11152.75,2711.16,4350.99,105.66,188.1907,921.42,43.209,113.171875,106.25
2004-09-03,1113.63,11022.49,2739.43,4314.26,104.84,186.0119,919.95,42.626,112.46875,105.9765625
2004-09-07,1121.3,11298.94,2751.93,4407.79,104.97,189.7907,905.73,42.298,112.75,106.015625
2004-09-08,1116.27,11279.19,2746.96,4404.2,104.44,188.3609,894.44,42.51,113.421875,106.203125
2004-09-09,1118.38,11170.96,2730.74,4315,105.39,189.5536,932.7,42.404,113.25,106.171875
2004-09-10,1123.92,11083.23,2745.86,4287.47,107.32,192.5145,895.16,42.764,113.40625,106.1796875
2004-09-13,1125.82,11253.11,2780.85,4293.94,109.56,192.3301,916.43,42.997,113.609375,106.1875
2004-09-14,1128.33,11295.58,2771.67,4342.59,109.27,191.0721,927.14,43.156,113.78125,106.25
2004-09-15,1120.37,11158.58,2763.75,4349.88,109.27,190.9352,909.78,43.082,113.5,106.1875
2004-09-16,1123.5,11139.36,2765.87,4488.15,110.2,194.836,918.35,43.05,114.203125,106.34375
2004-09-17,1128.55,11082.49,2788.64,4570.09,109.32,194.3912,953.27,43.166,113.828125,106.171875
2004-09-20,1122.2,11082.49,2776.1,4683.32,110.38,197.026,965.82,43.103,114.34375,106.3359375
2004-09-21,1129.3,11080.87,2790.67,4670.29,110.42,200.7215,977.74,43.431,114.21875,106.265625
2004-09-22,1113.56,11019.41,2759.68,4573.68,107.53,201.9533,1010.98,43.315,113.59375,106.265625
2004-09-23,1108.36,11019.41,2735.45,4625.69,106.94,203.3904,1013.28,43.696,113.234375,106.109375
2004-09-24,1110.11,10895.16,2740.06,4538.68,107.33,201.9533,1022.07,43.389,113.203125,106.046875
2004-09-27,1103.52,10859.32,2725.1,4551.32,107.33,205.3066,1037.96,43.495,113.4375,106.1171875
2004-09-28,1110.06,10815.57,2733.69,4543.72,107.33,203.6641,1043.39,43.865,113.375,106.1640625
2004-09-29,1114.8,10786.1,2746.36,4543.72,107.33,207.5649,1035.24,43.918,112.78125,106.0234375
2004-09-30,1114.58,10823.57,2726.3,4649.66,107.69,208.8994,1037.96,44.522,112.625,105.9765625
2004-10-01,1131.5,10985.17,2796.08,4649.66,109.42,208.4546,1047.99,44.607,112.15625,105.59375
2004-10-04,1135.17,11279.63,2823.46,4777.42,114.02,207.5307,1043.6,44.014,112.265625,105.5625
2004-10-05,1134.48,11281.83,2830.12,4756.01,114.04,207.428,1068.28,44.458,112.328125,105.578125
2004-10-06,1142.05,11385.38,2831.88,4741.43,114.44,211.8763,1087.72,44.48,111.9375,105.484375
2004-10-07,1130.65,11354.59,2834.62,4818.81,114.17,212.3896,1101.31,44.427,111.78125,105.4765625
2004-10-08,1122.14,11349.35,2816.42,4770.79,113.82,219.6661,1114.97,44.956,112.578125,105.71875
2004-10-12,1121.84,11201.81,2788.07,4736.26,110.47,216.3813,1098.37,44.12,112.828125,105.78125
2004-10-13,1113.65,11195.99,2792.27,4653.95,110.42,196.1596,1119.27,43.908,113.09375,105.859375
2004-10-14,1103.29,11034.29,2776.03,4543.65,109.17,191.1299,1138.65,44.427,113.53125,105.984375
2004-10-15,1108.2,10982.95,2773.39,4585.09,108.42,196.9864,1136.75,44.49,113.21875,105.8828125
2004-10-18,1114.02,10965.62,2768.63,4566.79,109.24,194.6438,1112.95,44.225,113.234375,105.875
2004-10-19,1103.23,11064.86,2801.19,4614.04,110.24,196.3319,1108.74,44.649,113.28125,105.84375
2004-10-20,1103.66,10882.18,2769.26,4504.68,106.93,195.2984,1146.02,44.988,113.625,105.9140625
2004-10-21,1106.49,10789.23,2786.53,4492.91,105.78,197.2621,1147.28,45.073,113.578125,105.84375
2004-10-22,1095.74,10857.13,2788.89,4492.91,106.8,195.8152,1162.03,45.073,113.734375,105.890625
2004-10-25,1094.81,10659.15,2734.37,4446.51,104.13,191.819,1148.76,45.528,113.890625,105.9140625
2004-10-26,1111.09,10672.46,2739.37,4461.11,104.98,194.8506,1162.03,45.285,113.796875,105.9140625
2004-10-27,1125.4,10691.95,2787.15,4488.09,104.63,195.6085,1104.95,45.073,113.09375,105.765625
2004-10-28,1127.44,10853.12,2818.54,4578.58,107.77,192.6458,1072.51,45.126,113.1875,105.8203125
2004-10-29,1130.2,10771.42,2811.72,4504.78,107.99,202.3608,1090.2,45.475,113.5625,105.8828125
2004-11-01,1130.51,10734.71,2834.03,4499.24,108.17,198.778,1055.87,45.348,113.125,105.796875
2004-11-02,1130.54,10887.81,2855.16,4567.73,109.67,199.9493,1045.13,44.564,113.234375,105.828125
2004-11-03,1143.2,10887.81,2860.68,4608.55,111.58,201.8096,1071.67,45.052,113.296875,105.859375
2004-11-04,1161.67,10946.27,2859.52,4604.02,110.3,204.4967,1028.28,45.623,113.265625,105.78125
2004-11-05,1166.17,11061.77,2874.8,4642.24,111.52,207.5283,1044.92,45.994,112.421875,105.453125
2004-11-08,1164.89,10983.83,2872.48,4661.45,109.34,207.4247,1034.26,45.901,112.265625,105.421875
2004-11-09,1164.08,10964.87,2864.93,4708.69,109.04,209.4806,999.06,46.201,112.28125,105.421875
2004-11-10,1162.91,10994.96,2872.66,4797.77,111.19,208.2315,1028.64,46.028,112.015625,105.3359375
2004-11-12,1184.17,11019.98,2907.45,4831.09,113.41,212.4248,996.38,46.429,112.390625,105.375
2004-11-15,1183.81,11227.57,2898.16,4913.86,114.09,211.9366,986.71,46.323,112.453125,105.3203125
2004-11-16,1175.43,11161.75,2879.01,4818.54,113.3,207.8917,970.95,46.661,112.3125,105.2734375
2004-11-17,1181.94,11131.29,2922.24,4849.99,114.61,213.6103,990.28,47.146,112.796875,105.375
2004-11-18,1183.55,11082.42,2917.21,4871.19,113.33,217.7946,974.73,46.924,112.890625,105.34375
2004-11-19,1170.34,11082.84,2893.08,4843.72,112.07,217.5156,1027.48,47.356,112.296875,105.234375
2004-11-22,1177.24,10849.39,2879.58,4830.96,109.83,215.3537,1022.23,47.567,112.421875,105.21875
2004-11-23,1176.94,10849.39,2876.88,4900.94,111.18,217.3761,1028.53,47.462,112.328125,105.171875
2004-11-24,1181.76,10872.33,2876.84,4935.07,112.74,219.6077,1039.04,47.599,112.25,105.109375
2004-11-26,1182.65,10833.75,2898.95,4934.39,110.68,218.4221,1039.04,47.599,112.046875,105.078125
2004-11-29,1178.57,10977.89,2891.15,4970.22,111.62,220.7932,1045.76,48.052,111.453125,105.046875
2004-11-30,1173.82,10899.25,2876.39,4967.44,113.4,219.5379,1032.52,47.778,111.453125,105.1328125
2004-12-01,1191.37,10784.25,2913.21,4942.5,113.09,221.0024,956.03,48.063,111.34375,105.140625
2004-12-02,1190.33,10973.07,2926.73,4959.77,114.06,212.0758,908.95,47.683,111.21875,105.109375
2004-12-03,1191.17,11074.89,2911.59,4896.66,113.96,212.7034,894.03,48.263,112.125,105.296875
2004-12-06,1190.25,10981.96,2904.51,4920.53,112.37,211.9363,903.27,48.063,112.28125,105.3359375
2004-12-07,1177.07,10873.63,2918.43,4879.67,111.01,209.3908,871.33,47.831,112.28125,105.296875
2004-12-08,1182.81,10941.37,2912.44,4781.02,112.16,202.9847,881.48,46.249,112.953125,105.359375
2004-12-09,1189.24,10776.63,2888.02,4789.21,110.88,203.9926,894.43,46.091,112.828125,105.3359375
2004-12-10,1188,10756.8,2903.96,4693.64,108.57,206.4334,859.02,45.891,112.9375,105.328125
2004-12-13,1198.68,10789.25,2928.43,4679.34,108.36,211.6512,868.11,46.418,112.953125,105.265625
2004-12-14,1203.38,10915.58,2934.1,4720.67,109.38,211.9333,880.97,46.102,113.0625,105.265625
2004-12-15,1205.72,10956.46,2921.94,4779.54,111.87,214.9307,927.46,46.618,113.3125,105.296875
2004-12-16,1203.21,10924.37,2929.63,4762.92,112.51,216.0944,923.72,46.197,112.703125,105.2265625
2004-12-17,1194.22,11078.32,2891.48,4778.86,112.63,216.9407,966.48,46.692,112.5625,105.1953125
2004-12-20,1194.65,11103.42,2906.24,4808.48,113.45,220.3965,950.08,46.766,112.703125,105.140625
2004-12-21,1205.45,11125.92,2912.8,4786.06,113.51,221.4544,949.67,46.692,112.203125,105.1640625
2004-12-22,1209.57,11209.44,2937.74,4762.4,113.66,219.9028,918.12,46.534,112.03125,105.1953125
2004-12-23,1210.13,11209.44,2950.92,4783.9,112.54,219.2681,916.88,46.692,111.984375,105.2109375
2004-12-27,1204.92,11362.35,2944.16,4774.68,113,221.7718,857.52,47.04,111.515625,105.140625
2004-12-28,1213.54,11424.13,2955.11,4776.97,113.25,221.7718,866.86,46.945,111.5,105.140625
2004-12-29,1213.45,11381.56,2953.15,4787.42,113.84,224.0639,905.67,46.07,111.265625,105.0546875
2004-12-30,1213.55,11488.76,2951.24,4708.51,115.25,224.9807,901.73,46.218,111.671875,105.09375
2004-12-31,1211.92,11488.76,2951.01,4741.32,115.25,225.8975,901.73,46.218,111.9375,104.796875
2005-01-03,1202.08,11488.76,2970.02,4763.47,115.36,225.8975,874.12,45.301,111.875,104.75
2005-01-04,1188.05,11517.75,2971.12,4697.75,114.77,208.9005,911.27,45.248,111.40625,104.5625
2005-01-05,1183.74,11437.52,2947.19,4564.98,114.65,213.6963,900.48,45.048,111.40625,104.546875
2005-01-06,1187.89,11492.26,2966.24,4538.77,112.94,212.6031,945.52,44.447,111.484375,104.609375
2005-01-07,1186.19,11433.24,2979.82,4513.03,112.71,214.7542,942.82,44.225,111.375,104.546875
