,SPX Index,NKY Index ,SX5E Index,HSCEI Index,KOSPI2 Index,SPGCICP Index,SPGSCLP Index,SPGSGCP Index,TY1 Comdty,TU1 Comdty
2006-05-17,1270.32,16307.67,3605.19,7222.89,181.69,714.1863,1091.69,68.883,105.015625,101.6875
2006-05-18,1261.81,16087.18,3606.33,7032.42,177.18,711.7455,1103.02,67.799,105.515625,101.7578125
2006-05-19,1267.03,16155.45,3625.25,7042.31,177.94,664.3249,1089.65,65.472,105.578125,101.7109375
2006-05-22,1262.07,15857.87,3539.77,6644.02,173.6,666.94,1100.19,65.482,105.71875,101.734375
2006-05-23,1256.58,15599.2,3620.28,6691.35,172.78,745.742,1128.49,67.069,105.53125,101.703125
2006-05-24,1258.57,15907.2,3574.86,6748.05,173.36,690.2145,1098.61,63.491,105.734375,101.7578125
2006-05-25,1272.88,15693.75,3635,6580.99,168.33,713.9248,1121.57,64.556,105.46875,101.71875
2006-05-26,1280.16,15970.76,3699.8,6628.45,171.83,724.5596,1122.36,64.802,105.609375,101.7421875
2006-05-30,1259.84,15859.45,3590.91,6665.9,171.01,699.7161,1132.74,65.108,105.390625,101.6796875
2006-05-31,1270.09,15467.33,3637.17,6665.9,171.01,694.5731,1121.1,63.974,105.078125,101.5625
2006-06-01,1285.71,15503.74,3648.33,6486.47,168.03,677.9236,1106.16,62.446,105.140625,101.5703125
2006-06-02,1288.22,15789.31,3636.89,6603.51,169.85,691.958,1137.46,63.186,105.96875,101.78125
2006-06-05,1265.29,15668.31,3604.33,6702.5,168.83,682.1949,1141.7,63.945,105.75,101.6640625
2006-06-06,1263.85,15384.86,3529.1,6737.12,168.83,660.3152,1140.13,62.565,105.84375,101.6484375
2006-06-07,1256.15,15096.01,3562.36,6641.41,164.17,685.4203,1113.71,62.358,105.671875,101.609375
2006-06-08,1257.93,14633.03,3462.37,6340.6,158.11,643.4608,1106.65,60.504,105.859375,101.640625
2006-06-09,1252.3,14750.84,3520.99,6255.81,159.61,635.3874,1126.07,60.406,105.890625,101.625
2006-06-12,1236.4,14833.01,3480.76,6218.34,160.05,620.0275,1106.68,60.258,105.875,101.6171875
2006-06-13,1223.69,14218.6,3408.02,5953.94,155.43,579.0876,1078.6,55.871,106.015625,101.6171875
2006-06-14,1230.04,14309.56,3414.21,5901.33,157.7,585.2257,1083.74,55.842,105.421875,101.453125
2006-06-15,1256.16,14470.76,3493.25,6036.49,157.36,617.5824,1088.57,56.216,105.140625,101.3984375
2006-06-16,1251.54,14879.34,3463.56,6340.96,163.05,615.8287,1092.77,57.34,104.9375,101.375
2006-06-19,1240.14,14860.35,3490.24,6231.88,161.79,598.5543,1082.65,56.423,104.84375,101.3359375
2006-06-20,1240.12,14648.41,3514.83,6080.84,158.48,595.2222,1079.38,57.222,104.75,101.3125
2006-06-21,1252.2,14644.26,3526.86,6156.89,158.63,600.4834,1094.79,58.257,104.796875,101.3046875
2006-06-22,1245.6,15135.69,3544.85,6247.01,160.2,593.293,1102.73,57.705,104.328125,101.2421875
2006-06-23,1244.5,15124.04,3550.15,6267.92,158.88,599.4311,1103.2,57.961,104.125,101.1953125
2006-06-26,1250.56,15152.4,3534.84,6351.04,160.18,619.2485,1117.68,57.932,104.109375,101.1875
2006-06-27,1239.2,15171.81,3506.93,6429.26,161.36,596.7128,1119.55,57.606,104.296875,101.2109375
2006-06-28,1246,14886.11,3506.02,6485.54,160.18,610.5674,1123.75,57.271,104.078125,101.1640625
2006-06-29,1272.87,15121.15,3582.61,6574.89,163.3,645.8177,1144.45,58.05,104.40625,101.28125
2006-06-30,1270.2,15505.18,3648.92,6784.6,167.45,647.133,1150.83,60.721,104.859375,101.359375
2006-07-03,1280.19,15571.62,3662.92,6792.08,167.33,643.5378,1150.83,60.721,104.78125,101.3671875
2006-07-05,1270.91,15523.94,3618.64,6717.86,165.51,652.3065,1170.45,62.072,104.25,101.234375
2006-07-06,1274.08,15321.4,3662.39,6797.07,163.47,694.7472,1169.67,62.722,104.5,101.28125
2006-07-07,1265.48,15307.61,3651.33,6837.77,164.7,684.9262,1153.32,62.574,104.859375,101.359375
2006-07-10,1267.34,15552.81,3666.51,6828.04,168.27,685.9784,1145.85,61.717,104.875,101.359375
2006-07-11,1272.52,15473.82,3617.78,6800.72,168.45,700.6357,1154.3,63.385,105.078125,101.390625
2006-07-12,1258.6,15249.32,3630.5,6826.65,167.93,712.3209,1166.77,64.185,105.078125,101.375
2006-07-13,1242.29,15097.95,3562.56,6728.23,166.35,701.732,1197.75,64.502,105.28125,101.4453125
2006-07-14,1236.2,14845.24,3508.25,6647.53,162.33,715.8864,1204.55,65.829,105.375,101.5234375
2006-07-17,1234.49,14845.24,3498.62,6571.2,162.33,686.1092,1177,64.255,105.3125,101.4765625
2006-07-18,1236.86,14437.24,3492.11,6557.1,159.69,692.4082,1151.75,62.063,104.859375,101.3515625
2006-07-19,1259.81,14500.26,3585.65,6609.17,159.76,691.0427,1144.25,63.347,105.40625,101.4921875
2006-07-20,1249.13,14946.84,3589.63,6778.12,165.11,652.6319,1136.6,62.343,105.625,101.5859375
2006-07-21,1240.29,14821.26,3557.08,6736.12,165,623.6476,1139.05,61.136,105.5625,101.5546875
2006-07-24,1260.91,14794.5,3632.93,6718.55,163.93,634.2194,1148.53,60.431,105.5625,101.5390625
2006-07-25,1268.88,15005.24,3631.5,6745.91,166.25,659.6798,1128.64,60.904,105.4375,101.5
2006-07-26,1268.4,14884.07,3640.75,6738.63,166.1,661.618,1131.55,61.29,105.640625,101.5625
2006-07-27,1263.2,15179.78,3681.55,6822.29,168.52,667.6087,1140.73,62.333,105.640625,101.578125
2006-07-28,1278.55,15342.87,3710.6,6859.24,168.54,680.471,1120.83,62.555,106,101.71875
2006-07-31,1276.66,15456.81,3691.87,6829.49,168.51,705.7552,1138.59,62.459,106.03125,101.734375
2006-08-01,1270.92,15440.91,3640.6,6755.38,167.14,689.6332,1146.39,63.617,106.03125,101.75
2006-08-02,1278.55,15464.29,3696.35,6767.77,168.27,693.2452,1160.16,64.129,106.15625,101.75
2006-08-03,1280.27,15470.37,3667.91,6857.92,167.94,664.7014,1154.81,63.444,106.171875,101.7109375
2006-08-04,1279.36,15499.18,3718.09,6820.65,169.68,697.2978,1144.09,63.347,106.546875,101.8359375
2006-08-07,1275.77,15154.06,3658.25,6860.79,167.61,702.3194,1178.07,63.685,106.375,101.765625
2006-08-08,1271.48,15464.66,3668.1,6882.36,170.68,699.9043,1167.76,63.473,106.421875,101.828125
2006-08-09,1265.95,15656.59,3707.19,6991.09,171.11,712.5702,1166.97,63.926,106.375,101.828125
2006-08-10,1271.81,15630.91,3675.44,6980.91,169.44,698.7834,1134.29,62.381,106.359375,101.8125
2006-08-11,1266.74,15565.02,3675.06,7002.45,167.65,671.2277,1141.26,62.227,106.0625,101.7265625
2006-08-14,1268.21,15857.11,3719.11,7029.54,168.19,678.4737,1125.64,61.734,105.8125,101.640625
2006-08-15,1285.58,15816.19,3766.38,7014.6,168.19,678.3853,1116.33,61.116,106.28125,101.7578125
2006-08-16,1295.43,16071.36,3791.1,7063.12,171.01,683.0687,1099.21,61.705,106.703125,101.8828125
2006-08-17,1297.48,16020.84,3800.1,7015.93,172.65,647.0154,1073.53,60.383,106.65625,101.84375
2006-08-18,1302.3,16105.98,3791.4,6989.99,173.17,663.8933,1082.84,60.035,106.859375,101.8828125
2006-08-21,1297.52,15969.04,3777.25,6902.5,171.96,678.9155,1100.86,61.339,106.9375,101.8984375
2006-08-22,1298.82,16181.17,3792.55,7011.11,173.81,675.9111,1097.86,61.223,106.96875,101.8984375
2006-08-23,1292.99,16163.03,3758.98,6960.1,172.33,674.674,1077.73,61.126,106.90625,101.890625
2006-08-24,1296.06,15960.62,3781.87,6897.86,171.08,658.7681,1086.74,60.692,106.9375,101.875
2006-08-25,1295.09,15938.66,3781.17,6868.53,172.92,670.2557,1088.99,60.914,107.03125,101.90625
2006-08-28,1301.78,15762.59,3808.57,6847.35,172.64,670.2557,1060.46,60.247,106.9375,101.8671875
2006-08-29,1304.28,15890.56,3806.81,6936.37,174.79,655.9404,1046.94,59.784,106.96875,101.8828125
2006-08-30,1304.27,15872.02,3817.86,6922.7,174.16,660.3587,1051.75,60.46,107.125,101.9375
2006-08-31,1303.82,16140.76,3808.7,6882.16,175.44,682.5386,1055.2,61.242,107.421875,102.015625
2006-09-01,1311.01,16134.25,3820.89,6892.97,175.99,672.8183,1039.13,61.087,107.484375,102.046875
2006-09-05,1313.25,16385.96,3817.76,7029.92,176.75,702.5093,1030.27,62.468,107.1875,101.9921875
2006-09-06,1300.26,16284.09,3772.21,6999.52,176.19,713.2016,1013.75,61.976,107.0625,101.953125
2006-09-07,1294.02,16012.41,3739.7,6967.23,175.43,710.5506,1011.05,60.344,107.09375,101.9375
2006-09-08,1298.92,16080.46,3750.08,6953,175.78,692.7007,994.98,59.61,107.265625,101.9765625
2006-09-11,1299.54,15794.38,3742.06,6871.62,173,660.8849,984.95,57.679,107.078125,101.9140625
2006-09-12,1313.11,15719.34,3788.96,6865.07,172.28,670.042,958.3,57.389,107.25,101.9296875
2006-09-13,1318.07,15750.05,3805.55,6908.95,172.93,661.2105,960.26,57.582,107.3125,101.9609375
2006-09-14,1316.28,15942.39,3796.59,6917.57,176.35,657.3998,947.72,56.587,107.125,101.921875
2006-09-15,1319.87,15866.93,3812.11,6904.75,176.51,643.7832,946.39,56.298,107.078125,101.859375
2006-09-18,1321.18,15866.93,3808.47,6965.55,178.28,659.6987,952.75,57.244,106.96875,101.8359375
2006-09-19,1318.31,15874.28,3780.18,7006.43,178.32,663.766,919.04,56.317,107.5,101.96875
2006-09-20,1325.18,15718.67,3841.31,7044.52,177.34,659.7871,897.9,56.607,107.609375,101.9453125
2006-09-21,1318.03,15834.23,3857.14,7107.91,177.31,670.1322,910.47,56.81,107.96875,102.1171875
2006-09-22,1314.78,15634.67,3812.73,7106.13,175,669.1596,895.09,57.495,108.328125,102.171875
2006-09-25,1326.37,15633.81,3822.12,7099.86,176.03,665.9765,908.4,57.543,108.578125,102.21875
2006-09-26,1336.34,15557.45,3872.92,6966.74,174.58,678.7089,901.89,57.659,108.390625,102.1484375
2006-09-27,1336.59,15947.87,3896.18,7070.4,176.74,675.0837,930.72,58.258,108.34375,102.15625
2006-09-28,1339.15,16024.85,3894.98,7099.15,178.21,662.2629,927.76,58.992,108.15625,102.1484375
2006-09-29,1335.85,16127.58,3899.41,7097.25,178.05,668.7175,929.98,58.345,108.0625,102.109375
2006-10-02,1331.32,16254.29,3892.48,7097.25,178.46,666.0649,902.19,58.258,108.203125,102.3125
2006-10-03,1334.11,16242.09,3880.14,7134.79,178.46,650.1494,867.45,56.153,108.203125,102.296875
2006-10-04,1350.22,16082.55,3914.73,7094.07,175.48,623.2698,878.24,54.724,108.578125,102.421875
2006-10-05,1353.22,16449.33,3939.86,7142.19,175.48,647.3199,887.41,55.574,108.25,102.3203125
2006-10-06,1349.58,16436.06,3940.31,7129.15,175.48,661.2902,883.42,55.699,107.609375,102.140625
2006-10-10,1353.42,16477.25,3960.67,7167.33,172.78,659.2734,866.86,55.641,107.25,102.015625
2006-10-11,1349.95,16400.57,3967.39,7219.42,172.51,667.0244,854.37,55.67,106.984375,101.921875
2006-10-12,1362.83,16368.81,3999.89,7290.71,173.1,664.1562,857.82,56.037,107.046875,101.9453125
2006-10-13,1365.62,16536.54,3999.07,7330.06,175.42,662.5622,866.73,57.234,106.875,101.8984375
2006-10-16,1369.05,16692.76,4001.97,7366.67,176.51,690.1025,884.98,57.795,107.015625,101.9296875
2006-10-17,1364.05,16611.59,3949.57,7402.15,175.85,678.5019,871.9,57.312,107.109375,101.953125
2006-10-18,1365.96,16653,3991.38,7441.04,176.19,679.2546,852.35,57.225,107.15625,101.9453125
2006-10-19,1366.96,16551.36,3986.82,7440.32,176.11,680.273,869.6,58.181,107.03125,101.9140625
2006-10-20,1368.6,16651.63,3998.19,7512.31,177.35,671.5061,852.79,57.592,107.015625,101.90625
2006-10-23,1377.02,16788.82,4019.02,7449.25,177.36,670.0007,845.31,56.288,106.765625,101.828125
2006-10-24,1377.38,16780.47,4014.01,7496.38,177.49,665.2188,853.07,56.742,106.75,101.828125
2006-10-25,1382.22,16699.3,4019.14,7518.77,178.2,662.1194,882.54,57.051,107.078125,101.890625
2006-10-26,1389.08,16811.6,4027.29,7556.22,178.53,660.9682,867.59,57.92,107.46875,101.9921875
2006-10-27,1377.34,16669.07,4017.27,7406.02,177.85,662.9164,873.2,58.036,107.75,102.1015625
2006-10-30,1377.93,16351.85,4004.92,7406.02,175.99,653.6182,838.84,58.654,107.75,102.0859375
2006-10-31,1377.94,16399.39,4004.8,7484.35,176.84,654.548,844.16,58.596,108.21875,102.203125
2006-11-01,1367.81,16375.26,4014.34,7568.19,177.94,634.0477,843.87,59.803,108.53125,102.296875
2006-11-02,1367.34,16350.02,3974.62,7621.93,179.22,642.4161,831.94,60.624,108.3125,102.25
2006-11-03,1364.3,16350.02,3990.46,7620.47,179.14,650.076,850.05,60.759,107.46875,101.9765625
2006-11-06,1379.78,16364.76,4045.22,7715.73,178.41,652.5112,862.7,60.634,107.515625,101.96875
2006-11-07,1382.84,16393.41,4072.86,7753.67,179.45,657.2931,847.04,60.614,107.859375,102.0546875
2006-11-08,1385.72,16215.74,4073.81,7747.26,178.61,630.4637,859.98,59.706,108.046875,102.09375
2006-11-09,1378.33,16198.57,4073,7911.28,181.31,648.5594,879.91,61.49,108.0625,102.1015625
2006-11-13,1384.42,16022.49,4086.14,8064.12,180.93,614.0121,844.66,60.435,108.15625,102.0703125
2006-11-14,1393.22,16289.55,4084.33,8093.9,182.3,605.9609,838.94,60.387,108.390625,102.109375
2006-11-15,1396.57,16243.47,4108.83,8240.23,182.9,611.4463,846.47,60.234,108.03125,101.984375
2006-11-16,1399.76,16163.87,4109.81,8312.41,182.69,602.5104,816.5,60.033,107.75,101.9375
2006-11-17,1401.2,16091.73,4080.03,8321.33,182.94,601.3602,822.07,60.109,108.171875,102.0703125
2006-11-20,1400.5,15725.94,4095.75,8286.51,181.6,605.1646,819.7,60.081,108.21875,102.0703125
2006-11-21,1402.81,15734.14,4096.06,8325.33,182.06,617.728,838.8,60.721,108.34375,102.0703125
2006-11-22,1406.09,15914.23,4094.97,8610.04,184.24,610.2077,825.84,60.75,108.421875,102.0859375
2006-11-24,1400.95,15734.6,4048.16,8591.09,183.91,632.5032,825.84,60.75,108.5,102.125
2006-11-27,1381.9,15885.38,3978.25,8514,184.27,626.9293,840.89,61.869,108.59375,102.125
2006-11-28,1386.72,15855.26,3975.11,8133.78,182.42,616.3124,850.23,61.544,108.8125,102.1875
2006-11-29,1399.48,16076.2,4023.09,8402.26,183.8,618.8782,870.72,61.362,108.71875,102.171875
2006-11-30,1400.63,16274.33,3987.23,8546.6,184.96,625.2484,880.06,62.423,109.109375,102.28125
2006-12-01,1396.71,16321.78,3932.09,8566.85,185.28,618.4359,884.25,62.203,109.40625,102.453125
2006-12-04,1409.12,16303.59,3962.93,8576.04,184.31,618.3474,870.45,62.232,109.375,102.453125
2006-12-05,1414.76,16265.76,4007.94,8758.17,183.53,633.6092,870.31,61.945,109.34375,102.46875
2006-12-06,1412.9,16371.28,4002.31,8799.49,182.6,616.7548,866.96,60.798,109.0625,102.359375
2006-12-07,1407.29,16473.36,4018.69,8709.86,182.19,608.3497,871.14,60.903,109.0625,102.359375
2006-12-08,1409.84,16417.82,4019.89,8630.4,179.49,607.589,865.22,60.329,108.5625,102.1875
2006-12-11,1413.04,16527.99,4052.89,8737.97,179.5,611.6656,854.44,60.693,108.78125,102.203125
2006-12-12,1411.56,16637.78,4059.74,8745.56,177.93,604.8939,850.27,60.396,109.015625,102.2890625
2006-12-13,1413.21,16692.93,4094.33,8665.72,178.75,592.9449,853.22,60.463,108.453125,102.125
2006-12-14,1425.49,16829.2,4118.84,8847.75,183.57,597.9369,869.14,60.32,108.3125,102.0859375
2006-12-15,1427.09,16914.31,4140.66,8988.91,183.82,586.0533,879.57,59.192,108.296875,102.0859375
2006-12-18,1422.48,16962.11,4130.06,9238.12,185.38,588.969,861.73,59.077,108.34375,102.109375
2006-12-19,1425.55,16776.88,4100.48,9139.51,184.63,586.4951,870.92,59.794,108.328125,102.1015625
2006-12-20,1423.53,17011.04,4118.54,9430.28,186.54,576.246,874.49,59.689,108.328125,102.1015625
2006-12-21,1418.3,17047.83,4112.1,9500.23,185.81,558.6635,859.94,59.431,108.671875,102.1875
2006-12-22,1410.76,17104.96,4073.5,9593.07,185.98,558.3984,856.51,59.498,108.15625,102.0859375
2006-12-26,1416.9,17169.19,4073.5,9593.07,185.62,558.3984,838.53,59.937,108.265625,102.09375
2006-12-27,1426.84,17223.15,4134.86,10258.31,184.3,563.1695,828.1,60.262,107.859375,102
2006-12-28,1424.73,17224.81,4130.66,10363.28,185.39,563.1695,830.71,60.893,107.59375,102.0078125
2006-12-29,1418.3,17225.83,4119.94,10340.36,185.39,558.7518,837.85,60.999,107.46875,101.9296875
2007-01-02,1418.3,17225.83,4182.12,10633.42,185.7,538.8721,837.85,60.999,107.59375,102.0625
2007-01-03,1416.6,17225.83,4188.24,10766.08,182.13,516.3418,800.38,60.215,107.75,102.1171875
2007-01-04,1418.34,17353.67,4177.76,10347.67,180.52,504.5907,762.92,59.87,108.0625,102.203125
2007-01-05,1409.71,17091.59,4129.35,10235.46,179.1,495.3135,772.8,58.025,107.875,102.1328125
2007-01-08,1412.84,17091.59,4123.33,10103,177.08,495.1368,769.78,58.264,107.8125,102.078125
2007-01-09,1412.11,17237.77,4129.49,9967.48,177.52,496.515,763.17,58.799,107.8125,102.0546875
2007-01-10,1414.85,16942.4,4090.88,9649.23,174.99,519.2075,740.25,58.646,107.6875,102.0234375
2007-01-11,1423.82,16838.17,4165.95,9511.76,176.26,520.9209,711.39,58.699,107.3125,101.9296875
2007-01-12,1430.73,17057.01,4174.8,9674.71,179.36,508.0436,725.52,59.933,107.109375,101.890625
2007-01-16,1431.9,17202.46,4169.18,10017.77,179.73,504.4671,699.8,59.838,107.234375,101.9140625
2007-01-17,1430.62,17261.35,4146.73,9919.35,178.5,498.6828,715.56,60.539,106.984375,101.8359375
2007-01-18,1426.37,17370.93,4137.31,9944.24,179.12,488.8805,697.78,60.046,107.1875,101.8671875
2007-01-19,1430.5,17310.44,4173.07,9857.97,176.23,494.6206,719.19,60.842,107.046875,101.8203125
2007-01-22,1422.95,17424.18,4140.61,10052.73,176.83,495.592,708.15,60.624,107.140625,101.828125
2007-01-23,1427.99,17408.57,4140.19,9946.08,176.9,499.301,741.28,61.75,106.890625,101.78125
2007-01-24,1440.13,17507.4,4187.55,10012.57,179.37,504.2022,745.73,61.968,106.875,101.8046875
2007-01-25,1423.9,17458.3,4175.7,9864.31,179.12,517.0512,730.37,61.959,106.5,101.7265625
2007-01-26,1422.18,17421.93,4149.01,9660.66,177.58,512.5474,746.4,61.608,106.4375,101.7109375
2007-01-29,1420.62,17470.46,4166.83,9676.12,176.41,492.3687,727.41,61.457,106.359375,101.6953125
2007-01-30,1428.82,17490.19,4195.22,9771.66,177.45,497.1374,767.27,61.561,106.453125,101.71875
2007-01-31,1438.24,17383.42,4178.54,9602.4,175.99,505.4826,783.03,62.29,106.75,101.796875
2007-02-01,1445.94,17519.5,4211.32,9541.97,179.1,493.4725,771.72,62.773,106.671875,101.7578125
2007-02-02,1448.39,17547.11,4228.39,9598.21,183.2,470.8653,794.88,61.684,106.71875,101.7890625
2007-02-05,1446.99,17344.8,4227.47,9605.56,183.73,470.4679,791.11,62.12,106.84375,101.8125
2007-02-06,1448,17406.86,4233.47,9621.15,185.09,482.0364,793,62.366,107.125,101.8515625
2007-02-07,1450.02,17292.32,4251.06,9839.95,184.67,478.1949,777.24,62.233,107.296875,101.890625
2007-02-08,1448.31,17292.48,4225.92,9944.1,184.25,476.6586,804.33,62.754,107.328125,101.890625
2007-02-09,1438.06,17504.33,4248.24,9915.36,184.72,491.5227,806.85,63.654,106.984375,101.8203125
2007-02-12,1433.37,17504.33,4213.85,9933.5,182.8,481.7812,779.68,63.18,106.859375,101.78125
2007-02-13,1444.26,17621.45,4239.03,9711.13,183.29,506.4083,796.03,63.294,106.796875,101.765625
2007-02-14,1455.3,17752.64,4267.02,9746.67,185.72,504.2038,779,63.625,107.34375,101.90625
2007-02-15,1456.81,17897.23,4258.13,9878.44,186.82,515.3143,778.2,63.568,107.515625,101.96875
2007-02-16,1455.54,17875.65,4247.4,9957.76,187.57,511.7872,796.16,63.701,107.59375,101.96875
2007-02-20,1459.68,17939.12,4250.3,9957.76,188.12,503.3221,782.73,62.584,107.671875,101.9921875
2007-02-21,1457.63,17913.21,4232.52,9996.49,187.9,509.4064,798.95,64.761,107.59375,101.9609375
2007-02-22,1456.38,18108.79,4241.48,10015.09,189.72,540.2688,810.66,64.667,107.328125,101.890625
2007-02-23,1451.19,18188.42,4245.99,9956.3,190.19,555.7,813.18,65.017,107.6875,101.9609375
2007-02-26,1449.37,18215.35,4272.32,9889.47,190.12,553.8042,816.51,65.31,107.984375,102.0390625
2007-02-27,1399.04,18119.92,4156.73,9586.23,188.15,548.4694,817.44,65.064,108.78125,102.3203125
2007-02-28,1406.82,17604.12,4087.12,9283.67,183.2,529.2465,821.83,63.673,108.5625,102.2734375
2007-03-01,1403.17,17453.51,4031.3,9016.63,183.2,538.3289,824.62,62.972,108.578125,102.296875
2007-03-02,1387.17,17217.93,4011.63,8985.91,182.78,530.6574,819.84,60.984,108.84375,102.3828125
2007-03-05,1374.12,16642.25,3980.06,8528.46,177.69,519.0619,798.95,60.52,108.8125,102.3671875
2007-03-06,1395.41,16844.5,4010.39,8833.25,181.23,527.042,807.2,61.182,108.75,102.3359375
2007-03-07,1391.97,16764.62,4021.97,8876.06,182.36,541.2387,822.23,61.817,108.9375,102.3984375
2007-03-08,1401.89,17090.31,4082.58,9159.46,183.94,553.3097,820.16,62.062,108.9375,102.3828125
2007-03-09,1402.85,17164.04,4091.67,9231.21,183.87,540.278,799.96,61.736,108.375,102.171875
2007-03-12,1406.6,17292.39,4066.78,9352.68,186.36,552.5763,786.13,61.57,108.609375,102.234375
2007-03-13,1377.95,17178.84,4017.74,9268.84,185.72,548.8026,777.23,61.486,109.0625,102.421875
2007-03-14,1387.17,16676.89,3906.15,9002.48,181.81,549.8609,781.23,60.829,108.9375,102.3984375
2007-03-15,1392.28,16860.39,3985.57,9095.52,184.41,578.4343,774.64,61.261,108.859375,102.328125
2007-03-16,1386.95,16744.15,3984.54,9112.96,184.42,584.5194,769.73,61.908,108.78125,102.3046875
2007-03-19,1402.06,17009.55,4055.49,9225.26,186.31,586.5478,771.28,61.936,108.625,102.234375
2007-03-20,1410.94,17163.2,4079.52,9248.67,186.34,588.2234,765.47,62.386,108.765625,102.28125
2007-03-21,1435.04,17163.2,4078.29,9307.16,186.24,584.8722,770.12,62.48,108.578125,102.4140625
2007-03-22,1434.54,17419.2,4170.08,9413.7,187.15,595.014,796.99,62.874,108.53125,102.3125
2007-03-23,1436.11,17480.61,4191.58,9487.51,186.89,594.7494,804.62,62.217,108.375,102.2578125
2007-03-26,1437.5,17521.96,4142.11,9552.58,187.19,606.2581,812.76,62.846,108.53125,102.328125
2007-03-27,1428.61,17365.05,4153.61,9570.27,187.68,590.869,813.01,62.714,108.390625,102.328125
2007-03-28,1417.23,17254.73,4128.2,9483.13,185.96,588.3997,827.87,63.099,108.375,102.34375
2007-03-29,1422.53,17263.94,4180.07,9599.53,187.44,596.9541,853.06,62.602,108.25,102.28125
2007-03-30,1420.86,17287.65,4181.03,9616.21,187.6,606.7431,851,62.733,108.125,102.3671875
2007-04-02,1424.55,17028.41,4189.55,9643,188.56,617.3258,851.9,62.967,108.15625,102.4453125
2007-04-03,1437.77,17244.05,4246.3,9724.27,189.12,641.0487,835.11,62.799,108,102.375
2007-04-04,1439.37,17544.09,4261.83,9859.5,191.77,657.011,831.75,63.521,108.125,102.3984375
2007-04-05,1443.76,17491.42,4271.54,9859.5,191.41,649.6031,830.46,63.708,107.953125,102.3671875
2007-04-09,1444.61,17743.76,4271.54,9859.5,193.85,649.6031,794.67,63.474,107.4375,102.15625
2007-04-10,1448.39,17664.69,4301.47,10012.93,193.55,682.7623,800.02,63.905,107.578125,102.2265625
2007-04-11,1438.87,17670.07,4293.2,10149.89,195.27,693.05,800.73,63.924,107.484375,102.1875
2007-04-12,1447.8,17540.42,4280.02,10163.3,196.81,680.4282,821.29,63.736,107.484375,102.1796875
2007-04-13,1452.85,17363.95,4317.35,10156.27,195.85,681.9821,820.64,64.693,107.3125,102.1015625
2007-04-16,1468.47,17628.3,4379.25,10313.8,197.1,684.4108,812.48,65.124,107.453125,102.1328125
2007-04-17,1471.48,17527.45,4384.38,10346.22,196.57,712.8046,797.51,64.937,107.796875,102.25
2007-04-18,1472.5,17667.33,4358.95,10361.4,197.31,707.064,796.52,65.012,108.03125,102.3203125
2007-04-19,1470.73,17371.97,4339.93,10029.35,194.59,692.6684,783.4,64.543,107.984375,102.3203125
2007-04-20,1484.35,17452.62,4416.79,10179.87,197.24,704.2379,793.18,65.246,108,102.3203125
2007-04-23,1480.93,17455.37,4400.12,10234,198.62,709.1836,815.2,65.096,108.125,102.3515625
2007-04-24,1480.41,17451.77,4367.83,10239.32,200.02,692.2268,798.99,64.487,108.328125,102.4140625
2007-04-25,1495.42,17236.16,4404.44,10177.1,198.43,695.4062,814.58,64.458,108.171875,102.3515625
2007-04-26,1494.25,17429.17,4414.21,10260.99,199.75,677.9195,804.93,63.577,107.90625,102.2578125
2007-04-27,1494.07,17400.41,4383.13,10141.41,198.28,686.2213,822.25,63.933,107.84375,102.25
2007-04-30,1482.37,17400.41,4392.34,10035.01,198.55,687.8993,812.97,64.093,108.328125,102.359375
2007-05-01,1486.3,17274.98,4392.41,10035.01,198.55,708.7421,796.77,63.511,108.21875,102.296875
2007-05-02,1495.92,17394.92,4415.48,9993.1,199.86,705.3861,787.86,63.305,108.171875,102.2890625
2007-05-03,1502.39,17394.92,4427.32,10134.4,200.67,725.3457,781.8,64.177,107.953125,102.171875
2007-05-04,1505.62,17394.92,4445.59,10383.63,201.56,737.6217,766.21,64.674,108.21875,102.234375
2007-05-07,1509.48,17669.83,4441.31,10496.04,203.57,737.6217,760.48,64.742,108.234375,102.21875
2007-05-08,1507.72,17656.84,4411.32,10447.72,203.51,723.756,769.34,64.46,108.265625,102.234375
2007-05-09,1512.58,17748.12,4425.03,10515.79,204.77,714.0173,760.3,64.002,107.953125,102.1328125
2007-05-10,1491.47,17736.96,4391.87,10566.67,205.51,699.8013,763.79,62.551,108.140625,102.1953125
2007-05-11,1505.85,17553.72,4423.07,10392.01,206.06,700.5443,772.09,63.043,107.96875,102.15625
2007-05-14,1503.15,17677.94,4413.72,10948.72,206.28,678.8196,769.05,62.839,107.84375,102.1171875
2007-05-15,1501.19,17512.98,4441.03,10893.05,204.22,688.6422,777.59,63.239,107.6875,102.1015625
2007-05-16,1514.14,17529,4422.62,10949.57,205.62,675.1915,769.77,62.022,107.6875,102.1015625
2007-05-17,1512.75,17498.6,4428.57,10946.9,207.35,643.6,793.48,61.622,107.359375,102.015625
2007-05-18,1522.75,17399.58,4480.81,10859.17,206.69,645.7238,794.2,62.068,107.046875,101.953125
2007-05-21,1525.1,17556.87,4465.54,10885.51,208.74,657.9357,804.92,62.236,107.140625,101.96875
2007-05-22,1524.12,17680.05,4469.88,10838.36,210.69,645.0159,788.55,61.873,106.875,101.9140625
2007-05-23,1522.28,17705.12,4499.69,10874.38,211.15,639.5294,791.68,62.124,106.703125,101.90625
2007-05-24,1507.51,17696.97,4452.7,10874.38,211.15,621.7426,772.54,61.251,106.6875,101.8984375
