,SPX Index,KOSPI Index,NKY Index,HSCEI Index,SX5E Index
2010-04-27,1183.71,1749.55,11212.66,12171.01,2838.78
2010-04-26,1212.05,1752.2,11165.79,12380.71,2947.04
2010-04-23,1217.28,1737.03,10914.46,12168.18,2918.11
2010-04-22,1208.67,1739.52,10949.09,12330.89,2897.59
2010-04-21,1205.94,1747.58,11090.05,12370.98,2947.64
2010-04-20,1207.17,1718.03,10900.68,12436.56,2983.91
2010-04-19,1197.52,1705.3,10908.77,12253.78,2940.19
2010-04-16,1192.13,1734.49,11102.18,12557.4,2949.65
2010-04-15,1211.67,1743.91,11273.79,12813.88,3012.65
2010-04-14,1210.65,1735.33,11204.9,12842.47,3008.03
2010-04-13,1197.3,1710.59,11161.23,12839.85,2988.24
2010-04-12,1196.48,1710.3,11251.9,12953.45,3002.23
2010-04-09,1194.37,1724.47,11204.34,13046.72,2993.54
2010-04-08,1186.44,1733.78,11168.2,12855.31,2942.31
2010-04-07,1182.45,1726.6,11292.83,12987.82,2974.62
2010-04-06,1189.44,1726.09,11282.32,12696.05,2989.49
2010-04-05,1187.44,1724.99,11339.3,12696.05,2978.5
2010-04-01,1178.1,1719.17,11244.4,12696.05,2978.5
2010-03-31,1169.43,1692.85,11089.94,12397.59,2931.16
2010-03-30,1173.27,1700.19,11097.14,12414.2,2939.68
2010-03-29,1173.22,1691.99,10986.47,12215.48,2947.49
2010-03-26,1166.59,1697.72,10996.37,12050.33,2940.94
2010-03-25,1165.73,1688.39,10828.85,11902.49,2948.09
2010-03-24,1167.72,1681.01,10815.03,12048.63,2903.94
2010-03-23,1174.17,1681.82,10774.15,12020.85,2910.52
2010-03-22,1165.81,1672.67,10824.72,12008.65,2890.75
2010-03-19,1159.9,1686.11,10824.72,12262.36,2897.95
2010-03-18,1165.83,1675.17,10744.03,12208.36,2913.74
2010-03-17,1166.21,1682.86,10846.98,12231.47,2931.31
2010-03-16,1159.46,1648.01,10721.71,11940.47,2905.93
2010-03-15,1150.51,1649.5,10751.98,11971.49,2870.55
2010-03-12,1149.99,1662.74,10751.26,12173.28,2898.36
2010-03-11,1150.24,1656.62,10664.95,12170.04,2895.74
2010-03-10,1145.61,1662.24,10563.92,12217.33,2909.4
2010-03-09,1140.45,1660.83,10567.65,12210.34,2880.71
2010-03-08,1138.5,1660.04,10585.92,12202.8,2879.29
2010-03-05,1138.7,1634.57,10368.96,11927.37,2877.44
2010-03-04,1122.97,1618.2,10145.72,11775.06,2816.1
2010-03-03,1118.79,1622.44,10253.14,12048.25,2822.59
2010-03-02,1118.31,1615.12,10221.84,12017.55,2796.33
2010-03-01,1115.71,1594.58,10172.06,11913.45,2772.7
2010-02-26,1104.49,1594.58,10126.03,11543.73,2728.47
2010-02-25,1102.94,1587.51,10101.96,11388.5,2684.42
2010-02-24,1105.24,1612.83,10198.83,11493.41,2734.95
2010-02-23,1094.6,1628.9,10352.1,11619.68,2730.57
2010-02-22,1108.01,1627.1,10400.47,11519.56,2778.12
2010-02-19,1109.17,1593.9,10123.58,11263.83,2793.37
2010-02-18,1106.75,1621.19,10335.69,11601.67,2778.3
2010-02-17,1099.51,1627.43,10306.83,11708.34,2762.25
2010-02-16,1094.87,1601.05,10034.25,11536.36,2720.77
2010-02-12,1075.51,1593.66,10092.19,11536.36,2674.46
2010-02-11,1078.47,1597.81,9963.99,11582.31,2680.25
2010-02-10,1068.13,1570.12,9963.99,11345.64,2700.17
2010-02-09,1070.52,1570.49,9932.9,11200.33,2668.43
2010-02-08,1056.74,1552.79,9951.82,10989.19,2664.29
2010-02-05,1066.19,1567.12,10057.09,11131.78,2631.64
2010-02-04,1063.11,1616.42,10355.98,11605.88,2707.45
2010-02-03,1097.28,1615.02,10404.33,11838.72,2804.61
2010-02-02,1103.32,1595.81,10371.09,11570.35,2830.01
2010-02-01,1089.19,1606.44,10205.02,11621.64,2793.29
2010-01-29,1073.87,1602.43,10198.04,11498.2,2776.83
2010-01-28,1084.53,1642.43,10414.29,11636.03,2737.33
2010-01-27,1097.5,1625.48,10252.08,11372.69,2787.4
2010-01-26,1092.17,1637.34,10325.28,11410.12,2827.74
2010-01-25,1096.78,1670.2,10512.69,11858.46,2807.3
2010-01-22,1091.76,1684.35,10590.55,11975.65,2836.8
2010-01-21,1116.48,1722.01,10868.41,11957.83,2863.25
2010-01-20,1138.04,1714.38,10737.52,12282.09,2914.6
2010-01-19,1150.23,1710.22,10764.9,12600.76,2984.82
2010-01-15,1136.03,1701.8,10982.1,12356.88,2940.25
2010-01-14,1148.46,1685.77,10907.68,12363.37,2989.71
2010-01-13,1145.68,1671.41,10735.03,12482.18,2978.41
2010-01-12,1136.22,1698.64,10879.14,12967.37,2976.89
2010-01-11,1146.98,1694.12,10798.32,13119.03,3010.24
2010-01-08,1144.98,1695.26,10798.32,13035.09,3017.85
2010-01-07,1141.69,1683.45,10681.66,13073.2,3007.34
2010-01-06,1137.14,1705.32,10731.45,13246.21,3009.66
2010-01-05,1136.52,1690.62,10681.83,13142.03,3012.36
2010-01-04,1132.99,1696.14,10654.79,12750.55,3017.8
2009-12-31,1115.1,1682.77,10546.44,12794.13,2964.96
2009-12-30,1126.42,1682.77,10546.44,12530.77,2966.24
2009-12-29,1126.2,1672.48,10638.06,12644.93,2992.08
2009-12-28,1127.78,1685.59,10634.23,12669.52,2982.42
2009-12-24,1126.48,1682.34,10536.92,12673.74,2957.03
2009-12-23,1120.59,1661.35,10378.03,12528.66,2957.48
2009-12-22,1118.02,1655.54,10378.03,12349.86,2945.71
2009-12-21,1114.05,1644.23,10183.47,12203.17,2926.05
2009-12-18,1102.47,1647.04,10142.05,12334.82,2871.22
2009-12-17,1096.08,1647.84,10163.8,12501.2,2891.66
2009-12-16,1109.18,1664.24,10177.41,12691.43,2926.52
2009-12-15,1107.93,1665.85,10083.48,12866.99,2888.58
2009-12-14,1114.11,1664.77,10105.68,13049.34,2885
2009-12-11,1106.41,1656.9,10107.87,12967.49,2862.32
2009-12-10,1102.35,1652.73,9862.82,12866.13,2851.29
2009-12-09,1095.95,1634.17,10004.72,12899.36,2818.1
2009-12-08,1091.94,1627.78,10140.47,13152.1,2849.17
2009-12-07,1103.25,1632.65,10167.6,13358.3,2896.23
2009-12-04,1105.98,1624.76,10022.59,13461.55,2910.33
2009-12-03,1099.92,1615,9977.67,13459.06,2876.14
2009-12-02,1109.24,1591.63,9608.94,13341.17,2877.94
2009-12-01,1108.86,1569.72,9572.2,13229.36,2871.75
2009-11-30,1095.63,1555.6,9345.55,12980.33,2797.25
2009-11-27,1091.49,1524.5,9081.52,12472.13,2831.14
2009-11-25,1110.63,1611.88,9441.64,13446.09,2896.9
2009-11-24,1105.65,1606.42,9401.58,13369.33,2877.58
2009-11-23,1106.24,1619.05,9497.68,13625.06,2898.19
2009-11-20,1091.38,1620.6,9497.68,13329.66,2833.06
2009-11-19,1094.9,1620.54,9549.47,13470.98,2860.29
2009-11-18,1109.8,1603.97,9676.8,13688.01,2908.53
2009-11-17,1110.32,1585.98,9729.93,13732.05,2906.92
2009-11-16,1109.3,1592.47,9791.18,13751.65,2926.15
2009-11-13,1093.48,1571.99,9770.31,13461.79,2883.04
2009-11-12,1087.24,1572.73,9804.49,13324.99,2876.92
2009-11-10,1093.01,1582.3,9870.73,13367.19,2856.44
2009-11-09,1093.08,1576.79,9808.99,13318.48,2860.11
2009-11-06,1069.3,1572.46,9789.35,13017.2,2794.25
2009-11-05,1066.63,1552.24,9717.44,12805.26,2793.44
2009-11-04,1046.5,1579.93,9844.31,12830.15,2763.29
2009-11-03,1045.41,1549.92,9802.95,12500.64,2712.3
2009-11-02,1042.88,1559.09,9802.95,12741.88,2762.95
2009-10-30,1036.19,1580.69,10034.74,12769.36,2743.5
2009-10-29,1066.11,1585.85,9891.1,12466.67,2824.78
2009-10-28,1042.63,1609.71,10075.05,12831.18,2778.46
2009-10-27,1063.41,1649.53,10212.46,13145.59,2835.17
2009-10-26,1066.95,1657.11,10362.62,13316.02,2834.82
2009-10-23,1079.6,1640.17,10282.99,13316.02,2886.08
2009-10-22,1092.91,1630.33,10267.17,12959.93,2902.19
2009-10-21,1081.4,1653.86,10333.39,13001.59,2936.83
2009-10-20,1091.06,1659.15,10336.84,13039.96,2925.08
2009-10-19,1097.91,1649.07,10236.51,12947.73,2947.41
2009-10-16,1087.68,1640.36,10257.56,12751.46,2893.53
2009-10-15,1096.56,1658.99,10238.65,12859.71,2939.09
2009-10-14,1092.02,1649.09,10060.21,12777.74,2950.82
2009-10-13,1073.19,1628.93,10076.56,12507.87,2879.06
2009-10-09,1071.49,1646.79,10016.39,12496.06,2882.18
2009-10-08,1065.48,1615.46,9832.47,12455.84,2887.61
2009-10-07,1057.58,1598,9799.6,12319.42,2852.17
2009-10-06,1054.72,1598.44,9691.8,11986.11,2865.7
2009-10-05,1040.46,1606.9,9674.49,11645.05,2790.78
2009-10-02,1025.21,1644.63,9731.87,11526.32,2760.6
2009-10-01,1029.85,1644.63,9978.64,11858.15,2810.46
2009-09-30,1057.08,1673.14,10133.23,11858.15,2872.63
2009-09-29,1060.61,1690.05,10100.2,11988.37,2892.44
2009-09-28,1062.98,1675.55,10009.52,11752.65,2899.12
2009-09-25,1044.38,1691.48,10265.98,12056.48,2831.95
2009-09-24,1050.78,1693.88,10544.22,12047.25,2838.22
2009-09-23,1060.87,1711.47,10370.54,12431.81,2887.24
2009-09-22,1071.66,1718.88,10370.54,12511.55,2881.6
2009-09-21,1064.66,1695.5,10370.54,12418.34,2872.51
2009-09-18,1068.3,1699.71,10370.54,12614.57,2887.24
2009-09-17,1065.49,1695.47,10443.8,12668.25,2895.45
2009-09-16,1068.76,1683.33,10270.77,12525.72,2882.28
2009-09-15,1052.63,1653.4,10217.62,12156.07,2843
2009-09-14,1049.34,1634.91,10202.06,12157.09,2829.25
2009-09-11,1042.73,1651.7,10444.33,12268.21,2831.37
2009-09-10,1044.14,1644.68,10513.67,12216.82,2817.5
2009-09-09,1033.37,1607.77,10312.14,12105.54,2820.58
2009-09-08,1025.39,1619.69,10393.23,12275.66,2786.25
2009-09-04,1016.4,1608.9,10187.11,11760.55,2743.34
2009-09-03,1003.24,1613.53,10214.64,11429.21,2699.22
2009-09-02,994.75,1613.16,10280.46,11192.39,2703.76
2009-09-01,998.04,1623.06,10530.06,11342.28,2715.74
2009-08-31,1020.62,1591.85,10492.53,11278.26,2775.17
2009-08-28,1028.93,1607.94,10534.14,11433.98,2803.65
2009-08-27,1030.98,1599.33,10473.97,11570.67,2777.62
2009-08-26,1028.12,1614.12,10639.71,11657.13,2788.9
2009-08-25,1028,1601.38,10497.36,11654.81,2801.14
2009-08-24,1025.57,1612.22,10581.05,11703.49,2778.34
2009-08-21,1026.13,1580.98,10238.2,11464.73,2745.62
2009-08-20,1007.37,1576.39,10383.41,11518.84,2663.67
2009-08-19,996.46,1545.96,10204,11260.83,2622.88
2009-08-18,989.67,1550.24,10284.96,11448.66,2630.6
2009-08-17,979.73,1547.06,10268.61,11395.01,2603.79
2009-08-14,1004.09,1591.41,10597.33,11899.8,2669.41
2009-08-13,1012.73,1564.64,10517.19,11900.15,2705.74
2009-08-12,1005.81,1565.35,10435,11656.32,2688.21
2009-08-11,994.35,1579.21,10585.46,11988.79,2650.94
2009-08-10,1007.1,1576.11,10524.26,11901.65,2693.61
2009-08-07,1010.48,1576,10412.09,11612.18,2706.22
2009-08-06,997.08,1565.04,10388.09,12052.6,2662.01
2009-08-05,1002.72,1559.47,10252.53,11968.48,2643.13
2009-08-04,1005.65,1566.37,10375.01,12218.67,2670.96
2009-08-03,1002.63,1564.98,10352.47,12368.2,2674.07
2009-07-31,987.48,1557.29,10356.83,12123.59,2638.13
2009-07-30,986.75,1534.74,10165.21,11991.6,2654.74
2009-07-29,975.15,1524.32,10113.24,11991.37,2600.31
2009-07-28,979.62,1526.03,10087.26,12424.58,2573.08
2009-07-27,982.18,1524.05,10088.66,12189.62,2601.41
2009-07-24,979.26,1502.59,9944.55,11984.36,2582.76
2009-07-23,976.29,1496.49,9792.94,11823.75,2585.79
2009-07-22,954.07,1494.04,9723.16,11481.3,2528.85
2009-07-21,954.58,1488.99,9652.02,11592.25,2519.99
2009-07-20,951.13,1478.51,9395.32,11593.13,2500.69
2009-07-17,940.38,1440.1,9395.32,11146.43,2469.2
2009-07-16,940.74,1432.22,9344.16,10902.47,2458.97
2009-07-15,932.68,1420.86,9269.25,10860.66,2451.02
2009-07-14,905.84,1385.56,9261.81,10651.86,2370.71
2009-07-13,901.05,1378.12,9050.33,10279.25,2345.22
2009-07-10,879.13,1428.62,9287.28,10574.42,2281.47
2009-07-09,882.68,1430.89,9291.06,10641.19,2313.87
2009-07-08,879.56,1431.02,9420.75,10573.71,2291.33
2009-07-07,881.03,1434.2,9647.79,10674.67,2320.9
2009-07-06,898.72,1428.94,9680.87,10827.62,2343.88
2009-07-02,896.42,1411.48,9876.15,10971.89,2369.65
2009-07-01,923.33,1411.66,9939.93,10962.61,2449.73
2009-06-30,919.32,1390.07,9958.44,10962.61,2401.69
2009-06-29,927.23,1388.45,9783.47,10987.57,2437.72
2009-06-26,918.9,1394.53,9877.39,11037.14,2389.91
2009-06-25,920.26,1392.73,9796.08,10763.76,2402.32
2009-06-24,900.94,1363.79,9590.32,10530.35,2418.46
2009-06-23,895.1,1360.54,9549.61,10280.13,2353.48
2009-06-22,893.04,1399.71,9826.27,10638.8,2359.28
2009-06-19,921.23,1383.34,9786.26,10509.85,2434.77
2009-06-18,918.37,1375.76,9703.72,10422.31,2414.44
2009-06-17,910.71,1391.17,9840.85,10700.15,2383.71
2009-06-16,911.97,1399.15,9752.88,10716.32,2425.97
2009-06-15,923.72,1412.42,10039.67,10877.54,2431.4
2009-06-12,946.21,1428.59,10135.82,11088.77,2509.22
2009-06-11,944.89,1419.39,9981.33,11080.84,2522.33
2009-06-10,939.15,1414.88,9991.49,11033.55,2500.94
2009-06-09,942.43,1371.84,9786.82,10504.32,2479.38
2009-06-08,939.14,1393.3,9865.63,10667.88,2468.37
2009-06-05,940.09,1394.71,9768.01,10862.05,2503.17
2009-06-04,942.46,1378.14,9668.96,10706.68,2487.08
2009-06-03,931.76,1414.89,9741.67,10825.2,2483.39
2009-06-02,944.74,1412.85,9704.31,10637.66,2534.17
2009-06-01,942.87,1415.1,9677.75,10937.85,2537.35
2009-05-29,919.14,1395.89,9522.5,10428.19,2451.24
2009-05-28,906.83,1392.17,9451.39,10202.25,2453.15
2009-05-27,893.06,1362.02,9438.77,10202.25,2479.48
2009-05-26,910.33,1372.04,9310.81,9684.07,2468.45
2009-05-22,887,1403.75,9225.81,9790.79,2433.52
2009-05-21,888.33,1421.65,9264.15,9927.28,2423.72
2009-05-20,903.47,1435.7,9344.64,10042.61,2487.17
2009-05-19,908.13,1428.21,9290.29,10072.51,2459.59
2009-05-18,909.71,1386.68,9038.69,9792.24,2422.74
2009-05-15,882.88,1391.73,9265.02,9607.29,2364.1
2009-05-14,893.07,1380.95,9093.73,9448.53,2353.53
2009-05-13,883.92,1414.52,9340.49,9738.62,2357.3
2009-05-12,908.35,1403.51,9298.61,9722.22,2424.34
2009-05-11,909.24,1415.16,9451.98,9764.27,2433.59
2009-05-08,929.23,1412.13,9432.83,10051.9,2462.39
2009-05-07,907.39,1401.08,9385.7,9896.93,2406.08
2009-05-06,919.53,1393.45,8977.37,9750.21,2437.27
2009-05-05,903.8,1397.92,8977.37,9602.08,2407.55
2009-05-04,907.24,1397.92,8977.37,9641.91,2419.53
2009-05-01,877.52,1369.36,8977.37,9084.91,2375.34
2009-04-30,872.81,1369.36,8828.26,9084.91,2375.34
2009-04-29,873.64,1338.42,8493.77,8796.08,2334.59
2009-04-28,855.16,1300.24,8493.77,8485.22,2280.52
2009-04-27,857.51,1339.83,8726.34,8641.43,2317.36
2009-04-24,866.23,1354.1,8707.99,8979.18,2319.89
2009-04-23,851.92,1368.8,8847.01,8939.09,2259.54
2009-04-22,843.55,1356.02,8727.3,8721.25,2285.69
2009-04-21,850.08,1336.81,8711.33,9039.09,2243.63
2009-04-20,832.39,1336.39,8924.75,9230.04,2249.44
2009-04-17,869.6,1329,8907.58,9052.18,2341.15
2009-04-16,865.3,1336.72,8755.26,9141.23,2300.51
2009-04-15,852.06,1333.09,8742.96,9305.46,2262.96
2009-04-14,841.5,1342.63,8842.68,9214.91,2278.65
2009-04-13,858.73,1338.26,8924.43,8831.82,2247.89
2009-04-09,856.56,1316.35,8916.06,8831.82,2247.89
2009-04-08,825.16,1262.07,8595.01,8546.71,2186.79
2009-04-07,815.55,1300.1,8832.85,8772.65,2165.56
2009-04-06,835.48,1297.85,8857.93,8804.45,2179.73
2009-04-03,842.5,1283.75,8749.84,8574.73,2198.75
2009-04-02,834.38,1276.97,8719.78,8572.2,2216.49
2009-04-01,811.08,1233.36,8351.91,8077.68,2097.57
2009-03-31,797.87,1206.26,8109.53,8070.13,2071.13
2009-03-30,787.53,1197.46,8236.08,7900.09,2010.61
2009-03-27,815.94,1237.51,8626.97,8481.22,2118.76
2009-03-26,832.86,1243.8,8636.33,8489.29,2156.97
2009-03-25,813.88,1229.02,8479.99,7966.99,2149.18
2009-03-24,806.12,1221.7,8488.3,8063.29,2127.37
2009-03-23,822.92,1199.5,8215.53,7959.91,2121.72
2009-03-20,768.54,1170.94,7945.96,7495.96,2050.96
2009-03-19,784.04,1161.81,7945.96,7731.43,2039.58
2009-03-18,794.35,1169.95,7972.17,7632.52,2019.19
2009-03-17,778.12,1163.88,7949.13,7508.08,2012.25
2009-03-16,753.89,1125.46,7704.15,7599.35,2033.72
2009-03-13,756.55,1126.03,7569.28,7282.52,1969.52
2009-03-12,750.74,1128.39,7198.25,6962.48,1962.64
2009-03-11,721.36,1127.51,7376.12,7007.74,1932.79
2009-03-10,719.6,1092.2,7054.98,6880.67,1919.53
2009-03-09,676.53,1071.73,7086.03,6725.58,1809.98
2009-03-06,683.38,1055.03,7173.1,6785.47,1817.24
2009-03-05,682.55,1058.18,7433.49,6900.75,1852.25
2009-03-04,712.87,1059.26,7290.96,6948.37,1943.46
2009-03-03,696.33,1025.57,7229.72,6617.57,1864.73
2009-03-02,700.82,1018.81,7280.15,6582.23,1882.79
2009-02-27,735.09,1063.03,7568.42,6902.84,1976.23
2009-02-26,752.83,1054.79,7457.93,6995.41,2021.14
2009-02-25,764.9,1067.08,7461.22,7183.72,1965.26
2009-02-24,773.14,1063.88,7268.56,7068.21,1977.5
2009-02-23,743.33,1099.55,7376.16,7307.01,1991.63
2009-02-20,770.05,1065.95,7416.38,7066.32,2011.68
2009-02-19,778.94,1107.1,7557.65,7266.24,2114.84
2009-02-18,788.42,1113.19,7534.44,7212.54,2118.47
2009-02-17,789.17,1127.19,7645.51,7193.33,2119.98
2009-02-13,826.84,1192.44,7779.4,7568.73,2228.29
2009-02-12,835.19,1179.84,7705.36,7367.56,2214.95
2009-02-11,833.74,1190.18,7945.94,7599.57,2267.9
2009-02-10,827.16,1198.87,7945.94,7814.68,2268.15
2009-02-09,869.89,1202.69,7969.03,7754.57,2348.95
2009-02-06,868.6,1210.26,8076.62,7698.67,2343.66
2009-02-05,845.85,1177.88,7949.65,7455.81,2293.23
2009-02-04,832.23,1195.37,8038.94,7241.72,2297.73
2009-02-03,838.51,1163.2,7825.51,6960.11,2244.89
2009-02-02,825.44,1146.95,7873.98,6911.99,2198.74
2009-01-30,825.88,1162.11,7994.05,7131.98,2236.98
2009-01-29,845.14,1166.56,8251.24,7002.7,2269.4
2009-01-28,874.09,1157.98,8106.29,6661.93,2322.78
2009-01-27,845.71,1093.4,8061.07,6661.93,2224.62
2009-01-26,836.57,1093.4,7682.14,6661.93,2226.77
2009-01-23,831.95,1093.4,7745.25,6661.93,2147.87
2009-01-22,827.5,1116.23,8051.74,6760.77,2160.07
2009-01-21,840.24,1103.61,7901.64,6730.82,2188.43
2009-01-20,805.22,1126.81,8065.79,7005.88,2200.8
2009-01-16,850.12,1135.2,8230.15,7147.34,2281.45
2009-01-15,843.74,1111.34,8023.31,7042.36,2257.67
2009-01-14,842.62,1182.68,8438.45,7219.04,2298.46
2009-01-13,871.79,1167.71,8413.91,7080.53,2411.28
2009-01-12,870.26,1156.75,8836.8,7311.23,2451.87
2009-01-09,890.35,1180.96,8836.8,7723.81,2486.59
2009-01-08,909.73,1205.7,8876.42,7760.02,2516.56
2009-01-07,906.65,1228.17,9239.24,8244.68,2538.55
2009-01-06,934.7,1194.28,9080.84,8644.51,2578.43
2009-01-05,927.45,1173.57,9043.12,8676.75,2553.41
2009-01-02,931.8,1157.4,8859.56,8314.11,2536.47
2008-12-31,903.25,1124.47,8859.56,7891.8,2447.62
2008-12-30,890.64,1124.47,8859.56,7786.19,2451.48
2008-12-29,869.42,1117.59,8747.17,7797.78,2388.3
2008-12-26,872.8,1117.86,8739.52,7685.17,2377.42
2008-12-24,868.15,1128.51,8517.1,7685.17,2377.42
2008-12-23,863.16,1144.31,8723.78,7720.02,2382.14
2008-12-22,871.63,1179.61,8723.78,8138.42,2397.65
2008-12-19,887.88,1180.97,8588.52,8435.31,2444.14
2008-12-18,885.28,1175.91,8667.23,8555.06,2452.42
2008-12-17,904.42,1169.75,8612.52,8372.26,2444.46
2008-12-16,913.18,1161.56,8568.02,8063.75,2450.36
2008-12-15,868.57,1158.19,8664.66,8005.21,2407.47
2008-12-12,879.73,1103.82,8235.87,7911.76,2418.91
2008-12-11,873.59,1154.43,8720.55,8486.45,2485.39
2008-12-10,899.24,1145.87,8660.24,8507.49,2495.58
2008-12-09,888.67,1105.84,8395.87,8001.74,2480.79
2008-12-08,909.7,1105.05,8329.05,8137.45,2449.28
2008-12-05,876.07,1028.13,7917.51,7428.54,2252.09
2008-12-04,845.22,1006.54,7924.24,7227.19,2368.72
2008-12-03,870.74,1022.67,8004.1,7232.54,2369.52
2008-12-02,848.81,1023.2,7863.69,7002.48,2354.13
2008-12-01,816.21,1058.62,8397.22,7391.69,2288.39
2008-11-28,896.24,1076.07,8512.27,7207.48,2430.31
2008-11-26,887.68,1029.78,8213.22,6934.11,2373.82
2008-11-25,857.39,983.32,8323.93,6658,2385.9
2008-11-24,851.81,970.14,7910.79,6376.96,2380.3
2008-11-21,800.03,1003.73,7910.79,6424.97,2165.91
2008-11-20,752.44,948.69,7703.04,6190.9,2225.99
2008-11-19,806.58,1016.82,8273.22,6489.12,2295.36
2008-11-18,859.12,1036.16,8328.41,6598.35,2390.1
2008-11-17,850.75,1078.32,8522.58,6968.09,2364.83
2008-11-14,873.29,1088.26,8462.39,7021.64,2456.43
2008-11-13,911.29,1088.44,8238.64,6795.58,2429.94
2008-11-12,852.3,1123.86,8695.51,7134.54,2400.74
2008-11-10,919.21,1152.46,9081.43,7412.85,2625.84
2008-11-07,930.99,1134.49,8583,6794.59,2602.54
2008-11-06,904.88,1092.22,8899.14,6599.5,2542.04
2008-11-05,952.77,1181.5,9521.24,7225.69,2710.65
2008-11-04,1005.75,1153.35,9114.6,6860.88,2755.12
2008-11-03,966.3,1129.08,8576.98,6806.33,2610.04
2008-10-31,968.75,1113.06,8576.98,6611.15,2591.76
2008-10-30,954.09,1084.72,9029.76,6764.04,2528.04
2008-10-29,930.09,968.97,8211.9,5786.71,2515.24
2008-10-28,940.51,999.16,7621.92,5683.06,2381.68
2008-10-27,848.92,946.45,7162.9,4990.08,2293.05
2008-10-24,876.77,938.75,7649.08,5802.71,2333.28
2008-10-23,908.11,1049.71,8460.98,6403.15,2452.03
2008-10-22,896.78,1134.59,8674.69,6700.87,2457.97
2008-10-21,955.05,1196.1,9306.25,7267.12,2598.97
2008-10-20,985.4,1207.63,9005.59,7441.13,2613.68
2008-10-17,940.55,1180.67,8693.82,7007.53,2532.17
2008-10-16,946.43,1213.78,8458.45,7363.39,2423.8
2008-10-15,907.84,1340.28,9547.47,7894.06,2578.06
2008-10-14,998.01,1367.69,9447.57,8435.46,2756.74
2008-10-10,899.22,1241.47,8276.43,7135.8,2421.87
2008-10-09,909.92,1294.89,9157.49,7743.47,2629.04
2008-10-08,984.94,1286.69,9203.32,7452.74,2694.55
2008-10-07,996.23,1366.1,10155.9,8416.9,2879.45
2008-10-06,1056.89,1358.75,10473.09,8416.9,2868.97
2008-10-03,1099.23,1419.65,10938.14,9013.27,3113.82
2008-10-02,1114.28,1419.65,11154.76,9331.05,3007.51
2008-10-01,1161.06,1439.67,11368.26,9070.31,3067.35
2008-09-30,1166.36,1448.06,11259.86,9070.31,3038.2
2008-09-29,1106.39,1456.36,11743.61,8955.26,3008.19
2008-09-26,1213.01,1476.33,11893.16,9589.01,3156.46
2008-09-25,1209.18,1501.63,12006.53,9764.52,3207.11
2008-09-24,1185.87,1495.98,12115.03,9732.02,3119.83
2008-09-23,1188.22,1481.37,12090.59,9704.5,3139.83
2008-09-22,1207.09,1460.34,12090.59,10227.38,3181.77
2008-09-19,1255.08,1455.78,11920.86,9974.67,3253.52
2008-09-18,1206.51,1392.42,11489.3,8633.73,3000.83
2008-09-17,1156.39,1425.26,11749.79,8665.15,3018.77
2008-09-16,1213.59,1387.75,11609.72,9236.58,3088.43
2008-09-15,1192.7,1477.92,12214.76,9975,3151.17
2008-09-12,1251.7,1477.92,12214.76,9975,3278.02
2008-09-11,1249.05,1443.24,12102.5,10052.03,3222.1
2008-09-10,1232.04,1464.98,12346.63,10491.4,3242.02
2008-09-09,1224.51,1454.5,12400.65,10825.25,3261.07
2008-09-08,1267.79,1476.65,12624.46,11136.34,3284.12
2008-09-05,1242.31,1404.38,12212.23,10695.86,3185.83
2008-09-04,1236.83,1426.43,12557.66,10924.91,3274.82
2008-09-03,1274.98,1426.89,12689.59,11076.83,3368.97
2008-09-02,1277.58,1407.14,12609.47,11453.15,3416.46
2008-08-29,1282.83,1474.24,13072.87,11664.43,3365.63
2008-08-28,1300.68,1474.15,12768.25,11497.68,3359.42
2008-08-27,1281.66,1493.92,12752.96,11780.91,3299.15
2008-08-26,1271.51,1490.25,12778.71,11406.64,3297.42
2008-08-25,1266.84,1502.11,12878.66,11324.25,3280.41
2008-08-22,1292.2,1496.91,12666.04,10916.5,3312.41
2008-08-21,1277.72,1512.59,12752.21,10916.5,3248.92
2008-08-20,1274.54,1540.71,12851.69,11179.16,3295.28
2008-08-19,1266.69,1541.41,12865.05,10714.44,3279.75
2008-08-18,1278.6,1567.71,13165.45,10966.37,3366.09
2008-08-15,1298.2,1572.19,13019.41,11170.2,3367.62
2008-08-14,1292.93,1572.19,12956.8,11251.61,3356.84
2008-08-13,1285.83,1562.72,13023.05,11111.37,3354.75
2008-08-12,1289.59,1577.12,13303.6,11445.55,3436.85
2008-08-11,1305.32,1581.09,13430.91,11645.13,3445.66
2008-08-08,1296.32,1568.72,13168.41,11742.39,3408.48
2008-08-07,1266.07,1564,13124.99,11943.85,3397.25
2008-08-06,1289.19,1578.71,13254.89,11947.64,3409.02
2008-08-05,1284.88,1535.54,12914.66,11947.64,3380.09
2008-08-04,1249.01,1543.05,12933.18,12296.59,3289.26
2008-08-01,1260.31,1573.77,13094.59,12545.22,3316.61
2008-07-31,1267.38,1594.67,13376.81,12506.74,3367.82
2008-07-30,1284.26,1577.7,13367.79,12469.26,3367.33
2008-07-29,1263.2,1567.2,13159.45,12148.04,3324.86
2008-07-28,1234.37,1598.29,13353.78,12399.85,3313.41
2008-07-25,1257.76,1597.93,13334.76,12421.67,3351.13
2008-07-24,1252.54,1626.14,13603.31,12757.63,3354.58
2008-07-23,1282.19,1591.76,13312.93,12849.76,3387.5
2008-07-22,1277,1561.23,13184.96,12443.38,3326.24
2008-07-21,1260,1562.92,12803.7,12458.81,3333.92
2008-07-18,1260.68,1509.99,12803.7,12123.88,3321.53
2008-07-17,1260.32,1525.56,12887.95,12056.56,3256.09
