,SPX Index,KOSPI Index,NKY Index,HSCEI Index,SX5E Index
2008-07-16,1245.36,1507.4,12760.8,11716.78,3174.76
2008-07-15,1214.91,1509.33,12754.56,11687.32,3142.73
2008-07-14,1228.3,1558.62,13010.16,12266.88,3216.24
2008-07-11,1239.49,1567.51,13039.69,12306.99,3197.78
2008-07-10,1253.39,1537.43,13067.21,12053.66,3283.01
2008-07-09,1244.69,1519.38,13052.13,11834.31,3342.48
2008-07-08,1273.7,1533.47,13033.1,11293.32,3287.6
2008-07-07,1252.31,1579.72,13360.04,11711.95,3332.66
2008-07-03,1262.9,1606.54,13265.4,11139.92,3330.9
2008-07-02,1261.52,1623.6,13286.37,11608.92,3288.52
2008-07-01,1284.91,1666.46,13463.2,11909.75,3292.86
2008-06-30,1280,1674.92,13481.38,11909.75,3352.81
2008-06-27,1278.38,1684.45,13544.36,11814.42,3340.27
2008-06-26,1283.15,1717.66,13822.32,12095.98,3366.35
2008-06-25,1321.97,1717.79,13829.92,12196.25,3460.4
2008-06-24,1314.29,1710.84,13849.56,12018.51,3404.52
2008-06-23,1318,1715.59,13857.47,12236.31,3427.33
2008-06-20,1317.93,1731,13942.08,12343.54,3426.58
2008-06-19,1342.83,1740.72,14130.17,12431.44,3486.71
2008-06-18,1337.81,1774.13,14452.82,12829.33,3507.97
2008-06-17,1350.93,1750.71,14348.37,12568.03,3555.58
2008-06-16,1360.14,1760.82,14354.37,12558.36,3532.83
2008-06-13,1360.03,1747.35,13973.73,12213.12,3562.67
2008-06-12,1339.87,1739.36,13888.6,12522.89,3542.59
2008-06-11,1335.49,1781.67,14183.48,12703.03,3509.39
2008-06-10,1358.44,1774.38,14021.17,12789.87,3574.7
2008-06-09,1361.76,1808.96,14181.38,13513.21,3597.34
2008-06-06,1360.68,1832.31,14489.44,13513.21,3596.7
2008-06-05,1404.05,1832.31,14341.12,13355.04,3682.83
2008-06-04,1377.2,1833.81,14435.57,13385.76,3699.05
2008-06-03,1377.65,1819.39,14209.17,13621.98,3737.34
2008-06-02,1385.67,1847.53,14440.14,14026.37,3720.5
2008-05-30,1400.38,1852.02,14338.54,13770.51,3777.85
2008-05-29,1398.26,1841.22,14124.47,13511.86,3752.24
2008-05-28,1390.84,1805.64,13709.44,13374.74,3743.18
2008-05-27,1385.35,1825.23,13893.31,13330.08,3711.03
2008-05-23,1375.93,1827.94,14012.2,13636.41,3725.82
2008-05-22,1394.35,1835.42,13978.46,13820.84,3793.03
2008-05-21,1390.71,1847.51,13926.3,14133.73,3794.13
2008-05-20,1413.4,1873.15,14160.09,13973.6,3822.31
2008-05-19,1426.63,1885.37,14269.61,14367.7,3882.28
2008-05-16,1425.35,1888.88,14219.48,14185.98,3862.91
2008-05-15,1423.57,1885.71,14251.74,14027.55,3854.86
2008-05-14,1408.66,1843.75,14118.55,13980.24,3857.46
2008-05-13,1403.04,1842.8,13953.73,13977.91,3817.07
2008-05-12,1403.58,1823.7,13743.36,13662.58,3812.69
2008-05-09,1388.28,1823.7,13655.34,13662.58,3801.59
2008-05-08,1397.68,1848,13943.26,13886.59,3855.86
2008-05-07,1392.57,1854.01,14102.48,14118.31,3871.78
2008-05-06,1418.26,1859.06,14049.26,14651.29,3845.08
2008-05-05,1407.49,1848.27,14049.26,14625.28,3872.15
2008-05-02,1413.9,1848.27,14049.26,14631.15,3877.5
2008-05-01,1409.34,1825.47,13766.86,14230.25,3825.02
2008-04-30,1385.59,1825.47,13849.99,14230.25,3825.02
2008-04-29,1390.94,1811.51,13894.37,14297.83,3793.63
2008-04-28,1396.37,1823.17,13894.37,14196.66,3814.76
2008-04-25,1397.84,1824.68,13863.47,14221.62,3794.39
2008-04-24,1388.82,1799.34,13540.87,14416.48,3761.96
2008-04-23,1379.93,1800.79,13579.16,13838.22,3763.55
2008-04-22,1375.94,1787.49,13547.82,13420.22,3736.12
2008-04-21,1388.17,1800.48,13696.55,13015.25,3769.89
2008-04-18,1390.33,1771.9,13476.45,12675.43,3808.59
2008-04-17,1365.56,1768.67,13398.3,12887.76,3725.23
2008-04-16,1364.71,1758.56,13146.13,12593.88,3748.56
2008-04-15,1334.43,1742.17,12990.58,12665.41,3690.75
2008-04-14,1328.32,1746.71,12917.51,12664.21,3671.28
2008-04-11,1332.83,1779.71,13323.73,13357.12,3699.99
2008-04-10,1360.55,1764.64,12945.3,12998.21,3758.05
2008-04-09,1354.49,1754.71,13111.89,12863.8,3775.93
2008-04-08,1365.54,1754.71,13250.43,13196.22,3810.51
2008-04-07,1372.54,1773.56,13450.23,13419.88,3828.46
2008-04-04,1370.4,1766.49,13293.22,13137.57,3795.2
2008-04-03,1369.31,1763.63,13389.9,13137.57,3774.94
2008-04-02,1367.53,1742.19,13189.36,12807.35,3797.9
2008-04-01,1370.18,1702.25,12656.42,12237.36,3753.55
2008-03-31,1322.7,1703.99,12525.54,12083.3,3628.06
2008-03-28,1315.22,1701.83,12820.47,12432.53,3641.05
2008-03-27,1325.76,1676.24,12604.58,11828.84,3652.11
2008-03-26,1341.13,1679.67,12706.63,11860.22,3611.45
2008-03-25,1352.99,1674.93,12745.22,11727,3632.59
2008-03-24,1349.88,1655.3,12480.09,10836.2,3505.9
2008-03-20,1329.51,1623.39,12260.44,10836.2,3505.9
2008-03-19,1298.42,1622.23,12260.44,11438.75,3529.54
2008-03-18,1330.74,1588.75,11964.16,11074.83,3558.66
2008-03-17,1276.6,1574.44,11787.51,11037.09,3431.82
2008-03-14,1288.14,1600.26,12241.6,11891.42,3566.59
2008-03-13,1315.48,1615.62,12433.44,12094.06,3599.58
2008-03-12,1308.77,1658.83,12861.13,12877.35,3647.64
2008-03-11,1320.65,1641.48,12658.28,12588.74,3606.59
2008-03-10,1273.37,1625.17,12532.13,12519.75,3546.1
2008-03-07,1293.37,1663.97,12782.8,12606.83,3576.68
2008-03-06,1304.34,1697.44,13215.42,13065.89,3617.68
2008-03-05,1333.7,1677.1,12972.06,12847.95,3684.54
2008-03-04,1326.75,1676.18,12992.28,12972.21,3610.2
2008-03-03,1331.34,1671.73,12992.18,13439.92,3675.51
2008-02-29,1330.63,1711.62,13603.02,13931.88,3724.5
2008-02-28,1367.68,1736.17,13925.51,14039.98,3784.27
2008-02-27,1380.02,1720.89,14031.3,13936.9,3856.69
2008-02-26,1381.29,1709.13,13824.72,13326.84,3855.03
2008-02-25,1371.8,1709.13,13914.57,13202.98,3798.99
2008-02-22,1353.11,1686.45,13500.46,13336.89,3737.11
2008-02-21,1342.53,1704.36,13688.28,13561.88,3778.21
2008-02-20,1360.03,1687.91,13310.37,13552.82,3758.47
2008-02-19,1348.78,1720.52,13757.91,13972.94,3805.27
2008-02-15,1349.99,1694.77,13622.56,13843.52,3719.28
2008-02-14,1348.86,1697.45,13626.45,13550.99,3797.89
2008-02-13,1367.21,1631.78,13068.3,12949.38,3803.21
2008-02-12,1348.86,1643.29,13021.96,12736.69,3803.76
2008-02-11,1339.13,1640.67,13017.24,12530.6,3678.16
2008-02-08,1331.29,1696.57,13017.24,13067.11,3701.17
2008-02-07,1336.91,1696.57,13207.15,13067.11,3699.29
2008-02-06,1326.45,1696.57,13099.24,13067.11,3760.12
2008-02-05,1336.64,1696.57,13745.5,14040.68,3717.08
2008-02-04,1380.82,1690.13,13859.7,14120.84,3867.16
2008-02-01,1395.42,1634.53,13497.16,13284.74,3867.47
2008-01-31,1378.55,1624.68,13592.47,12485.07,3792.8
2008-01-30,1355.81,1589.06,13345.03,12755.41,3789.31
2008-01-29,1362.3,1637.91,13478.86,13379.18,3810.01
2008-01-28,1353.97,1627.19,13087.91,13319.49,3765.41
2008-01-25,1330.61,1692.41,13629.16,14015.75,3777.06
2008-01-24,1352.07,1663,13092.78,12933.2,3809.07
2008-01-23,1338.6,1628.42,12829.06,13279.53,3577.99
2008-01-22,1310.5,1609.02,12573.05,11911.91,3753.68
2008-01-18,1325.19,1734.72,13861.29,14561.32,3995.17
2008-01-17,1333.25,1723.55,13783.45,14481.41,4065.76
2008-01-16,1373.2,1704.97,13504.51,14016.12,4108.34
2008-01-15,1380.95,1746.95,13972.63,14999.9,4140.94
2008-01-14,1416.25,1765.88,14110.79,15480.1,4236.68
2008-01-11,1401.02,1782.27,14110.79,15833.75,4225.31
2008-01-10,1420.33,1824.78,14388.11,16027.69,4237.62
2008-01-09,1409.13,1844.47,14599.16,16139.46,4258.32
2008-01-08,1390.19,1826.23,14528.67,15659.71,4295.23
2008-01-07,1416.18,1831.14,14500.55,15590.74,4283.37
2008-01-04,1411.63,1863.9,14691.41,15903.4,4270.53
2008-01-03,1447.16,1852.73,15307.78,15464.66,4333.42
2008-01-02,1447.16,1853.45,15307.78,16006.81,4339.23
2007-12-31,1468.36,1897.13,15307.78,16124.72,4399.72
2007-12-28,1478.49,1897.13,15307.78,15991.48,4404.64
2007-12-27,1476.37,1908.62,15564.69,16348,4404.61
2007-12-26,1497.66,1906.72,15653.54,16422.61,4388.38
2007-12-24,1496.45,1919.47,15257,16422.61,4388.38
2007-12-21,1484.46,1878.32,15257,15981.81,4384.55
2007-12-20,1460.12,1844.37,15031.6,15732.78,4314.7
2007-12-19,1453,1861.47,15030.51,15638.68,4301.34
2007-12-18,1454.98,1861.47,15207.86,15449.47,4309.14
2007-12-17,1445.9,1839.82,15249.79,15391.39,4312.47
2007-12-14,1467.95,1895.05,15514.51,15957.46,4384.65
2007-12-13,1488.41,1915.9,15536.52,16332.08,4370.76
2007-12-12,1486.59,1927.45,15932.26,16962.62,4469.47
2007-12-11,1477.65,1925.07,16044.72,17497.77,4449.95
2007-12-10,1515.96,1906.42,15924.39,17187.28,4465.52
2007-12-07,1504.66,1934.32,15956.37,17619.03,4446.34
2007-12-06,1507.34,1953.17,15874.08,17790.02,4414.66
2007-12-05,1485.01,1938.2,15608.88,17640.15,4410
2007-12-04,1462.79,1917.83,15480.19,17195.09,4339.1
2007-12-03,1472.42,1902.43,15628.97,17160.4,4371.67
2007-11-30,1481.14,1906,15680.67,17178.49,4394.95
2007-11-29,1469.72,1877.56,15513.74,17014.13,4347
2007-11-28,1469.02,1834.69,15153.78,16362.4,4321.74
2007-11-27,1428.23,1859.79,15222.85,16279.34,4224.44
2007-11-26,1407.22,1855.33,15135.21,16542.37,4238
2007-11-23,1440.7,1772.88,14888.77,15691.71,4268.53
2007-11-21,1416.77,1806.99,14837.66,15993.5,4195.58
2007-11-20,1439.7,1872.24,15211.52,16867.38,4277.24
2007-11-19,1433.27,1893.47,15042.56,16535.17,4226.7
2007-11-16,1458.74,1926.2,15154.61,16737.73,4282.4
2007-11-15,1451.15,1947.74,15396.3,17485.46,4301.44
2007-11-14,1470.58,1972.58,15499.56,17837.13,4338.28
2007-11-13,1481.05,1932.89,15126.63,16695.08,4311.98
2007-11-09,1453.7,1990.47,15583.42,17704.08,4297.83
2007-11-08,1474.77,1979.56,15771.57,17716.86,4363.6
2007-11-07,1475.62,2043.19,16096.68,18552.13,4400.34
2007-11-06,1520.27,2054.24,16249.63,18484.5,4407.34
2007-11-05,1502.17,2015.76,16268.92,18291.2,4392.8
2007-11-02,1509.65,2019.34,16517.48,19540.13,4410.08
2007-11-01,1508.44,2063.14,16870.4,20164.22,4415.27
2007-10-31,1549.38,2064.85,16737.63,20081.75,4489.79
2007-10-30,1531.02,2052.37,16651.01,20400.07,4462.95
2007-10-29,1540.98,2062.92,16698.08,20194.14,4471.46
2007-10-26,1535.28,2028.06,16505.63,19548.49,4440.23
2007-10-25,1514.4,1976.75,16284.17,19551.21,4412.12
2007-10-24,1515.88,1933.36,16358.39,19587.88,4357.14
2007-10-23,1519.59,1947.98,16450.58,19636.46,4378.42
2007-10-22,1506.33,1903.81,16438.47,18808.98,4356.24
2007-10-19,1500.63,1970.1,16814.37,19722.38,4411.26
2007-10-18,1540.08,2005.09,17106.09,19722.38,4420.38
2007-10-17,1541.24,1983.94,16955.31,19536.34,4441.8
2007-10-16,1538.53,2005.76,17137.92,19441.33,4420.91
2007-10-15,1548.71,2035.39,17358.15,19752.67,4434.98
2007-10-12,1561.8,2026.44,17331.17,19081.3,4476.02
2007-10-11,1554.41,2058.85,17458.98,19218.05,4473.57
2007-10-10,1562.47,2041.12,17177.89,18285.92,4442.61
2007-10-09,1565.15,2014.13,17159.9,17840.71,4447.58
2007-10-05,1557.59,1996.03,17065.04,17540.02,4455.31
2007-10-04,1542.84,2003.6,17092.49,16727.05,4420.39
2007-10-03,1539.59,2014.09,17199.89,17317.53,4421.58
2007-10-02,1546.63,2014.09,17046.78,17973.87,4427.01
2007-10-01,1547.04,1962.67,16845.96,17017.94,4409.65
2007-09-28,1526.75,1946.48,16785.69,17017.94,4381.71
2007-09-27,1531.38,1945.28,16832.22,16644.49,4388.98
2007-09-26,1525.42,1919.26,16435.74,16262.84,4364.4
2007-09-25,1517.21,1919.26,16401.73,16262.84,4328.89
2007-09-24,1517.73,1919.26,16312.61,16406.04,4360.63
2007-09-21,1525.75,1919.26,16312.61,15693.66,4370.35
2007-09-20,1518.75,1908.97,16413.79,15552.23,4366.16
2007-09-19,1529.03,1902.65,16381.54,15255.49,4389.33
2007-09-18,1519.78,1838.61,15801.8,14733.62,4264.42
2007-09-17,1476.65,1871.68,16127.42,14676.39,4184.61
2007-09-14,1484.25,1870.02,16127.42,14707.9,4221.34
2007-09-13,1483.95,1848.02,15821.19,14439.7,4249.01
2007-09-12,1471.56,1813.52,15797.6,14450.48,4210.69
2007-09-11,1471.49,1847.36,15877.67,14333.9,4197.35
2007-09-10,1451.7,1835.87,15764.97,14410.94,4136.45
2007-09-07,1453.55,1884.9,16122.16,14489.4,4162.42
2007-09-06,1478.55,1888.81,16257,14423.13,4256.12
2007-09-05,1472.29,1865.59,16158.45,14286.91,4235.41
2007-09-04,1489.42,1874.74,16420.47,14338.88,4324.35
2007-08-31,1473.99,1873.24,16569.09,14338.84,4294.56
2007-08-30,1457.64,1841.7,16153.82,13937.84,4246.12
2007-08-29,1463.76,1826.19,16012.83,13688.8,4193.58
2007-08-28,1432.36,1829.31,16287.49,13949.65,4170.68
2007-08-27,1466.79,1803.03,16301.39,13989.87,4240.95
2007-08-24,1479.37,1791.33,16248.97,13178.09,4238.63
2007-08-23,1462.5,1799.72,16316.32,13086.84,4225.89
2007-08-22,1464.07,1759.5,15900.64,12708.03,4226.52
2007-08-21,1447.12,1736.18,15901.34,12308.75,4175.07
2007-08-20,1445.55,1731.27,15732.48,11963.77,4173.29
2007-08-17,1445.94,1638.07,15273.68,11002.52,4157.2
2007-08-16,1411.27,1691.98,16148.49,11361.64,4062.33
2007-08-15,1406.7,1817.89,16475.61,11989.16,4183.06
2007-08-14,1426.54,1817.89,16844.61,12398.66,4195.6
2007-08-13,1452.92,1849.26,16800.05,12335.48,4255.79
2007-08-10,1453.64,1828.49,16764.09,12276.06,4161.29
2007-08-09,1453.09,1908.68,17170.6,12678.75,4275.18
2007-08-08,1497.49,1903.41,17029.28,12626.46,4364.22
2007-08-07,1476.71,1859.82,16921.77,12132.64,4276.8
2007-08-06,1467.67,1855.05,16914.46,12266.79,4202.78
2007-08-03,1433.06,1876.8,16979.86,12779.67,4229.19
2007-08-02,1472.2,1853.07,16984.11,12708.67,4288.66
2007-08-01,1465.81,1856.45,16870.98,12845.39,4237.05
2007-07-31,1455.27,1933.27,17248.89,13363.96,4315.69
2007-07-30,1473.91,1906.71,17289.3,13031.06,4239.18
2007-07-27,1458.95,1883.22,17283.81,12926.43,4244.58
2007-07-26,1482.66,1963.54,17702.09,13357.02,4252.92
2007-07-25,1518.09,2004.22,17858.42,13399.96,4360.9
2007-07-24,1511.04,1992.26,18002.03,13480.72,4412.06
2007-07-23,1541.57,1993.05,17963.64,13320.42,4482.75
2007-07-20,1534.1,1983.54,18157.93,13152.25,4445.23
2007-07-19,1553.08,1937.9,18116.57,12884.03,4522.64
2007-07-18,1546.17,1930.7,18015.58,12798.7,4472.22
2007-07-17,1549.37,1949.51,18217.27,13081.88,4538.31
2007-07-16,1549.52,1949.51,18238.95,13036.01,4557.57
2007-07-13,1552.5,1962.93,18238.95,13200.57,4542.57
2007-07-12,1547.7,1909.75,17984.14,13037.11,4517.7
2007-07-11,1518.76,1889.96,18049.51,13003.25,4447.52
2007-07-10,1510.12,1894.53,18252.67,13221.12,4474.15
2007-07-09,1531.85,1883.59,18261.98,13024.43,4528.76
2007-07-06,1530.44,1861.01,18140.94,12681.44,4524.45
2007-07-05,1525.4,1847.79,18221.48,12578.26,4491.87
2007-07-03,1524.87,1805.5,18149.9,12406.39,4513.01
2007-07-02,1519.43,1771.35,18146.3,12001.12,4470.26
2007-06-29,1503.35,1743.6,18138.36,12001.12,4489.77
2007-06-28,1505.71,1751.75,17932.27,12050,4457.99
2007-06-27,1506.34,1733.1,17849.28,11914.53,4412.12
2007-06-26,1492.89,1749.55,18066.11,11917.1,4433.04
2007-06-25,1497.74,1757.73,18087.48,12040.9,4471.13
2007-06-22,1502.56,1770.98,18188.63,12239.71,4479.36
2007-06-21,1522.19,1794.24,18240.3,12207.97,4488.66
2007-06-20,1512.84,1783.79,18211.68,11905.48,4545.61
2007-06-19,1533.7,1807.85,18163.61,11866.71,4527.22
2007-06-18,1531.05,1806.88,18149.52,11866.71,4530.22
2007-06-15,1532.91,1772.26,17971.49,11443.91,4551
2007-06-14,1522.97,1769.18,17842.29,11180.92,4485.04
2007-06-13,1515.67,1721.99,17732.77,10899.23,4401.68
2007-06-12,1493,1729.88,17760.91,10917.95,4383.02
2007-06-11,1509.12,1716.56,17834.48,10903.99,4415.5
2007-06-08,1507.67,1727.28,17779.09,10828.64,4376.42
2007-06-07,1490.72,1753.04,18053.38,10956.67,4381.45
2007-06-06,1517.38,1742.19,18040.93,11028.71,4437.29
2007-06-05,1530.95,1742.19,18053.81,11022.09,4513.18
2007-06-04,1539.18,1737.59,17973.42,10922.21,4537.81
2007-06-01,1536.34,1716.24,17958.88,10874.45,4556.97
2007-05-31,1530.62,1700.91,17875.75,10739.32,4512.65
2007-05-30,1530.23,1662.72,17588.26,10403.44,4468.72
2007-05-29,1518.11,1661.8,17672.56,10615.45,4474.81
2007-05-25,1515.73,1644.56,17481.21,10649.84,4463.52
2007-05-24,1507.51,1646.59,17696.97,10874.38,4452.7
2007-05-23,1522.28,1646.59,17705.12,10874.38,4499.69
2007-05-22,1524.12,1642.88,17680.05,10838.36,4469.88
2007-05-21,1525.1,1628.2,17556.87,10885.51,4465.54
2007-05-18,1522.75,1612.25,17399.58,10859.17,4480.81
2007-05-17,1512.75,1615.58,17498.6,10946.9,4428.57
2007-05-16,1514.14,1600.6,17529,10949.57,4422.62
2007-05-15,1501.19,1589.37,17512.98,10893.05,4441.03
2007-05-14,1503.15,1605.77,17677.94,10948.72,4413.72
2007-05-11,1505.85,1603.56,17553.72,10392.01,4423.07
2007-05-10,1491.47,1599.68,17736.96,10566.67,4391.87
2007-05-09,1512.58,1593.42,17748.12,10515.79,4425.03
2007-05-08,1507.72,1582.65,17656.84,10447.72,4411.32
2007-05-07,1509.48,1584.46,17669.83,10496.04,4441.31
2007-05-04,1505.62,1567.74,17394.92,10383.63,4445.59
2007-05-03,1502.39,1559.86,17394.92,10134.4,4427.32
2007-05-02,1495.92,1553.3,17394.92,9993.1,4415.48
2007-05-01,1486.3,1542.24,17274.98,10035.01,4392.41
2007-04-30,1482.37,1542.24,17400.41,10035.01,4392.34
2007-04-27,1494.07,1542.52,17400.41,10141.41,4383.13
2007-04-26,1494.25,1553.13,17429.17,10260.99,4414.21
2007-04-25,1495.42,1545.55,17236.16,10177.1,4404.44
2007-04-24,1480.41,1556.71,17451.77,10239.32,4367.83
2007-04-23,1480.93,1544.35,17455.37,10234,4400.12
2007-04-20,1484.35,1533.08,17452.62,10179.87,4416.79
2007-04-19,1470.73,1513.66,17371.97,10029.35,4339.93
2007-04-18,1472.5,1534.58,17667.33,10361.4,4358.95
2007-04-17,1471.48,1528.66,17527.45,10346.22,4384.38
2007-04-16,1468.47,1532.04,17628.3,10313.8,4379.25
2007-04-13,1452.85,1520.78,17363.95,10156.27,4317.35
2007-04-12,1447.8,1525.61,17540.42,10163.3,4280.02
2007-04-11,1438.87,1513.42,17670.07,10149.89,4293.2
2007-04-10,1448.39,1499.16,17664.69,10012.93,4301.47
2007-04-09,1444.61,1501.06,17743.76,9859.5,4271.54
2007-04-05,1443.76,1482.04,17491.42,9859.5,4271.54
2007-04-04,1439.37,1483.41,17544.09,9859.5,4261.83
2007-04-03,1437.77,1463.75,17244.05,9724.27,4246.3
2007-04-02,1424.55,1459.53,17028.41,9643,4189.55
2007-03-30,1420.86,1452.55,17287.65,9616.21,4181.03
2007-03-29,1422.53,1450.95,17263.94,9599.53,4180.07
2007-03-28,1417.23,1439.74,17254.73,9483.13,4128.2
2007-03-27,1428.61,1453.23,17365.05,9570.27,4153.61
2007-03-26,1437.5,1449.77,17521.96,9552.58,4142.11
2007-03-23,1436.11,1447.38,17480.61,9487.51,4191.58
2007-03-22,1434.54,1448.53,17419.2,9413.7,4170.08
2007-03-21,1435.04,1442.85,17163.2,9307.16,4078.29
2007-03-20,1410.94,1444.17,17163.2,9248.67,4079.52
2007-03-19,1402.06,1443.39,17009.55,9225.26,4055.49
2007-03-16,1386.95,1427.88,16744.15,9112.96,3984.54
2007-03-15,1392.28,1426.93,16860.39,9095.52,3985.57
2007-03-14,1387.17,1407.37,16676.89,9002.48,3906.15
2007-03-13,1377.95,1436.05,17178.84,9268.84,4017.74
2007-03-12,1406.6,1441.33,17292.39,9352.68,4066.78
2007-03-09,1402.85,1423.58,17164.04,9231.21,4091.67
2007-03-08,1401.89,1423.89,17090.31,9159.46,4082.58
2007-03-07,1391.97,1410.95,16764.62,8876.06,4021.97
2007-03-06,1395.41,1402.93,16844.5,8833.25,4010.39
2007-03-05,1374.12,1376.15,16642.25,8528.46,3980.06
2007-03-02,1387.17,1414.47,17217.93,8985.91,4011.63
2007-03-01,1403.17,1417.34,17453.51,9016.63,4031.3
2007-02-28,1406.82,1417.34,17604.12,9283.67,4087.12
2007-02-27,1399.04,1454.6,18119.92,9586.23,4156.73
2007-02-26,1449.37,1470.03,18215.35,9889.47,4272.32
2007-02-23,1451.19,1469.88,18188.42,9956.3,4245.99
2007-02-22,1456.38,1465.41,18108.79,10015.09,4241.48
2007-02-21,1457.63,1451.38,17913.21,9996.49,4232.52
2007-02-20,1459.68,1452.96,17939.12,9957.76,4250.3
2007-02-16,1455.54,1448.81,17875.65,9957.76,4247.4
2007-02-15,1456.81,1443.63,17897.23,9878.44,4258.13
2007-02-14,1455.3,1436.1,17752.64,9746.67,4267.02
2007-02-13,1444.26,1418.44,17621.45,9711.13,4239.03
2007-02-12,1433.37,1414.29,17504.33,9933.5,4213.85
2007-02-09,1438.06,1427.68,17504.33,9915.36,4248.24
2007-02-08,1448.31,1423.58,17292.48,9944.1,4225.92
2007-02-07,1450.02,1426.29,17292.32,9839.95,4251.06
2007-02-06,1448,1428.58,17406.86,9621.15,4233.47
2007-02-05,1446.99,1417.95,17344.8,9605.56,4227.47
2007-02-02,1448.39,1413.14,17547.11,9598.21,4228.39
2007-02-01,1445.94,1382.9,17519.5,9541.97,4211.32
2007-01-31,1438.24,1360.23,17383.42,9602.4,4178.54
2007-01-30,1428.82,1370.72,17490.19,9771.66,4195.22
2007-01-29,1420.62,1363.1,17470.46,9676.12,4166.83
2007-01-26,1422.18,1371.33,17421.93,9660.66,4149.01
2007-01-25,1423.9,1382.36,17458.3,9864.31,4175.7
2007-01-24,1440.13,1383.06,17507.4,10012.57,4187.55
2007-01-23,1427.99,1363.09,17408.57,9946.08,4140.19
2007-01-22,1422.95,1363.41,17424.18,10052.73,4140.61
2007-01-19,1430.5,1360.56,17310.44,9857.97,4173.07
2007-01-18,1426.37,1383.21,17370.93,9944.24,4137.31
2007-01-17,1430.62,1379.48,17261.35,9919.35,4146.73
2007-01-16,1431.9,1389.71,17202.46,10017.77,4169.18
2007-01-12,1430.73,1388.37,17057.01,9674.71,4174.8
2007-01-11,1423.82,1365.31,16838.17,9511.76,4165.95
2007-01-10,1414.85,1355.79,16942.4,9649.23,4090.88
2007-01-09,1412.11,1374.34,17237.77,9967.48,4129.49
2007-01-08,1412.84,1370.81,17091.59,10103,4123.33
2007-01-05,1409.71,1385.76,17091.59,10235.46,4129.35
2007-01-04,1418.34,1397.29,17353.67,10347.67,4177.76
2007-01-03,1416.6,1409.35,17225.83,10766.08,4188.24
2007-01-02,1418.3,1435.26,17225.83,10633.42,4182.12
2006-12-29,1418.3,1434.46,17225.83,10340.36,4119.94
2006-12-28,1424.73,1434.46,17224.81,10363.28,4130.66
2006-12-27,1426.84,1425.1,17223.15,10258.31,4134.86
2006-12-26,1416.9,1433.92,17169.19,9593.07,4073.5
2006-12-22,1410.76,1437.49,17104.96,9593.07,4073.5
2006-12-21,1418.3,1436.47,17047.83,9500.23,4112.1
2006-12-20,1423.53,1442.28,17011.04,9430.28,4118.54
2006-12-19,1425.55,1427.76,16776.88,9139.51,4100.48
2006-12-18,1422.48,1433.23,16962.11,9238.12,4130.06
2006-12-15,1427.09,1421.87,16914.31,8988.91,4140.66
2006-12-14,1425.49,1418.38,16829.2,8847.75,4118.84
2006-12-13,1413.21,1383.28,16692.93,8665.72,4094.33
2006-12-12,1411.56,1376.98,16637.78,8745.56,4059.74
2006-12-11,1413.04,1390.73,16527.99,8737.97,4052.89
2006-12-08,1409.84,1390.43,16417.82,8630.4,4019.89
2006-12-07,1407.29,1410.3,16473.36,8709.86,4018.69
2006-12-06,1412.9,1413.73,16371.28,8799.49,4002.31
2006-12-05,1414.76,1420.59,16265.76,8758.17,4007.94
2006-12-04,1409.12,1426.46,16303.59,8576.04,3962.93
2006-12-01,1396.71,1434.36,16321.78,8566.85,3932.09
2006-11-30,1400.63,1432.21,16274.33,8546.6,3987.23
2006-11-29,1399.48,1422.55,16076.2,8402.26,4023.09
2006-11-28,1386.72,1411.47,15855.26,8133.78,3975.11
2006-11-27,1381.9,1425.13,15885.38,8514,3978.25
2006-11-24,1400.95,1421.73,15734.6,8591.09,4048.16
2006-11-22,1406.09,1422.54,15914.23,8610.04,4094.97
2006-11-21,1402.81,1405.9,15734.14,8325.33,4096.06
2006-11-20,1400.5,1402.21,15725.94,8286.51,4095.75
2006-11-17,1401.2,1412.22,16091.73,8321.33,4080.03
2006-11-16,1399.76,1410.75,16163.87,8312.41,4109.81
2006-11-15,1396.57,1412.54,16243.47,8240.23,4108.83
2006-11-14,1393.22,1407.37,16289.55,8093.9,4084.33
2006-11-13,1384.42,1396.69,16022.49,8064.12,4086.14
2006-11-09,1378.33,1399.44,16198.57,7911.28,4073
2006-11-08,1385.72,1380.07,16215.74,7747.26,4073.81
2006-11-07,1382.84,1387.44,16393.41,7753.67,4072.86
2006-11-06,1379.78,1379.19,16364.76,7715.73,4045.22
2006-11-03,1364.3,1383.88,16350.02,7620.47,3990.46
2006-11-02,1367.34,1383.73,16350.02,7621.93,3974.62
2006-11-01,1367.81,1374.35,16375.26,7568.19,4014.34
2006-10-31,1377.94,1364.55,16399.39,7484.35,4004.8
2006-10-30,1377.93,1356.11,16351.85,7406.02,4004.92
2006-10-27,1377.34,1369.09,16669.07,7406.02,4017.27
2006-10-26,1389.08,1373.65,16811.6,7556.22,4027.29
2006-10-25,1382.22,1371.43,16699.3,7518.77,4019.14
2006-10-24,1377.38,1366.5,16780.47,7496.38,4014.01
2006-10-23,1377.02,1364.95,16788.82,7449.25,4019.02
2006-10-20,1368.6,1364.24,16651.63,7512.31,3998.19
2006-10-19,1366.96,1354.06,16551.36,7440.32,3986.82
2006-10-18,1365.96,1354.26,16653,7441.04,3991.38
2006-10-17,1364.05,1351.3,16611.59,7402.15,3949.57
2006-10-16,1369.05,1356.72,16692.76,7366.67,4001.97
