Code,Name,Mkt Cap,Float Rate,WICS1,WICS2,WICS3,Jaebul,Last,YTD Max,YTD Min,YTD Avg,Ret1D,Ret1W,Ret1M,Ret3M,Ret6M,Ret12M,Turnover_1D,Turnover_5D,Turnover_20D,Turnover_52W,Inst_1D,Inst_5D,Inst_20D,Inst_60D,Inst_120D,Inst_250D,Sec_1D,Sec_5D,Sec_20D,Sec_60D,Sec_120D,Sec_250D,Fund_1D,Fund_5D,Fund_20D,Fund_60D,Fund_120D,Fund_250D,Pension_1D,Pension_5D,Pension_20D,Pension_60D,Pension_120D,Pension_250D,Others_1D,Others_5D,Others_20D,Others_60D,Others_120D,Others_250D,Foreign_1D,Foreign_5D,Foreign_20D,Foreign_60D,Foreign_120D,Foreign_250D
A001040,CJ,3438.291957,0.4628,필수소비재,"식품,음료,담배",식품,CJ,118500,124500,70600,87232,-0.0042,-0.0125,0.1449,0.1791,0.5076,0.5821,9846.092382,14906.9496,16844.79053,9854.080689,1177.09,-4143.28,-6208.66,-17545.67,74660.03,62659.2,827.24,2191.88,8868.2,19773.1,23373.35,12773.83,3494.72,629.78,-3773.53,18455.25,42516.49,23877.68,458.67,1923.37,-8180.59,-46260.73,-8993.46,-17772.32,-143.35,-1149.08,-5194.07,-1530.6,3260.47,6288.21,965.57,10787.44,36695.87,16800.73,-57245.07,14950.54
A001060,JW중외제약,161.0826944,0.5348,건강관리,제약과생물공학,제약,,14150,18235,11075,13447,0.0254,0.0328,0.0779,0.1143,0.1061,0.0328,1012.590439,334.7164,329.496078,1010.701642,0,2.94,1.43,-109.5,-34.85,174.39,0,2.94,1.43,-2.94,-6.97,-761.56,0,0,0,0,-32.84,-313.59,0,0,0,-106.56,4.97,233.04,0,-15.16,274.61,316.15,424.99,734.04,18.45,98.55,67.49,-383.61,-212.3,-252.48
A001070,대한방직,21.518,0.736,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,20300,31500,19500,22847,-0.0287,-0.024,-0.0287,-0.0773,-0.1325,-0.1155,36.962671,22.27507,24.472293,36.837078,0,-0.15,-0.15,-0.37,8.25,8.25,0,-0.15,-0.15,-0.37,-0.65,-0.65,0,0,0,0,8.9,8.9,0,0,0,0,0,0,0,0,0,-15.18,-5.3,-27.14,0,0,-9.76,-9.76,-9.54,-13.35
A001080,만호제강,62.0425,0.4214,소재,소재,철강,,14950,27400,13700,15759,0.0101,0,0.0717,-0.0538,-0.0538,0.0528,310.47092,67.04038,39.09761,309.236816,0,31.79,164.28,127.69,97.02,-140.5,0,0,-0.18,4.44,11.96,7.53,0,31.79,166.99,166.99,166.99,166.99,0,0,0,0,0,0,0,0.85,0.85,-0.21,-154.8,-687.01,0,-6.01,-7.31,-3.45,-287.5,-201.59
A001120,LG상사,1874.046,0.7179,산업재,자본재,무역회사와판매업체,LG,48350,61200,33600,45067,0.0073,0.0244,0.089,0.0342,0.4096,0.001,15639.22317,10554.21697,13569.26246,15635.83945,3024.08,6367.77,27771.14,65103.09,142136.81,76332.67,886.31,2900.42,11913.14,13815.52,28457.66,33961.72,8.84,966.27,-587.14,12858.14,25490.19,-46169.77,-1443.52,1974.84,3952.89,7529.4,17073.99,31675.04,351.06,431.38,243.34,724.09,-921.65,-12436.64,-513,3339.73,9519.76,-44377.32,-83111.14,-25250.63
A001130,대한제분,234.91,0.5818,필수소비재,"식품,음료,담배",식품,,139000,180000,101500,131163,-0.0036,0.0109,0.0651,0.0491,0.2752,-0.0974,377.962252,337.4577,350.428025,382.210855,15.64,-289.07,-901.75,-2234.98,-9360.73,-7040.78,36.44,66.88,143.16,438.36,1219.29,1683.46,-15.13,-148.14,-9.58,3604.68,3477.78,2003.66,0,0,-284.41,1767.87,1701.28,1733.94,67.99,114.5,576.37,934.79,2553.62,3135.9,-23.82,448.79,374.3,-357.11,-120.93,-8068.12
A001140,국보,12.584474,0.6351,산업재,운송,도로와철도운송,,12250,25300,10900,14702,0.0208,0.0294,-0.02,-0.2687,-0.161,0.0793,308.572841,32.0938,45.02929,307.426221,0,-0.05,-0.13,29.57,29.43,28.08,0,-0.05,-0.13,-0.13,-0.27,-1.62,0,0,0,0,0,0,0,0,0,0,0,0,3.66,-21.45,-88.22,-126.54,68.97,65.37,0,0,-1.34,0.85,-55.21,25.62
A001200,유진투자증권,151.0311739,0.8544,금융,증권,증권,,2605,3965,2425,2970,-0.0057,-0.0076,0.0441,-0.0298,-0.044,-0.2568,461.982348,220.599655,316.545158,462.405112,-26.1,29.49,441.63,2327.5,2317.23,3573.13,-0.05,71.66,666.99,2564.77,2555.21,2537.59,0.05,0.02,66.07,65.9,65.38,43.72,0,0,0,0,0,0,0,-17.88,-474.67,-1517.42,-474.63,-839.67,2.27,83.17,475.18,630.49,679.53,1888.58
A001210,금호전기,148.349294,0.461,IT,디스플레이,디스플레이장비및부품,,21450,30100,16100,22703,0.007,-0.0571,-0.0633,-0.1191,0.1884,-0.1245,661.035111,501.1224,490.162465,661.020548,-70.76,-345.05,-1513.36,428.52,897.63,-291.28,-0.21,-1.24,-1.6,-329.66,-315.22,-330.1,0,0,-105.18,-804.68,-28.6,63.59,-70.54,-346.07,-1414.13,1871.11,1841.74,2446.5,0,0,23.95,2.03,-47.14,-63.42,28.04,50.57,-303,316.82,166.58,1554.54
A001230,동국제강,846.992773,0.7054,소재,소재,철강,동국제강,13700,25950,12500,17644,0.0074,-0.0214,0.0787,-0.1595,-0.0867,-0.3284,8821.812376,5780.21195,7497.35322,8802.298258,278.85,834.46,3873.86,-4869.66,-950.02,-36557.97,-99.47,-29.78,979.35,1726.53,924.75,1747.69,21.36,71.53,963.03,-177.61,835.23,-25473.46,0,240.87,879.72,-3175.47,-770.78,-898.17,-26.61,133.05,181.73,777.51,1146.8,939.74,-205.94,-1405.24,-11558.58,-33608.36,-21424.68,-128110.54
A001250,GS글로벌,268.1517916,0.4525,산업재,자본재,무역회사와판매업체,GS,11900,15600,10100,12620,0.0042,0.0085,0.0128,-0.162,-0.0364,0.1498,2118.92704,1106.73076,1188.810325,2116.929409,13.21,-227.75,2684.77,6091.63,7143.42,4185.46,-1.07,-326.9,-213.87,1092.37,1291.59,823.66,12.13,69.84,2554.81,7065.43,9058.42,8497.62,0,0,0,-457.26,-1765.16,-7662.04,0,-31.18,-80.74,-237.94,-993.41,1420.65,-43.8,96.9,-116.22,2041.92,2927.13,2738.02
A001260,남광토건,16.9088553,0.8744,산업재,자본재,건설,대한전선,900,15250,700,5139,0,0,0.2312,-0.1855,-0.6774,-0.9113,990.104318,0,97.548606,986.803206,0,0,-0.1,-0.63,-34.5,-49.96,0,0,-0.1,-0.63,-34.5,-43.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.77,-58.19,-894.43,-2344.08,0,0,-14.72,-66.02,-88.42,29.75
A001270,부국증권,180.9545107,0.3267,금융,증권,증권,,17450,19200,15700,17465,-0.0029,0.0087,0.0145,-0.0057,-0.0306,0.0387,58.841531,1.3322,1.112733,58.60795,0,0,-0.03,1444.46,8279.18,8707.73,0,0,-0.03,-0.54,6834.18,7329.11,0,0,0,1445,1445,1425.4,0,0,0,0,0,0,0,0,1.72,7.16,7.16,73.12,0,0,-1.88,-1.88,-573.18,-264.58
A001290,골든브릿지증권,51.17392035,0.4485,금융,증권,증권,,1050,2055,904,1226,0.0048,0.0345,0.05,-0.1498,-0.0909,-0.0667,180.330134,30.820321,34.291964,179.713617,0,-0.01,-0.04,-0.1,-0.17,-0.51,0,-0.01,-0.04,-0.1,-0.17,-0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.91,344.58,490.84,606.35,0,0.01,-16.93,-89.15,-180.14,-70.29
A001300,제일모직,4939.626724,0.8781,소재,소재,화학,삼성,94200,109500,85100,97283,0.0011,-0.0063,-0.0021,-0.0719,-0.0571,-0.0673,40050.02999,17738.72762,21959.72857,40010.88052,1566.81,1467.18,27751.16,27987.89,162330.79,-94766.2,-241.86,3000.91,5994.58,-3635.18,32146.81,45879.88,858.64,-2780.32,-480.76,-43375.37,-28014.68,-189778.62,1491.85,2300.52,-235.76,19170.64,71855.32,9964.12,-590.78,-4904.36,-7283.7,-6790.44,-15264.69,-25635.01,488.77,10101.87,6599.38,-46414.19,20039.75,157548.9
A001340,백광산업,127.1234083,0.4395,소재,소재,화학,,4270,5248,2891,3801,0.0012,0.0312,0.0654,0.2641,0.2533,0.2277,262.496158,112.57147,187.696697,261.441956,0,-3.44,-31.53,635.99,599.94,249.95,0,-3.44,-31.53,635.51,599.46,249.31,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,12.62,456.65,495.9,626.7,-3.55,-21.68,78.31,-8613.3,-9815.43,-10487.81
A001360,삼성제약,26.234417,0.6561,건강관리,제약과생물공학,제약,,2750,5690,1755,2491,0.0092,0.07,-0.234,0.1628,0.2168,0.5027,1027.737058,459.410278,1617.900585,1023.6096,0,0,-0.03,-5.96,-0.54,-0.82,0,0,-0.03,-0.24,-0.3,-0.56,0,0,0,0,0,-0.02,0,0,0,0,0,0,-0.79,5.07,126.13,143.81,144.86,-3053.46,-18.33,-19.8,158.51,-347.17,-147.46,-51.47
A001380,SG충남방적,55.9416098,0.1514,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,1340,2365,835,1320,0.0037,-0.0463,0.0388,-0.0496,0.1029,0.542,362.344635,291.644252,160.123658,360.982274,0,0,-0.01,-0.02,-0.06,-123.56,0,0,-0.01,-0.02,-0.06,-0.14,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,-1.21,0.09,-916.38,0,-10.22,-40.84,-27.94,-28.28,1.16
A001390,KG케미칼,121.98,0.513,소재,소재,화학,,11400,12750,7180,8798,0.027,0.0806,0.027,0.4074,0.4022,0.522,556.006857,424.33416,481.550283,554.119798,35.04,34.93,810.57,6655.47,6655.36,6654.29,35.04,34.93,145.96,1547.97,1547.86,1546.79,0,0,857.65,4735.08,4735.08,4735.08,0,0,-171.48,22.21,22.21,22.21,0,0,-1288.61,-936.03,-798.06,-874.81,-6.42,12.35,-27.79,263.7,300.76,288.52
A001420,태원물산,15.8631,0.5611,경기관련소비재,자동차와부품,자동차부품,,2185,3920,1830,2522,0.0139,0.0355,0.0307,-0.2373,-0.3214,0.1035,859.64812,134.703156,134.849153,857.077553,0,0,-0.01,-0.01,-0.1,-0.27,0,0,-0.01,-0.01,-0.1,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6,73.03,89.98,-37.89,-5.12,-20.4,-65.66,-146.71,35.63,-37.51
A001430,세아베스틸,1027.449709,0.3028,소재,소재,철강,세아,28650,55000,23200,38871,-0.0188,-0.0305,0.1019,-0.249,-0.2401,-0.3878,4278.582006,4643.34299,5073.751045,4277.272117,-29.33,2479.79,3705.03,-8563.7,-13847.69,-44151.41,-139.35,-198.98,-1120.36,870.72,-539.62,-3287.34,170.42,1082.31,446.14,-3672.61,-2184.6,-22639.84,-77.62,713.47,1645.43,-2258.22,-3482.74,-3639.18,-48.08,-112.68,633.15,-205.18,-2288.62,3236.01,-163.69,517.96,-1029.25,-5536.26,8793.86,15357.78
A001440,대한전선,393.7368853,0.7915,산업재,자본재,전기장비,대한전선,3745,15351,3635,9299,-0.0079,-0.1157,-0.394,-0.3864,-0.6518,-0.6662,6013.733875,14219.11189,6994.120226,6009.230494,-35.23,-414.44,-2521.56,-4056.05,-3530.7,-9478.72,-5.39,-494.36,-2677.37,-3811.02,-2117.68,-4695.48,-30.55,154.56,130.95,-47.57,-297.73,-1242.14,0,0,0,-12.12,-35.59,-95.46,-302.99,-2503.25,-4798.04,-2174.95,-2151.7,-3560.34,-606.38,1245.6,4157.91,5819.64,7941.33,9602.66
A001450,현대해상,2977.02,0.6795,금융,보험,손해보험,,33300,37850,25100,32036,0.0246,-0.0015,0.0137,-0.0376,0.1503,-0.0431,11838.62591,8113.50831,11509.58752,11828.04125,1499.12,-0.1,-20887.48,-59711.53,-152845.3,-254578.52,576.79,-175.26,-4577.06,-10272.29,-18711.15,-26534.92,1236.52,2828.46,-4038.92,-7623.9,-79908.96,-115358.32,-1909.16,-2291.34,-9424.99,-14372.95,6496.27,-16985.16,10.01,-188,7.47,910.89,179.88,-9271.42,1704.06,2601.18,13660.79,60394.3,206477.57,310482.98
A001460,BYC,114.92916,0.2665,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,184000,216500,145000,173343,0,-0.0054,-0.0239,0.0251,0.0952,0.1987,37.356425,30.3733,38.7898,37.21911,-2.22,-28.35,-37.02,-357.87,-396.45,-468.39,-2.22,-28.35,-2.59,19.81,18.66,18.66,0,0,0,-343.13,-352.43,-293.61,0,0,0,0,0,0,0,30.53,69.64,82.91,81.27,149.52,-2.77,-0.94,7.45,8.24,8.54,5.74
A001470,삼부토건,32.73098983,0.6812,산업재,자본재,건설,,4090,9000,3200,5382,0.0049,0,0.1409,-0.1567,-0.2398,-0.3114,103.776937,16.657423,27.959579,104.030598,0,-0.04,-0.1,-0.55,-1.74,-6.17,0,-0.04,-0.1,-0.55,-1.74,-6.25,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,5.06,-48.47,41.62,0,-0.78,-25.08,-46.41,-102.14,-256.91
A001500,HMC투자증권,416.5869762,0.492,금융,증권,증권,현대자동차,14200,17050,11450,13483,0.0253,0.0558,0.1833,-0.0596,0.1315,0.1225,1191.264304,1030.53967,1024.86425,1188.136405,25.17,699.34,963.61,-5205.22,6123.2,2671.22,25.03,-21.19,-85.34,299.5,43.21,-2398.99,0.14,-29.38,71.38,-73.63,380.84,13.8,0,-163.7,-244.99,-4557.16,2870.75,1063.52,0,-40.21,-109.26,-817.51,54.7,-1127.98,4.94,79.34,451.17,-738.44,-935.34,3612.33
A001510,SK증권,379.3388476,0.7453,금융,증권,증권,SK,1185,1590,1085,1246,-0.0042,0.0128,0.0533,-0.0669,0.0349,0.026,2934.497382,2722.081134,1712.006017,2927.584937,-88.89,-339.19,-535.09,-1234.13,2169.2,3141.39,0,-0.01,18.12,-15.77,8.98,-262.27,0.13,0.08,-16.69,-301.75,20.37,567.06,0,-250.24,-472.56,-740.96,1550.37,1265.22,-0.09,0.06,108.6,-115.49,-303.76,-1848.1,80.88,205.27,1292.24,2228.66,3712.66,6101.58
A001520,동양,190.566453,0.182,산업재,자본재,건축자재,동양,778,1495,548,928,0.017,-0.0442,0.0457,-0.1179,-0.0051,-0.3435,648.719156,285.780157,616.033232,650.649262,-10.9,-39.72,-15.02,-97.7,-242.42,-679.8,-0.01,-0.07,-0.1,-8.11,-25.43,15,-1.14,-2.27,-2.26,-12.1,-10.2,-205.5,0,0,0,0,0,-5.73,0,0,-315.17,-328.86,-384.63,-627.1,22,222.77,116.11,-281.4,90.14,385.09
A001530,동일방직,94.5269969,0.5111,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,42700,63000,41800,46937,-0.0023,-0.007,0.0059,-0.0218,-0.0615,-0.1286,124.358539,137.51984,94.57585,124.165571,-10.67,-167.66,-50.22,330.91,-396.37,-1407.63,61.05,262.55,381.71,795.98,1242.33,1387.52,-71.71,-430.2,-430.2,-430.2,-382.14,-709.31,0,0,0,0,-1115.58,-1451.92,0,-19.03,-41.83,-59.12,-482.5,-1208.54,0,-6.48,-29.72,-54.61,-148.01,-147.11
A001540,안국약품,87.87647799,-0.2084,건강관리,제약과생물공학,제약,,7530,9974,6560,7429,-0.0079,0.0158,0.0672,-0.0515,0.0996,0.1159,180.027041,155.251056,658.860633,179.503289,-17.66,-17.66,-31.06,-51.89,-67.02,-73.7,0,0,-13.4,-20.4,-38.85,-38.85,-17.66,-17.66,-17.66,-31.49,-10.77,-14.74,0,0,0,0,0,0,0,2.28,-174.55,-314.67,-453.55,-526.73,6.55,1.34,-62.31,12.87,-69.41,-109.66
A001550,조비,30.9368565,0.2445,소재,소재,화학,,12100,19800,8500,13248,0.0211,0.0083,0.0386,-0.097,0.0041,-0.0763,713.676291,131.15003,120.885563,711.629591,0,0,-0.14,-0.71,-1.68,-5.49,0,0,-0.14,-0.71,-1.68,-3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.92,2021.32,2033.73,2003.42,-1.76,-0.64,23.58,-159.33,51.81,67.04
A001560,제일연마,53.5,0.2497,소재,소재,비철금속,,5350,5590,4660,5199,0.0094,-0.0037,0.0075,0,0.049,0.0094,18.896828,5.94174,5.310155,19.002553,0,0,3.97,3.92,-30.41,-533.42,0,0,0,-0.05,10.54,-203.07,0,0,3.97,3.97,-6.57,-295.97,0,0,0,0,0,0,0,2.98,14.39,58.2,237.27,617.34,0,0,0,-20.8,-20.8,-11.79
A001570,금양,41.71450648,0.4838,소재,소재,화학,,1060,1695,787,1039,0,-0.0047,0.1277,-0.0619,0.0392,0.325,908.041607,102.958468,195.187614,905.19431,0,-0.01,-0.04,-0.11,-0.2,-0.72,0,-0.01,-0.04,-0.11,-0.18,-0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32,27.49,22.47,0.16,4.97,-94.69,-26.55,-186.58,-381.7
A001620,동국실업,80.4519586,0.6851,경기관련소비재,자동차와부품,자동차부품,,3055,3490,1810,2588,-0.0081,0.0066,-0.0286,-0.0728,0.3168,0.5237,1148.782118,647.078416,807.730124,1145.916098,27.09,66.09,0.1,265.63,798.76,1326.88,-0.03,-0.03,-3.94,-175.88,-147.82,-94.99,8.62,8.62,65.29,182.06,335.3,52.98,0,0,0,-23.98,165.65,491.45,0.49,11.34,83.66,462.72,177.14,344.13,-83.17,-13.94,846.36,2996.53,3991.89,4911.36
A001630,종근당,482.85,0.7321,건강관리,제약과생물공학,제약,,37000,39850,13600,23372,0.0014,0.1028,0.0151,0.3238,0.8362,0.9474,2127.134063,3210.06499,3628.2935,2121.992588,968.76,6334.42,11895.18,32373.7,24220.98,23591.71,199.09,1474.25,3002.61,6274.75,5667.19,5751.92,207.87,1133.59,4482.52,8455.07,445.37,485.67,415.08,2340.05,2171.32,12119.39,13208.57,12329.63,233.2,220.59,650.26,-2123.3,-1986.55,-2532.85,-1176.54,-2991.78,-6220.39,-9042.61,15014.2,15706.2
A001680,대상,901.583265,0.555,필수소비재,"식품,음료,담배",식품,,26200,30950,13200,18838,-0.0332,-0.0019,-0.0559,0.1149,0.5457,0.6635,5480.576104,4570.24439,6951.387953,5478.840675,2026.71,3800.38,-1272.34,21400.35,27560.43,44082.96,216.71,517.62,2480.89,7481.7,9761.56,7870.2,613,2020.05,-315.52,17939.94,9192.82,6026.07,830.66,1392.58,2538.45,4336.82,7668.11,18865.64,42.22,-246.89,-1115.08,1856.47,1280.76,4157.54,-2613.06,-2021.77,1918.98,-22060.72,-9918.93,-23114.92
A001720,신영증권,307.8685736,0.473,금융,증권,증권,,32800,35650,26650,30254,0.0046,0.0046,0.025,0.0684,0.1291,0.1673,99.246583,41.84046,72.660175,98.898442,-19.81,-22.51,-21.79,-17.4,-982.31,-2486.91,-0.33,-0.76,-64.7,-66.9,-256.53,-731.67,-19.49,-21.77,42.89,50.11,-93.78,-913.85,0,0,0,0,-442.95,-448.9,0,0,-210.48,-205.33,-222.06,-298.72,6.85,89.45,91.32,-1789.96,-1673.79,199.25
A001740,SK네트웍스,2097.185617,0.5506,산업재,자본재,무역회사와판매업체,SK,8450,11800,7860,9546,-0.0129,-0.0254,0.0394,-0.1756,0.0012,-0.1465,6856.301212,5342.862304,5947.120323,6852.188145,-1523.7,-1059.47,-8808.99,-24395.87,-30059.48,-58575.37,-155.52,628.52,454.02,-133.92,36.13,563.35,-489.77,-96.71,145.81,-6757.66,-10552.02,-5901.48,591.26,-307.27,-6354.52,-9933.37,-14151.95,-47220.02,5.82,-62.35,-632,204.21,-3446.52,452.88,-754.4,-678.02,-896.68,-7301.72,39366.53,66020.47
A001750,한양증권,83.49918304,0.5954,금융,증권,증권,,6560,7450,6000,6645,0.0031,0.0202,0.0331,-0.0409,0.0266,0.0186,83.264912,231.107352,93.308151,83.106921,0,-298.19,-289.06,-161.49,-135.4,-82.81,0,-0.01,7.71,56.2,55.54,53.02,0,-65.09,-78.97,-79.73,-79.73,-90.94,0,0,15.29,95.13,125.02,190.94,0,-676.64,-676.44,-617.87,-679.94,-55.58,65.39,64.94,-122.16,-537.15,-208.84,-1052.07
A001770,신화실업,15.1252311,0.686,소재,소재,철강,,12450,14950,10800,12916,0,0.0081,-0.0349,-0.1011,-0.0532,0.1116,54.497111,46.4422,36.26627,54.52147,0,0,0,-0.22,-0.35,-0.47,0,0,0,-0.22,-0.35,-0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,-2.81,12.76,13.51,-39.82,0,0,0,0,1.11,-699.76
A001780,동양강철,113.1161594,0.4325,소재,소재,비철금속,,2030,3410,1860,2479,0.0074,0.015,0.0253,-0.1864,-0.1847,-0.2877,715.972603,115.422238,128.427228,728.601231,-0.02,2.27,108.85,108.81,108.75,104.69,-0.02,2.27,108.85,108.81,108.75,107.84,0,0,0,0,0,-2.1,0,0,0,0,0,-1.05,4.01,-64.11,-72.04,-63.86,524.95,4170.45,3.11,26.86,33.27,-237.12,65.75,784.98
A001790,대한제당,194.851284,0.3921,필수소비재,"식품,음료,담배",식품,,25950,29350,19050,22589,0.0117,0.0217,-0.0095,-0.0782,0.3173,0.1043,478.392142,218.91813,280.940988,476.811832,140.74,148.24,48.09,3779.53,9010.55,4167.53,0,2.26,-80.61,723.47,1347.97,1343.68,195.81,195.31,382.92,2547.17,3073.98,2345.17,-93.9,-93.9,-258,1277.3,3830.2,1159.53,0,-26.53,-130.71,-43.54,66.19,82.82,-74.36,-98.68,-406.86,4.76,-542.56,-1499.94
A001800,오리온,6557.61211,0.5928,필수소비재,"식품,음료,담배",식품,,1099000,1149000,599000,878747,0.0185,0.0567,-0.0126,0.1318,0.1843,0.6209,14544.2905,14632.4166,28772.31045,14941.1876,724.51,829.5,81291.17,136475.48,339978.22,259185.87,-1521.92,216.36,4050.69,5134.25,31228.85,30495.92,556.65,-7506.51,20866.92,42386.09,121900.27,122786.56,2241.72,7392.44,35067.52,56398.16,74902.66,-9643.4,-260.26,510.16,-158393.95,-155694.45,-154367.98,-158024.56,5835.41,20251.54,60124.63,15869.12,-187333.09,-99125.15
A001810,무림SP,49.809375,0.3859,소재,소재,종이와목재,,2250,3240,1765,2088,-0.0066,-0.0132,-0.0446,0.1002,0.2064,0.2064,1001.222155,866.134686,1092.269983,997.461786,0,60.95,116.67,108.23,108.23,108.23,0,49.8,49.8,41.36,41.36,41.36,0,0,0,0,0,0,0,0,0,0,0,0,-26,-80.88,59.68,-343.02,-342.57,-311.77,3.42,-55.28,-253.7,-293.46,-181.86,-184.51
A001820,삼화콘덴서,64.96875,0.6544,IT,전자와 전기제품,전기제품,,6250,8080,5320,6251,0.0064,0.0081,-0.0142,0.0314,0.0666,-0.1097,681.286368,413.366512,1615.564315,684.427351,0,27.61,191.6,91.25,613.15,-2497.75,0,0,-0.08,-218.06,-45.6,-50.96,0,0,18,-38.74,-74.11,-1135.67,0,27.61,133.24,309.85,694.66,15.65,-7.19,15.2,4.39,184.77,291.43,167.27,2.05,-113.57,-397.09,-583.44,-393.98,-226.22
A001840,이화공영,24.97248,0.5245,산업재,자본재,건설,,1740,4445,1690,2582,0,0.0087,-0.067,-0.2385,-0.3176,-0.42,440.274963,53.437426,61.158991,443.922675,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,23.84,23.85,22.81,0,-3.66,-1.11,0.12,-21.72,-103.01
A001880,삼호,23.184,0.4956,산업재,자본재,건설,대림,1610,2770,1460,1860,-0.0153,-0.0529,0.0733,-0.1129,-0.0904,-0.0242,40.912955,13.94814,27.275415,40.763903,0,0,-0.05,49.95,49.91,49.61,0,0,-0.05,-0.05,-0.09,-0.32,0,0,0,0,0,-0.07,0,0,0,0,0,0,0,-4.54,-4.54,-4.54,-4.54,-484.7,0,0,-0.45,27.34,27.34,5.09
A001940,KISCO홀딩스,139.6814328,0.3355,소재,소재,철강,,37800,39500,33000,35708,0.0633,0.0399,0.0878,0.0053,0.0862,0.142,52.302443,126.53938,120.342743,52.119056,0,-0.28,-2.92,7.51,-54.42,-297.41,0,-0.28,-2.92,-3.19,-65.12,-89.59,0,0,0,0,0,-246.48,0,0,0,0,0,67.66,-3.02,-3.02,6.78,21.18,21.18,-938.1,0,0,-26.89,-25.11,-41.32,358.31
A002000,한국유리,231.328197,0.1953,산업재,자본재,건축제품,,22950,28800,20900,23669,0.011,-0.0086,-0.0213,0.0291,0.0066,-0.0838,22.921933,289.2743,77.895708,22.835913,0,0,-0.2,-1.11,-1.37,-16.59,0,0,-0.2,-1.11,-1.37,-2.77,0,0,0,0,0,-13.82,0,0,0,0,0,0,0,0,0,0,-19.01,-2.73,0,0,72.81,439.79,759.03,1137.26
A002020,코오롱,212.8799153,0.474,소재,소재,화학,코오롱,17650,28700,15500,21883,-0.0028,-0.0249,0.0601,-0.1453,-0.2676,-0.0612,896.001954,836.71292,666.166885,894.476758,-69.95,-371.28,-504.76,-5601.41,-16503.12,-2135.43,-1.41,-3.96,25.84,-22.32,67.01,-554.99,-8.48,-209.78,-413.75,-2574.44,-9274.66,3967.67,0,-56.58,-351.54,-2424.18,-4719.75,-4041.41,0,-6.46,-279.62,-20.29,-1889.14,920.64,-16.39,639.48,684.1,551.2,2461.09,-5063.81
A002030,아세아시멘트,286.7052045,0.4766,산업재,자본재,건축자재,,60500,64400,33400,47562,0.01,0.0485,-0.0242,0.168,0.4021,0.7638,319.579088,406.35166,325.506575,319.076618,-69.28,243.44,1109.82,5222.94,5512.64,-480.33,27.66,-45.65,98.5,339.16,791.89,793.91,-106.62,-280.67,-79.21,955.94,-3198.87,-4619.58,9.69,336.08,794.73,2881.53,3728.83,3917.33,-44.21,-58.41,170.52,839.28,1938.37,1648.69,292.81,276.73,-218.12,-4855.42,-5653.48,-5717.32
A002070,남영비비안,49.449204,0.1862,경기관련소비재,내구소비재와의류,"섬유,의류,신발,호화품",,7200,8800,6900,7674,-0.027,-0.0177,-0.031,-0.0588,-0.0323,-0.1209,31.545215,5.006596,49.255056,32.0155,0.36,-0.01,-882.75,-911.44,-944.37,625.47,0.36,-0.01,-0.47,0.39,0.66,-0.13,0,0,-543.02,-543.02,-543.02,297.52,0,0,0,0,0,0,0,0.37,0.37,0.22,0.06,-490.86,0,0,0,0,-2.4,0.07
A002100,경농,69.30514125,0.1922,소재,소재,화학,,3195,3630,2815,3150,0,-0.0229,-0.0124,-0.0093,0.0224,0.0579,88.755307,34.937005,31.842332,88.438227,0,0,-33.96,3.88,-27.78,-27.12,0,0,-33.96,4.38,-27.28,-27.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,4.85,2139.85,2017.84,472.27,-16.41,-16.41,-25.63,-95.82,-227.69,-221.51
A002140,고려산업,27.38348865,0.4375,필수소비재,"식품,음료,담배",식품,,5490,5900,3315,4414,0.0558,0.0958,0.0073,0.1366,0.3293,0.5913,149.397398,32.63899,61.441596,148.862202,0,-0.05,44.78,44.63,44.54,44.23,0,-0.05,44.78,44.63,44.54,44.23,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,189.4,208.15,140.22,-665.29,-0.65,-6.56,-55.51,-108.42,59.03,53.43
A002150,도화엔지니어링,156.798,0.3715,산업재,자본재,건설,,9300,14300,8800,10924,-0.0053,-0.0064,-0.0323,-0.07,-0.0106,-0.3404,39.597997,1.090116,25.243772,39.474077,0,0,-0.18,-8.03,-8.46,-18.51,0,0,-0.18,-8.03,-8.46,-7.97,0,0,0,0,0,-10.55,0,0,0,0,0,0,0,0,259.31,469.73,470.02,541.11,0,0,0,0.07,-41.79,-276.02
